cell,drug1_db,drug2_db,synergy,synergistic
117,30,60,0,0
115,14,33,0,0
86,53,48,0,0
68,43,6,0,0
35,49,55,0,0
64,43,9,0,0
97,34,55,0,0
63,49,21,0,0
8,4,39,0,0
81,29,8,1,1
43,35,30,0,0
52,49,15,0,0
24,45,15,0,0
46,54,3,0,0
58,58,3,0,0
124,5,18,0,0
69,30,14,0,0
26,24,17,0,0
65,58,16,0,0
6,15,46,0,0
30,49,26,0,0
104,52,49,0,0
107,28,39,0,0
58,58,22,0,0
100,52,48,0,0
93,6,53,1,1
76,49,22,0,0
49,46,43,0,0
48,19,9,0,0
98,38,24,0,0
121,4,5,0,0
67,11,38,0,0
9,54,33,0,0
121,47,37,0,0
71,19,43,0,0
13,16,33,0,0
29,52,53,0,0
102,8,53,1,1
3,52,39,0,0
11,26,5,0,0
0,9,37,0,0
85,39,47,1,1
88,14,55,1,1
7,34,56,0,0
66,51,27,1,1
63,54,50,0,0
89,39,38,0,0
118,2,53,0,0
85,26,39,0,0
120,14,13,0,0
40,28,35,0,0
61,17,28,0,0
122,9,52,0,0
77,39,59,0,0
64,54,21,0,0
86,3,42,0,0
24,55,34,0,0
43,39,43,0,0
33,15,45,0,0
4,30,3,0,0
7,45,4,0,0
104,53,44,0,0
31,54,33,0,0
54,37,8,0,0
31,6,30,0,0
15,54,8,0,0
123,60,37,0,0
109,39,9,0,0
97,49,54,0,0
19,17,55,0,0
25,38,30,0,0
43,57,17,1,1
28,51,22,0,0
46,45,61,0,0
2,15,39,0,0
113,35,17,0,0
104,2,34,0,0
35,60,0,0,0
61,54,12,0,0
70,52,44,0,0
115,3,24,0,0
5,54,52,0,0
30,24,32,0,0
8,11,26,0,0
76,30,36,0,0
85,52,16,0,0
29,3,52,0,0
119,4,13,0,0
104,15,36,0,0
24,45,38,0,0
86,49,55,1,1
83,52,45,0,0
45,11,39,0,0
76,49,59,0,0
106,14,57,0,0
2,30,54,0,0
97,4,22,0,0
100,8,49,0,0
78,55,6,0,0
50,55,20,1,1
0,2,11,0,0
30,58,24,0,0
85,5,38,0,0
26,49,38,0,0
34,26,30,0,0
51,15,25,0,0
93,14,17,0,0
93,2,11,0,0
38,4,30,0,0
61,2,7,0,0
109,17,52,0,0
35,15,4,1,1
100,54,0,0,0
42,14,8,0,0
15,14,39,0,0
59,3,51,0,0
83,14,62,0,0
78,39,0,0,0
4,51,27,0,0
40,16,53,0,0
39,11,33,0,0
50,51,7,0,0
48,53,39,0,0
120,28,8,0,0
37,13,53,0,0
42,15,54,1,1
29,49,33,1,1
120,17,39,0,0
6,15,59,0,0
70,4,27,0,0
123,51,4,1,1
67,8,54,0,0
66,53,1,0,0
73,55,21,0,0
87,2,5,0,0
5,16,5,0,0
22,23,39,0,0
23,9,52,0,0
4,38,46,0,0
111,8,44,0,0
73,54,51,0,0
108,35,49,0,0
84,34,62,0,0
51,30,43,0,0
4,52,38,0,0
55,17,9,0,0
10,39,11,0,0
115,55,8,0,0
34,38,29,0,0
65,30,49,0,0
105,14,52,0,0
99,52,25,0,0
56,60,52,0,0
69,39,14,0,0
58,56,32,0,0
14,56,2,0,0
101,2,53,0,0
21,46,25,0,0
119,24,0,0,0
24,60,39,0,0
57,53,54,0,0
9,15,54,0,0
78,53,30,0,0
1,58,60,0,0
105,8,47,1,1
6,60,32,0,0
65,55,2,0,0
101,15,8,0,0
79,55,35,0,0
99,35,14,0,0
89,11,58,0,0
39,11,48,0,0
77,45,38,0,0
60,39,19,0,0
24,2,28,0,0
100,3,61,0,0
104,2,1,0,0
7,56,54,0,0
119,38,46,0,0
19,6,9,0,0
74,30,43,0,0
71,28,46,0,0
73,14,36,0,0
94,43,13,0,0
104,17,34,0,0
70,15,24,0,0
103,30,28,0,0
33,54,33,0,0
8,41,52,0,0
72,52,10,0,0
114,43,13,0,0
5,30,14,0,0
25,55,26,0,0
92,17,45,0,0
78,24,15,0,0
53,23,15,0,0
34,54,23,0,0
64,16,54,0,0
83,60,34,0,0
116,47,30,1,1
25,3,49,0,0
17,8,27,0,0
76,2,6,0,0
16,9,33,0,0
10,11,33,0,0
19,39,57,0,0
2,15,36,0,0
11,39,16,0,0
83,51,31,0,0
5,29,39,1,1
8,49,38,0,0
90,14,17,0,0
64,17,8,1,1
7,45,7,0,0
30,55,11,0,0
32,13,35,0,0
43,16,39,0,0
61,30,40,0,0
73,38,62,0,0
98,8,32,0,0
78,53,13,0,0
48,53,25,0,0
91,8,15,0,0
78,6,42,0,0
117,53,51,0,0
86,51,53,0,0
22,47,18,0,0
54,54,41,0,0
110,51,49,0,0
2,4,46,0,0
72,45,31,0,0
3,26,49,0,0
108,53,43,0,0
39,53,30,0,0
104,17,51,0,0
6,38,32,0,0
13,57,6,0,0
59,56,59,0,0
56,17,1,0,0
9,55,9,0,0
89,53,50,0,0
35,8,37,0,0
82,43,55,0,0
17,4,27,0,0
119,14,28,0,0
53,16,54,0,0
63,58,61,0,0
96,57,13,0,0
88,14,15,0,0
46,11,0,0,0
84,6,38,0,0
89,52,60,0,0
39,51,12,0,0
122,9,16,0,0
66,58,49,0,0
46,11,49,0,0
79,15,21,0,0
46,53,32,0,0
66,52,54,0,0
93,26,14,0,0
54,14,38,0,0
75,34,39,0,0
7,38,51,0,0
84,49,52,0,0
17,58,22,0,0
50,49,42,0,0
63,49,55,0,0
29,30,44,0,0
104,54,55,0,0
77,4,30,0,0
121,49,15,0,0
33,39,10,0,0
81,52,2,0,0
84,39,37,0,0
28,11,52,0,0
98,58,7,0,0
86,6,14,0,0
89,56,3,0,0
11,18,41,0,0
54,53,4,0,0
81,18,54,0,0
3,17,41,0,0
39,4,61,1,1
54,29,30,0,0
92,8,3,0,0
109,21,28,0,0
49,16,49,0,0
101,52,8,0,0
50,11,0,0,0
31,53,54,0,0
15,14,15,0,0
84,54,7,0,0
92,24,12,0,0
113,55,15,0,0
119,30,53,0,0
98,2,32,0,0
6,6,60,0,0
100,51,14,0,0
107,49,13,0,0
44,23,18,0,0
81,49,38,0,0
111,4,61,0,0
120,54,17,0,0
26,2,3,0,0
1,24,0,0,0
57,8,54,0,0
42,38,22,0,0
33,14,20,0,0
25,34,32,0,0
30,24,1,0,0
52,15,38,0,0
6,54,59,0,0
61,11,60,0,0
114,25,43,0,0
93,23,17,0,0
54,5,29,0,0
119,17,34,0,0
110,51,6,0,0
118,41,30,0,0
76,34,30,0,0
96,28,46,0,0
87,37,54,0,0
123,2,37,0,0
56,3,13,0,0
107,6,8,0,0
81,2,39,0,0
123,3,52,0,0
24,53,33,0,0
66,2,42,0,0
65,55,51,0,0
95,54,55,0,0
84,60,8,0,0
111,34,59,0,0
83,39,15,0,0
59,14,13,0,0
79,28,15,0,0
27,57,21,0,0
119,2,11,0,0
92,58,20,0,0
42,17,52,0,0
77,53,62,0,0
28,45,2,0,0
48,9,21,0,0
122,28,21,0,0
15,41,16,0,0
97,2,27,0,0
65,8,24,0,0
78,34,53,0,0
59,17,39,1,1
55,39,8,0,0
93,16,5,0,0
105,39,11,0,0
98,52,49,0,0
90,53,16,1,1
9,9,54,0,0
100,3,12,0,0
93,30,2,0,0
20,39,37,0,0
68,30,35,0,0
83,45,33,0,0
63,8,12,0,0
83,3,4,0,0
68,16,55,0,0
85,49,2,0,0
76,30,20,0,0
95,16,54,0,0
24,60,27,0,0
29,54,40,0,0
123,52,31,0,0
123,14,37,0,0
7,4,2,0,0
86,52,50,0,0
89,51,6,0,0
1,4,56,0,0
46,11,6,0,0
1,24,34,0,0
112,49,19,0,0
111,58,38,0,0
110,34,38,0,0
75,3,56,0,0
75,52,60,0,0
19,49,8,0,0
70,38,32,0,0
109,19,15,0,0
123,49,13,0,0
11,15,54,0,0
116,9,47,0,0
122,28,16,0,0
17,2,21,0,0
25,52,46,0,0
0,14,15,0,0
98,14,24,0,0
86,11,15,0,0
110,45,33,0,0
28,17,55,0,0
89,11,1,0,0
27,21,53,0,0
122,30,17,0,0
79,21,46,0,0
5,29,9,0,0
103,2,13,0,0
28,39,45,0,0
30,14,34,0,0
64,13,19,0,0
48,28,52,0,0
112,35,9,0,0
10,11,30,0,0
25,2,15,0,0
116,29,39,1,1
18,35,30,0,0
110,17,59,0,0
73,17,15,0,0
37,13,54,0,0
46,49,12,0,0
98,3,50,0,0
73,34,51,0,0
100,24,7,0,0
51,14,53,0,0
28,4,54,0,0
7,51,4,0,0
17,53,26,0,0
110,51,53,0,0
108,16,6,0,0
100,54,48,0,0
4,4,39,0,0
76,49,2,0,0
60,11,16,0,0
56,45,59,0,0
44,19,5,0,0
4,15,42,0,0
6,54,6,0,0
89,45,11,0,0
113,53,33,1,1
83,11,32,0,0
63,54,6,0,0
18,30,39,0,0
61,60,8,0,0
119,55,12,0,0
72,11,46,0,0
100,51,27,0,0
63,3,21,0,0
111,6,55,0,0
100,55,27,0,0
59,51,3,0,0
31,43,54,0,0
82,9,8,0,0
97,15,20,0,0
81,19,38,0,0
61,34,8,0,0
28,52,39,0,0
103,54,46,0,0
46,54,32,0,0
69,9,23,0,0
57,16,35,0,0
29,15,28,0,0
64,21,35,0,0
82,43,15,1,1
44,8,53,0,0
45,30,11,0,0
5,30,39,1,1
25,2,39,0,0
29,4,60,0,0
15,38,41,0,0
86,6,24,0,0
74,52,15,0,0
10,6,26,0,0
106,57,6,0,0
38,6,11,0,0
70,15,21,0,0
33,38,30,0,0
108,30,43,0,0
111,8,27,0,0
68,43,57,0,0
84,58,14,0,0
84,54,1,0,0
78,3,10,0,0
97,2,21,0,0
48,52,49,0,0
57,28,13,0,0
70,2,50,0,0
102,54,14,0,0
6,55,37,0,0
37,9,46,0,0
76,34,0,0,0
66,56,13,0,0
72,3,53,0,0
72,55,59,0,0
121,38,39,0,0
46,45,56,0,0
39,39,42,0,0
68,14,17,0,0
20,41,2,0,0
22,15,6,0,0
97,3,22,0,0
108,39,8,0,0
19,57,46,0,0
69,4,41,0,0
98,15,40,0,0
96,19,43,0,0
44,8,39,0,0
54,18,8,0,0
49,8,57,0,0
56,39,59,0,0
100,45,2,0,0
119,54,15,0,0
7,51,8,0,0
1,55,50,0,0
109,6,49,0,0
59,34,53,0,0
6,60,12,0,0
12,8,15,0,0
39,2,46,0,0
59,15,39,0,0
72,8,56,0,0
123,49,55,0,0
30,14,62,0,0
72,8,24,0,0
50,4,61,0,0
7,55,48,0,0
58,8,56,0,0
112,57,17,0,0
73,17,6,0,0
4,52,36,0,0
73,15,51,0,0
91,29,37,0,0
26,55,51,0,0
30,39,3,0,0
7,60,40,0,0
92,56,36,0,0
84,24,40,0,0
93,47,14,0,0
85,53,5,0,0
58,60,46,0,0
89,17,3,1,1
86,6,30,0,0
97,58,6,0,0
89,11,55,0,0
123,14,31,0,0
7,58,4,0,0
26,38,4,0,0
98,53,49,0,0
65,14,12,0,0
83,24,58,0,0
86,52,10,0,0
85,39,6,0,0
23,30,25,0,0
17,3,11,0,0
24,6,56,0,0
90,13,39,0,0
2,52,62,0,0
35,49,53,0,0
58,39,21,0,0
123,39,45,0,0
56,51,48,0,0
88,28,43,1,1
63,11,16,0,0
18,35,57,0,0
38,19,23,0,0
86,55,16,0,0
77,24,60,0,0
35,45,56,0,0
6,58,45,0,0
29,51,26,0,0
77,53,61,0,0
100,56,13,0,0
81,26,39,1,1
8,53,52,0,0
74,21,13,0,0
92,53,11,0,0
91,52,15,0,0
6,17,59,0,0
87,52,53,0,0
116,5,52,0,0
8,6,26,0,0
0,9,14,0,0
56,14,62,0,0
35,3,4,0,0
56,53,27,0,0
105,19,37,1,1
68,14,46,0,0
85,5,17,1,1
63,38,39,0,0
52,8,2,0,0
119,30,28,0,0
77,60,24,0,0
46,45,59,0,0
33,17,3,0,0
66,39,59,0,0
80,26,37,0,0
96,39,46,0,0
88,16,13,0,0
123,52,22,0,0
25,24,7,0,0
109,52,9,0,0
50,45,28,0,0
48,8,17,0,0
8,29,37,0,0
119,38,14,0,0
103,60,40,0,0
34,14,30,0,0
44,53,11,1,1
28,52,45,1,1
83,24,15,0,0
37,57,25,0,0
95,54,28,0,0
91,11,6,0,0
20,18,8,1,1
46,39,44,0,0
26,17,50,0,0
40,52,19,0,0
94,43,21,0,0
2,17,26,1,1
75,17,38,0,0
84,55,39,0,0
100,52,21,0,0
110,54,4,0,0
2,11,37,0,0
12,17,21,0,0
0,16,53,0,0
76,14,55,0,0
15,11,37,1,1
60,14,53,0,0
75,2,46,0,0
33,58,42,0,0
35,54,48,0,0
71,30,9,0,0
124,54,11,0,0
4,15,36,0,0
17,56,27,0,0
35,54,37,0,0
58,6,31,0,0
119,11,52,0,0
59,17,11,1,1
75,14,39,0,0
38,9,54,0,0
72,54,0,0,0
89,11,44,0,0
59,34,6,0,0
99,52,28,0,0
84,58,46,1,1
114,16,39,0,0
86,24,15,0,0
1,24,22,0,0
40,43,8,0,0
109,25,28,0,0
19,54,14,0,0
123,15,0,0,0
114,9,46,0,0
7,58,8,0,0
92,4,53,0,0
123,17,14,0,0
81,8,29,0,0
110,49,8,0,0
54,9,5,0,0
67,11,17,1,1
44,19,30,0,0
124,2,5,0,0
22,11,9,0,0
98,39,14,0,0
54,41,19,0,0
75,15,39,1,1
48,15,25,0,0
9,33,8,0,0
91,15,18,0,0
34,52,54,0,0
93,15,26,0,0
98,14,55,0,0
32,53,55,1,1
41,11,6,0,0
72,49,39,1,1
103,55,40,0,0
98,56,33,0,0
54,23,17,0,0
49,35,49,0,0
106,8,15,0,0
108,54,14,0,0
61,24,17,0,0
31,25,55,0,0
71,14,39,0,0
54,15,38,0,0
115,52,8,0,0
97,52,49,0,0
38,5,9,0,0
6,60,61,0,0
58,55,2,0,0
124,39,41,0,0
69,39,37,0,0
88,6,43,0,0
92,55,37,0,0
115,17,24,0,0
42,2,1,0,0
73,49,30,0,0
39,49,50,0,0
40,21,6,0,0
62,55,16,0,0
111,54,4,0,0
107,39,35,0,0
89,52,12,0,0
46,60,27,0,0
56,58,2,0,0
73,53,45,0,0
13,14,13,0,0
119,4,54,0,0
3,2,39,0,0
65,60,39,0,0
88,17,28,0,0
117,38,4,0,0
2,8,49,0,0
56,4,17,1,1
28,3,24,0,0
52,15,6,0,0
42,15,46,0,0
46,14,13,0,0
24,17,28,0,0
10,15,30,0,0
96,25,55,0,0
26,55,45,0,0
55,13,43,0,0
24,8,54,0,0
26,49,31,1,1
93,49,38,0,0
34,17,29,0,0
89,6,49,1,1
86,53,36,0,0
52,2,49,0,0
89,4,58,0,0
39,4,6,1,1
110,52,30,0,0
104,45,4,0,0
72,56,1,0,0
83,58,37,0,0
46,30,49,0,0
59,8,0,0,0
107,13,43,0,0
84,38,62,0,0
42,24,8,0,0
121,37,19,0,0
24,60,16,0,0
5,23,19,0,0
59,30,36,0,0
56,3,24,0,0
102,25,53,0,0
55,35,21,0,0
100,53,26,0,0
34,16,49,0,0
89,53,20,0,0
2,58,49,0,0
50,34,30,0,0
29,3,11,0,0
76,39,16,0,0
20,54,11,0,0
72,55,56,1,1
98,38,32,0,0
60,26,37,0,0
109,13,6,0,0
78,8,28,0,0
42,54,37,0,0
64,33,13,0,0
108,14,13,0,0
55,17,8,0,0
31,8,57,0,0
36,8,6,0,0
81,9,26,0,0
100,6,11,0,0
71,55,30,0,0
24,15,6,0,0
119,34,8,0,0
108,46,13,0,0
24,30,53,0,0
109,25,30,0,0
101,51,60,0,0
3,9,54,0,0
77,51,30,0,0
8,52,19,0,0
111,53,10,0,0
105,4,18,0,0
33,34,13,0,0
46,6,20,0,0
37,54,14,0,0
74,39,43,0,0
45,24,21,0,0
119,24,22,0,0
50,55,33,0,0
50,2,11,0,0
35,53,32,0,0
16,53,14,0,0
105,29,38,0,0
47,9,54,0,0
6,2,49,0,0
28,24,15,0,0
78,56,1,0,0
75,3,61,0,0
86,51,15,0,0
56,54,55,0,0
75,58,4,0,0
85,52,19,0,0
37,16,53,0,0
40,14,52,0,0
31,9,55,0,0
103,51,13,0,0
5,52,49,0,0
73,51,62,0,0
100,49,8,0,0
58,17,46,0,0
76,14,12,0,0
69,29,49,0,0
79,19,52,0,0
85,17,29,0,0
106,15,13,1,1
71,6,15,1,1
89,15,61,0,0
0,37,8,0,0
70,56,44,0,0
35,24,44,0,0
84,24,31,0,0
55,57,49,0,0
12,52,53,0,0
78,15,4,0,0
117,3,22,0,0
46,39,2,0,0
89,55,6,0,0
106,53,25,0,0
63,30,15,0,0
65,30,22,0,0
80,52,38,0,0
44,11,53,1,1
7,34,42,0,0
47,43,46,0,0
20,54,9,0,0
0,8,49,0,0
20,18,2,0,0
3,5,53,0,0
25,55,56,0,0
1,55,62,0,0
111,3,40,0,0
117,30,32,0,0
112,19,46,0,0
106,35,46,0,0
87,47,52,0,0
24,4,53,0,0
98,11,62,0,0
88,49,6,0,0
39,54,16,0,0
19,16,9,0,0
99,55,28,0,0
119,56,8,0,0
91,18,11,0,0
64,14,35,0,0
24,60,48,0,0
8,30,53,0,0
98,14,16,0,0
83,4,51,0,0
97,30,22,0,0
56,11,38,0,0
26,54,53,0,0
43,55,15,0,0
80,54,39,0,0
116,18,19,0,0
65,49,11,0,0
30,60,17,0,0
47,49,21,0,0
0,15,26,0,0
51,49,33,0,0
81,5,38,0,0
23,9,19,0,0
92,30,12,0,0
67,16,6,0,0
70,56,13,0,0
35,24,13,0,0
112,13,57,0,0
115,15,33,0,0
65,11,17,0,0
2,11,53,0,0
15,52,38,0,0
53,9,16,0,0
10,52,8,0,0
55,35,13,0,0
87,29,16,0,0
17,39,12,0,0
113,49,21,0,0
50,15,48,0,0
100,11,28,0,0
48,25,17,0,0
69,26,30,0,0
6,51,10,0,0
64,14,39,0,0
32,35,19,0,0
5,49,5,0,0
71,57,9,0,0
42,55,62,0,0
108,14,15,0,0
23,25,28,1,1
17,34,51,0,0
6,52,30,0,0
17,54,31,0,0
26,51,6,0,0
115,30,28,0,0
1,45,36,0,0
102,6,52,0,0
39,55,50,0,0
123,34,2,0,0
98,49,13,0,0
106,52,49,0,0
53,30,11,1,1
65,55,28,0,0
33,34,15,0,0
98,17,1,0,0
46,39,59,0,0
42,39,15,0,0
100,58,30,0,0
76,14,38,1,1
29,34,15,0,0
42,39,0,0,0
24,8,7,0,0
122,54,30,0,0
39,24,28,0,0
93,23,53,0,0
58,4,54,0,0
10,2,55,0,0
71,17,25,1,1
60,38,41,0,0
67,4,18,0,0
60,23,41,0,0
38,17,15,1,1
79,14,17,0,0
55,33,57,0,0
63,53,1,0,0
7,17,52,1,1
71,15,53,0,0
81,14,16,0,0
114,49,19,0,0
45,54,37,0,0
63,3,22,0,0
86,39,59,0,0
73,6,44,0,0
107,6,9,0,0
41,4,39,0,0
100,60,45,0,0
18,16,55,0,0
62,17,15,0,0
89,51,30,0,0
28,39,10,0,0
5,2,37,0,0
87,16,37,0,0
120,46,52,0,0
63,14,56,0,0
35,11,6,0,0
48,19,21,0,0
50,34,48,0,0
70,39,44,0,0
33,2,22,0,0
17,34,1,0,0
7,30,60,0,0
117,49,27,0,0
57,54,43,0,0
9,54,6,0,0
81,14,49,0,0
83,6,32,0,0
87,6,8,0,0
88,28,52,0,0
55,39,9,0,0
15,6,19,0,0
80,39,8,0,0
11,47,11,0,0
46,17,46,0,0
10,56,58,0,0
61,2,16,0,0
77,53,56,0,0
61,4,58,0,0
57,21,39,0,0
7,54,30,0,0
68,16,43,0,0
117,3,42,0,0
89,8,54,0,0
100,24,37,0,0
103,53,20,0,0
64,14,25,0,0
34,19,17,0,0
82,25,55,0,0
24,14,39,0,0
0,14,53,1,1
86,56,33,0,0
98,24,7,0,0
70,60,17,0,0
42,11,34,0,0
82,52,19,0,0
104,30,44,0,0
77,53,13,0,0
103,54,0,0,0
32,19,9,0,0
50,39,56,0,0
69,18,16,0,0
103,56,26,0,0
120,33,53,0,0
11,54,26,0,0
75,56,33,0,0
66,52,31,0,0
104,34,22,0,0
28,3,11,0,0
45,24,44,0,0
39,14,36,0,0
17,45,36,0,0
37,49,13,0,0
45,34,49,0,0
45,45,32,0,0
9,35,55,0,0
24,38,26,0,0
12,17,13,0,0
7,55,12,0,0
76,24,48,0,0
77,54,12,0,0
111,55,39,0,0
22,49,8,0,0
26,52,30,0,0
94,54,52,0,0
56,3,55,0,0
39,52,2,0,0
61,56,6,0,0
42,2,22,0,0
62,25,53,0,0
7,52,22,0,0
33,17,37,0,0
30,56,39,0,0
109,30,28,0,0
9,57,21,0,0
3,53,16,1,1
20,17,52,0,0
11,4,39,0,0
42,39,6,0,0
29,49,44,0,0
81,11,54,0,0
35,53,11,1,1
123,39,15,0,0
83,55,62,0,0
49,13,17,0,0
104,6,30,0,0
13,49,17,0,0
8,38,19,0,0
110,4,6,0,0
45,6,31,0,0
33,11,51,0,0
47,17,46,0,0
111,53,6,0,0
65,8,15,0,0
93,17,47,0,0
46,58,53,0,0
4,45,31,0,0
54,30,49,0,0
22,8,17,0,0
81,41,5,0,0
104,6,2,0,0
61,56,34,0,0
35,39,8,0,0
31,15,46,0,0
113,17,52,0,0
67,54,49,0,0
25,14,61,0,0
55,9,39,0,0
113,14,30,0,0
21,15,25,0,0
22,19,15,0,0
85,5,37,0,0
66,3,36,0,0
7,6,13,0,0
51,35,46,0,0
83,11,31,0,0
4,56,60,0,0
26,49,60,0,0
26,11,31,0,0
123,38,27,0,0
39,49,11,0,0
53,53,52,0,0
68,17,14,0,0
46,30,15,0,0
66,17,51,0,0
123,45,33,0,0
55,55,39,0,0
119,55,48,0,0
20,30,41,0,0
20,29,37,0,0
15,54,9,0,0
32,16,13,0,0
54,6,29,0,0
48,17,57,1,1
50,39,32,0,0
97,45,13,0,0
109,57,21,0,0
100,38,17,0,0
62,21,46,0,0
73,38,42,0,0
35,34,53,0,0
1,52,15,1,1
119,15,32,0,0
104,54,11,0,0
7,15,0,0,0
22,38,29,0,0
92,51,54,0,0
65,17,10,0,0
66,39,14,0,0
36,9,46,0,0
11,41,5,0,0
7,11,60,1,1
91,54,52,0,0
110,53,27,0,0
2,45,12,0,0
84,55,40,0,0
75,56,44,0,0
63,55,4,0,0
42,49,14,0,0
60,16,23,0,0
10,52,55,0,0
75,49,38,0,0
92,60,13,0,0
66,39,2,0,0
28,14,4,0,0
120,19,53,0,0
40,39,25,0,0
27,49,6,0,0
77,52,15,1,1
7,11,50,0,0
78,15,21,0,0
123,45,48,0,0
29,15,30,0,0
20,29,19,0,0
29,3,42,0,0
30,14,56,0,0
78,49,37,0,0
86,14,62,0,0
24,17,16,0,0
63,60,24,0,0
82,17,53,0,0
7,2,26,0,0
88,6,30,0,0
52,41,15,0,0
36,52,57,0,0
82,9,54,0,0
115,55,62,0,0
123,17,45,0,0
31,53,55,0,0
7,55,61,0,0
98,8,45,0,0
10,53,36,0,0
0,37,18,0,0
97,17,37,0,0
86,39,56,0,0
4,52,15,0,0
70,39,21,0,0
74,54,35,0,0
104,52,21,0,0
69,2,39,0,0
124,26,19,0,0
29,11,38,1,1
39,8,0,0,0
119,60,6,0,0
19,14,16,0,0
80,49,6,0,0
79,54,39,0,0
75,58,2,0,0
84,49,37,0,0
42,60,13,0,0
98,55,21,0,0
109,25,54,0,0
56,58,8,0,0
48,46,25,0,0
114,39,25,0,0
117,24,33,0,0
4,49,39,0,0
67,54,11,0,0
51,39,43,0,0
66,2,6,0,0
115,14,4,0,0
73,54,1,0,0
110,34,61,0,0
103,4,30,0,0
123,53,49,0,0
25,17,6,0,0
115,49,52,0,0
48,57,35,0,0
19,13,9,0,0
1,53,0,0,0
107,46,35,0,0
90,39,35,0,0
52,2,26,0,0
75,52,21,0,0
6,38,16,0,0
63,3,48,0,0
33,52,8,0,0
50,56,58,0,0
17,52,22,0,0
58,55,6,0,0
37,13,15,0,0
0,17,37,0,0
97,45,15,0,0
16,33,13,0,0
105,39,41,0,0
63,55,8,0,0
115,60,3,0,0
110,30,16,0,0
65,24,36,0,0
27,49,53,0,0
14,38,34,0,0
90,21,35,1,1
90,52,55,0,0
0,54,6,0,0
56,51,2,0,0
60,30,6,0,0
58,6,36,0,0
2,11,1,0,0
103,4,14,0,0
57,6,21,0,0
34,2,14,0,0
117,11,37,0,0
100,30,4,0,0
48,21,52,0,0
123,53,3,0,0
23,8,13,0,0
63,45,50,0,0
98,45,54,0,0
50,58,42,0,0
20,53,39,0,0
76,60,1,0,0
68,8,16,0,0
117,53,55,0,0
78,11,34,0,0
118,18,29,0,0
26,45,13,0,0
63,14,32,0,0
65,39,32,0,0
92,17,11,0,0
91,38,30,0,0
31,39,9,0,0
86,14,34,0,0
89,45,61,0,0
72,6,11,0,0
97,60,48,0,0
47,16,57,0,0
37,39,19,0,0
104,15,33,0,0
40,54,17,0,0
9,21,39,0,0
26,30,1,0,0
77,60,37,0,0
87,11,30,0,0
