,id,anchor_names,library_names,AUPRC,F1,BACC,KAPPA,num_pos,data_num
51,51,MK-2206,Sapitinib,0.6529848764649676,0.6666666666666666,0.7767911818738518,0.5618396519577377,23,94
52,52,Trametinib,Sapitinib,0.32847621169949676,0.3529411764705882,0.6182913472070098,0.2946793997271486,11,94
53,53,MK-1775,Sapitinib,0.3639241263619373,0.0,0.5,0.0,3,94
54,54,Cisplatin,Axitinib,0.017241379310344827,0.0,0.5,0.0,1,51
55,55,Lapatinib,Bortezomib,0.08333333333333333,0.0,0.5,0.0,1,51
56,56,Trametinib,Erlotinib,0.7851370851370851,0.6666666666666666,0.762987012987013,0.5827338129496402,7,29
57,57,5-Fluorouracil,ZM447439,0.1,0.0,0.5,0.0,1,49
58,58,Gemcitabine,Crizotinib,,0.0,1.0,,0,79
59,59,Olaparib,Palbociclib,,0.0,1.0,,0,123
60,60,Cisplatin,SB216763,,0.0,1.0,,0,50
61,61,MK-1775,Gemcitabine,0.5722558189218568,0.5777777777777778,0.6994047619047619,0.4135802469135802,24,80
62,62,Vorinostat,Navitoclax,0.40995628315616794,0.18181818181818182,0.5380952380952381,0.09302325581395354,7,52
63,63,Vinorelbine,MK-2206,0.5682975583372255,0.5714285714285715,0.703125,0.44067796610169485,12,44
64,64,Luminespib,OSI-027,0.5511904761904762,0.0,0.5,0.0,2,51
65,65,Temozolomide,MK-2206,,0.0,1.0,,0,51
66,66,Galunisertib,Crizotinib,,0.0,1.0,,0,29
67,67,Afatinib,Palbociclib,0.0625,0.0,0.4883720930232558,-0.023255813953488413,1,44
68,68,Lapatinib,Docetaxel,,0.0,1.0,,0,52
69,69,Temozolomide,Ribociclib,,0.0,1.0,,0,48
70,70,Docetaxel,Sorafenib,,0.0,1.0,,0,50
71,71,Olaparib,Entinostat,0.03333333333333333,0.0,0.5,0.0,1,49
72,72,Pictilisib,AZD8055,,0.0,1.0,,0,50
73,73,5-Fluorouracil,Irinotecan,,0.0,1.0,,0,29
74,74,Temozolomide,Sorafenib,,0.0,1.0,,0,50
75,75,SB216763,BMS-754807,0.533102766798419,0.0,0.5,0.0,2,44
76,76,Trametinib,Olaparib,0.021464429145152036,0.0,0.49583333333333335,-0.011049723756906049,2,122
77,77,MK-2206,Olaparib,0.09988471673254282,0.0,0.5,0.0,2,122
78,78,Cisplatin,Olaparib,0.16666666666666666,0.0,0.5,0.0,1,78
79,79,BMS-754807,MK-1775,,0.0,1.0,,0,44
80,80,Navitoclax,Ruxolitinib,0.025,0.0,0.48214285714285715,-0.03571428571428559,1,29
81,81,Vorinostat,Dabrafenib,,0.0,1.0,,0,49
82,82,OSI-027,Dabrafenib,,0.0,1.0,,0,49
83,83,Ruxolitinib,MK-1775,,0.0,1.0,,0,29
84,84,Olaparib,SB216763,,0.0,1.0,,0,94
85,85,Docetaxel,Olaparib,,0.0,1.0,,0,50
86,86,Bortezomib,Navitoclax,0.7438095238095238,0.6666666666666665,0.7893617021276595,0.6355140186915887,5,52
87,87,Bortezomib,SB216763,,0.0,1.0,,0,50
88,88,Galunisertib,MK-1775,,0.0,1.0,,0,29
89,89,Lapatinib,KU-55933,0.25,0.0,0.5,0.0,1,50
90,90,Navitoclax,SB216763,0.356830673846428,0.3846153846153846,0.6348214285714285,0.28652751423149914,14,94
91,91,Crizotinib,Nilotinib,0.014285714285714285,0.0,0.4895833333333333,-0.02083333333333326,1,49
92,92,MK-1775,RO-3306,,0.0,1.0,,0,50
93,93,Linsitinib,Dasatinib,0.761763653013653,0.6666666666666665,0.7444444444444445,0.5116279069767442,10,28
94,94,Lapatinib,AZD8055,0.2994047619047619,0.25,0.5923913043478262,0.18478260869565222,4,50
95,95,Sapitinib,PD173074,0.08498993784182937,0.0,0.4897959183673469,-0.029702970297029507,3,52
96,96,Pictilisib,PF-4708671,0.029914651493598864,0.0,0.5,0.0,2,50
97,97,Palbociclib,Alisertib,,0.0,1.0,,0,49
98,98,Gemcitabine,AZD7762,0.6793333149528227,0.5357142857142857,0.6377551020408163,0.2828212290502794,30,79
99,99,Paclitaxel,Crizotinib,,0.0,1.0,,0,29
100,100,PD173074,Palbociclib,,0.0,1.0,,0,51
101,101,Crizotinib,Sorafenib,,0.0,1.0,,0,79
102,102,Oxaliplatin,5-Fluorouracil,,0.0,1.0,,0,72
103,103,Trametinib,RO-3306,,0.0,1.0,,0,50
104,104,Sapitinib,Taselisib,0.14924093603529087,0.0,0.4945652173913043,-0.016042780748663166,3,95
105,105,PD173074,Gemcitabine,0.016666666666666666,0.0,0.5,0.0,1,51
106,106,AZD7762,Vinorelbine,,0.0,1.0,,0,44
107,107,Oxaliplatin,LGK974,0.03333333333333333,0.0,0.5,0.0,1,73
108,108,Linsitinib,Olaparib,0.04015284331160616,0.0,0.5,0.0,3,122
109,109,MK-1775,Paclitaxel,,0.0,1.0,,0,77
110,110,Cisplatin,Wee1 Inhibitor,,0.0,1.0,,0,48
111,111,Sapitinib,Oxaliplatin,,0.0,1.0,,0,44
112,112,Pictilisib,Doramapimod,0.03571428571428571,0.0,0.5,0.0,1,48
113,113,AZD7762,Nilotinib,0.015151515151515152,0.0,0.5,0.0,1,49
114,114,Erlotinib,Oxaliplatin,,0.0,1.0,,0,29
115,115,Taselisib,MK-1775,,0.0,1.0,,0,123
116,116,SB216763,Taselisib,,0.0,1.0,,0,44
117,117,MK-1775,Cisplatin,0.5714403017682292,0.5142857142857143,0.6726190476190476,0.3871829105473965,21,81
118,118,Erlotinib,5-Fluorouracil,,0.0,1.0,,0,28
119,119,BMS-754807,Vinorelbine,0.2994660290912663,0.2,0.543859649122807,0.1020408163265305,6,44
120,120,Oxaliplatin,Paclitaxel,,0.0,1.0,,0,28
121,121,Lapatinib,AZD7762,1.0,0.0,0.5,0.0,1,79
122,122,Gemcitabine,Taselisib,,0.0,0.9875,0.0,0,80
123,123,Irinotecan,5-Fluorouracil,,0.0,1.0,,0,28
124,124,Navitoclax,Palbociclib,0.005319148936170213,0.0,0.5,0.0,1,123
125,125,Galunisertib,Taselisib,,0.0,1.0,,0,29
126,126,Temozolomide,OSI-027,0.010416666666666666,0.0,0.5,0.0,1,51
127,127,AZD7762,Ruxolitinib,,0.0,1.0,,0,29
128,128,MK-1775,Wee1 Inhibitor,,0.0,1.0,,0,48
129,129,Gemcitabine,OSI-027,0.14603174603174604,0.0,0.4935897435897436,-0.016949152542372836,2,80
130,130,Navitoclax,SB505124,0.2400843947395671,0.0,0.48717948717948717,-0.03937007874015741,5,44
131,131,SB216763,Crizotinib,,0.0,1.0,,0,44
132,132,Luminespib,Palbociclib,0.1,0.0,0.5,0.0,1,51
133,133,Navitoclax,PD173074,0.2980075404667796,0.39999999999999997,0.6420454545454546,0.29940119760479045,8,52
134,134,Crizotinib,KU-55933,,0.0,1.0,,0,50
135,135,Camptothecin,Afatinib,0.02631578947368421,0.0,0.5,0.0,1,43
136,136,Crizotinib,Luminespib,,0.0,1.0,,0,50
137,137,Luminespib,Dabrafenib,,0.0,1.0,,0,49
138,138,Axitinib,RO-3306,,0.0,1.0,,0,50
139,139,Linsitinib,Alpelisib,0.06166666666666667,0.0,0.4787234042553192,-0.042553191489361764,2,49
140,140,Navitoclax,Sapitinib,0.4162519940352819,0.3571428571428571,0.630579297245964,0.24531668153434427,13,94
141,141,AZD7762,SCH772984,0.015151515151515152,0.0,0.5,0.0,1,122
142,142,LGK974,Afatinib,,0.0,1.0,,0,43
143,143,Pictilisib,Crizotinib,0.09620046620046621,0.0,0.46808510638297873,-0.06382978723404253,3,50
144,144,Dactolisib,Ruxolitinib,,0.0,1.0,,0,29
145,145,Olaparib,5-Fluorouracil,,0.0,1.0,,0,124
146,146,Palbociclib,Irinotecan,,0.0,1.0,,0,29
147,147,Navitoclax,Gemcitabine,0.6378930448296938,0.7058823529411764,0.6923558897243107,0.3804213135068154,38,80
148,148,Dasatinib,Lapatinib,0.71767082590612,0.6666666666666665,0.7791666666666667,0.6063348416289593,5,29
149,149,Navitoclax,Oxaliplatin,0.4016374534003324,0.4,0.6352813852813852,0.3633720930232558,7,73
150,150,OSI-027,5-Fluorouracil,,0.0,1.0,,0,80
151,151,AZD7762,NU7441,0.015625,0.0,0.5,0.0,1,49
152,152,Vorinostat,Olaparib,,0.0,1.0,,0,50
153,153,Irinotecan,Paclitaxel,,0.0,1.0,,0,28
154,154,OSI-027,AZD7762,0.03571428571428571,0.0,0.5,0.0,1,79
155,155,Docetaxel,NU7441,,0.0,1.0,,0,49
156,156,Bortezomib,ZM447439,0.05,0.0,0.5,0.0,1,49
157,157,AZD7762,Olaparib,0.20593007170914715,0.14285714285714288,0.5366071428571428,0.10073710073710085,10,122
158,158,Sapitinib,OSI-027,0.4144041646759038,0.3333333333333333,0.6143617021276595,0.29655172413793107,4,51
159,159,LGK974,AZD8055,,0.0,1.0,,0,44
160,160,Galunisertib,Ruxolitinib,,0.0,1.0,,0,29
161,161,Crizotinib,Olaparib,,0.0,1.0,,0,122
162,162,Ruxolitinib,Cisplatin,0.25,0.0,0.5,0.0,1,29
163,163,Sapitinib,Bortezomib,,0.0,1.0,,0,51
164,164,Camptothecin,AZD8055,0.013513513513513514,0.0,0.5,0.0,1,44
165,165,Crizotinib,SCH772984,0.4508584401186451,0.18181818181818182,0.5537280701754386,0.15146831530139104,8,122
166,166,Gemcitabine,Ribociclib,,0.0,1.0,,0,48
167,167,Axitinib,Cisplatin,,0.0,1.0,,0,52
168,168,Linsitinib,Oxaliplatin,,0.0,1.0,,0,73
169,169,Trametinib,Pictilisib,0.30000000000000004,0.0,0.5,0.0,3,52
170,170,AZD7762,Axitinib,,0.0,1.0,,0,51
171,171,Pictilisib,Camptothecin,,0.0,1.0,,0,49
172,172,Olaparib,Paclitaxel,,0.0,1.0,,0,77
173,173,Pictilisib,Afatinib,0.7984126984126985,0.7499999999999999,0.8,0.7292817679558011,5,49
174,174,Oxaliplatin,Sapitinib,0.0125,0.0,0.47674418604651164,-0.03125,1,44
175,175,Temozolomide,RO-3306,,0.0,1.0,,0,50
176,176,Navitoclax,Entinostat,0.7642888254344837,0.6896551724137931,0.7670454545454546,0.5611940298507463,16,49
177,177,AZD4547,Dabrafenib,,0.0,1.0,,0,44
178,178,Luminespib,PF-4708671,,0.0,1.0,,0,50
179,179,Linsitinib,Crizotinib,0.047312843406593405,0.0,0.5,0.0,2,123
180,180,MK-2206,OSI-027,0.5058217211037046,0.5517241379310345,0.7109375,0.45378151260504207,16,80
181,181,Olaparib,Luminespib,,0.0,1.0,,0,50
182,182,Temozolomide,Vorinostat,,0.0,1.0,,0,52
183,183,Irinotecan,Oxaliplatin,,0.0,1.0,,0,29
184,184,Oxaliplatin,Gemcitabine,,0.0,1.0,,0,29
185,185,Vinorelbine,Camptothecin,,0.0,1.0,,0,43
186,186,Taselisib,5-Fluorouracil,,0.0,1.0,,0,124
187,187,Sorafenib,Taselisib,0.021739130434782608,0.0,0.5,0.0,1,29
188,188,AZD7762,AZD4547,,0.0,1.0,,0,44
189,189,Dactolisib,Trametinib,0.1607142857142857,0.0,0.48148148148148145,-0.04819277108433728,2,29
190,190,Erlotinib,MK-1775,0.16666666666666666,0.0,0.5,0.0,1,29
191,191,Linsitinib,PD173074,1.0,0.6666666666666666,0.75,0.6578947368421053,2,52
192,192,Axitinib,Ribociclib,0.05555555555555555,0.0,0.5,0.0,1,48
193,193,Lapatinib,Alpelisib,0.2718562301895635,0.0,0.47674418604651164,-0.0652173913043479,6,49
194,194,AZD7762,Vorinostat,,0.0,1.0,,0,52
195,195,Temozolomide,Entinostat,,0.0,1.0,,0,49
196,196,AZD7762,Erlotinib,,0.0,1.0,,0,29
197,197,Olaparib,Doramapimod,0.5252873563218391,0.5,0.7391304347826086,0.4782608695652174,2,48
198,198,Axitinib,Sorafenib,0.013513513513513514,0.0,0.5,0.0,1,50
199,199,Gemcitabine,Dactolisib,,0.0,1.0,,0,28
200,200,Palbociclib,Crizotinib,,0.0,1.0,,0,123
201,201,MK-1775,AZD8055,0.05518277448509521,0.0,0.5,0.0,4,94
202,202,Crizotinib,Vorinostat,,0.0,1.0,,0,52
203,203,MK-2206,RO-3306,0.6907563025210084,0.8,0.8333333333333333,0.7899159663865546,3,50
204,204,Palbociclib,ZM447439,,0.0,1.0,,0,49
205,205,AZD4547,Camptothecin,,0.0,1.0,,0,43
206,206,Vinorelbine,Dabrafenib,0.225,0.0,0.5,0.0,2,44
207,207,SCH772984,Afatinib,0.15212131471150997,0.0,0.5,0.0,4,43
208,208,SB216763,MK-2206,,0.0,1.0,,0,44
209,209,Sorafenib,Palbociclib,,0.0,1.0,,0,28
210,210,5-Fluorouracil,Bortezomib,1.0,0.0,0.5,0.0,1,51
211,211,Afatinib,Navitoclax,0.49105229261479255,0.6153846153846154,0.7361111111111112,0.5528455284552846,8,44
212,212,Dasatinib,Linsitinib,0.5499871787715458,0.380952380952381,0.5196078431372549,0.040712468193384255,12,29
213,213,Sapitinib,Camptothecin,,0.0,1.0,,0,92
214,214,Sorafenib,Dactolisib,,0.0,1.0,,0,28
215,215,Temozolomide,Pictilisib,,0.0,1.0,,0,52
216,216,Olaparib,Erlotinib,,0.0,1.0,,0,29
217,217,Cisplatin,Erlotinib,0.09791666666666667,0.0,0.48148148148148145,-0.04819277108433728,2,29
218,218,5-Fluorouracil,Wee1 Inhibitor,,0.0,1.0,,0,48
219,219,Lapatinib,PF-4708671,0.6877136752136752,0.8,0.8333333333333333,0.7899159663865546,3,50
220,220,Palbociclib,MK-1775,,0.0,1.0,,0,123
221,221,Pictilisib,Tozasertib,0.7916666666666666,0.0,0.5,0.0,2,50
222,222,Galunisertib,Dasatinib,,0.0,1.0,,0,28
223,223,Paclitaxel,Dactolisib,0.023809523809523808,0.0,0.5,0.0,1,28
224,224,Navitoclax,Cisplatin,0.7392779748511642,0.6,0.753968253968254,0.47058823529411764,18,81
225,225,Trametinib,GSK269962A,0.07142857142857142,0.0,0.4897959183673469,-0.020408163265306145,1,50
226,226,Dasatinib,SCH772984,0.3380427170868347,0.2222222222222222,0.5398550724637681,0.09777777777777785,6,29
227,227,OSI-027,Pictilisib,0.0125,0.0,0.5,0.0,1,52
228,228,Dabrafenib,Trametinib,,0.0,1.0,,0,44
229,229,Luminespib,BI-2536,,0.0,1.0,,0,50
230,230,OSI-027,MK-2206,0.623663804409858,0.6666666666666666,0.7727686703096539,0.579583938074504,18,79
231,231,Camptothecin,LGK974,,0.0,1.0,,0,44
232,232,MK-1775,SB505124,,0.0,1.0,,0,44
233,233,MK-1775,PD173074,0.4889554667300662,0.4444444444444444,0.6557971014492754,0.39814814814814825,6,52
234,234,PD173074,MK-1775,,0.0,1.0,,0,50
235,235,Luminespib,Lapatinib,,0.0,1.0,,0,50
236,236,Vorinostat,Alpelisib,0.2510501152742532,0.2222222222222222,0.560077519379845,0.15308641975308646,6,49
237,237,Cisplatin,Luminespib,,0.0,1.0,,0,50
238,238,5-Fluorouracil,Galunisertib,,0.0,1.0,,0,29
239,239,MK-2206,KU-55933,0.4664984049175226,0.2222222222222222,0.5606060606060607,0.15458937198067624,6,50
240,240,Trametinib,KU-55933,,0.0,1.0,,0,50
241,241,Ruxolitinib,Gemcitabine,,0.0,1.0,,0,29
242,242,Axitinib,Luminespib,,0.0,1.0,,0,50
243,243,SCH772984,Olaparib,,0.0,1.0,,0,72
244,244,Luminespib,Cisplatin,0.4060019841269841,0.5714285714285715,0.7395833333333333,0.5411764705882353,4,52
245,245,Bortezomib,Crizotinib,0.017241379310344827,0.0,0.4897959183673469,-0.020408163265306145,1,50
246,246,Olaparib,Sapitinib,,0.0,1.0,,0,94
247,247,Lapatinib,Venetoclax,0.02706581160639193,0.0,0.4782608695652174,-0.04347826086956519,2,48
248,248,MK-1775,JQ1,0.3792246642246642,0.28571428571428575,0.5886363636363636,0.24148606811145512,5,49
249,249,Vinorelbine,Sapitinib,0.34310228666846315,0.34782608695652173,0.5606060606060606,0.11764705882352944,11,44
250,250,Oxaliplatin,AZD8055,,0.0,1.0,,0,44
251,251,AZD7762,Linsitinib,0.47268797091863357,0.25,0.5714285714285714,0.2391752577319588,7,123
252,252,MK-1775,Crizotinib,,0.0,1.0,,0,123
253,253,Palbociclib,Paclitaxel,,0.0,1.0,,0,77
254,254,MK-1775,Oxaliplatin,,0.0,1.0,,0,73
255,255,Linsitinib,BMS-754807,,0.0,1.0,,0,44
256,256,Olaparib,Vorinostat,,0.0,1.0,,0,52
257,257,Luminespib,RO-3306,,0.0,1.0,,0,50
258,258,Sapitinib,Temozolomide,,0.0,1.0,,0,50
259,259,Afatinib,BMS-754807,0.6094507148447366,0.6,0.7411764705882353,0.48235294117647065,10,44
260,260,Ruxolitinib,LGK974,,0.0,1.0,,0,29
261,261,Linsitinib,Erlotinib,0.5105154369440084,0.4,0.6201298701298701,0.2983870967741935,7,29
262,262,Gemcitabine,NU7441,,0.0,1.0,,0,49
263,263,Pictilisib,Bortezomib,1.0,0.0,0.5,0.0,1,51
264,264,Camptothecin,AZD7762,0.5905643010694648,0.5161290322580646,0.625,0.25339366515837103,16,44
265,265,Vorinostat,Pictilisib,0.5982142857142857,0.0,0.5,0.0,2,52
266,266,5-Fluorouracil,SCH772984,0.41666666666666663,0.0,0.5,0.0,2,122
267,267,Gemcitabine,Navitoclax,0.6420003012197022,0.6086956521739131,0.7214912280701755,0.4539325842696629,24,81
268,268,LGK974,AZD7762,,0.0,1.0,,0,72
269,269,Axitinib,SCH772984,0.01282051282051282,0.0,0.5,0.0,1,49
270,270,Palbociclib,SB505124,,0.0,1.0,,0,44
271,271,Irinotecan,OSI-027,0.25,0.0,0.5,0.0,1,29
272,272,Bortezomib,MK-1775,0.5363095238095238,0.6666666666666666,0.75,0.6575342465753424,2,50
273,273,Dactolisib,Erlotinib,0.11212121212121212,0.0,0.48148148148148145,-0.04819277108433728,2,29
274,274,Pictilisib,MK-1775,,0.0,1.0,,0,50
275,275,Trametinib,AZD6482,0.08207726957726957,0.0,0.4787234042553192,-0.042553191489361764,2,49
276,276,PD173074,Entinostat,0.045008912655971484,0.0,0.5,0.0,2,49
277,277,OSI-027,Tozasertib,0.23809523809523808,0.0,0.5,0.0,2,50
278,278,SCH772984,AZD8055,0.21180555555555555,0.5,0.7380952380952381,0.47619047619047616,2,44
279,279,Temozolomide,Luminespib,,0.0,1.0,,0,50
280,280,PD173074,RO-3306,1.0,0.0,0.5,0.0,1,50
281,281,Luminespib,Pictilisib,,0.0,1.0,,0,52
282,282,Linsitinib,OSI-027,0.5638827169332238,0.4705882352941177,0.6673254281949934,0.4136807817589577,11,80
283,283,Vorinostat,Afatinib,0.43573187564415633,0.4,0.6291666666666667,0.2966507177033493,9,49
284,284,MK-1775,AZD7762,0.7881408165693808,0.6915887850467289,0.7266505636070854,0.45421540943929006,54,123
285,285,MK-2206,Alisertib,0.061581318160265526,0.0,0.48936170212765956,-0.027972027972027913,2,49
286,286,Oxaliplatin,Lapatinib,,0.0,1.0,,0,29
287,287,Crizotinib,Bortezomib,,0.0,0.9803921568627451,0.0,0,51
288,288,PD173074,NU7441,0.1607142857142857,0.0,0.5,0.0,2,49
289,289,Palbociclib,Vorinostat,0.0125,0.0,0.5,0.0,1,52
290,290,Vorinostat,Trametinib,0.671464311831959,0.5,0.6698717948717949,0.3840579710144927,12,51
291,291,Irinotecan,Trametinib,0.41666666666666663,0.5,0.7314814814814814,0.4629629629629629,2,29
292,292,SB505124,Trametinib,0.14796401515151514,0.5,0.7380952380952381,0.47619047619047616,2,44
293,293,MK-2206,Vinorelbine,0.47612321096341276,0.2,0.5444015444015444,0.11557788944723613,7,44
294,294,Docetaxel,PD173074,,0.0,1.0,,0,52
295,295,Gemcitabine,AZD6482,0.016129032258064516,0.0,0.4895833333333333,-0.02083333333333326,1,49
296,296,Ruxolitinib,Dactolisib,,0.0,1.0,,0,28
297,297,AZD8055,AZD4547,0.25,0.0,0.5,0.0,1,44
298,298,Axitinib,Crizotinib,,0.0,1.0,,0,50
299,299,Docetaxel,Navitoclax,0.0893995287508943,0.0,0.4791666666666667,-0.054054054054053946,4,52
300,300,SCH772984,Linsitinib,0.7291967295249198,0.6250000000000001,0.7414141414141414,0.5218340611353711,18,73
301,301,Gemcitabine,Nilotinib,,0.0,1.0,,0,49
302,302,Navitoclax,Dactolisib,0.7083333333333333,0.6666666666666666,0.75,0.65,2,28
303,303,Crizotinib,Uprosertib,0.0625,0.0,0.5,0.0,1,49
304,304,Palbociclib,Taselisib,0.11025999433920226,0.0,0.4957983193277311,-0.013623978201634745,5,124
305,305,SB505124,AZD8055,0.045454545454545456,0.0,0.4883720930232558,-0.023255813953488413,1,44
306,306,Palbociclib,Sapitinib,,0.0,1.0,,0,94
307,307,Crizotinib,Docetaxel,,0.0,1.0,,0,52
308,308,LGK974,Crizotinib,,0.0,1.0,,0,73
309,309,Dabrafenib,Vinorelbine,0.25,0.0,0.5,0.0,1,44
310,310,Temozolomide,Cisplatin,,0.0,1.0,,0,52
311,311,Trametinib,Navitoclax,0.6546811382936707,0.5454545454545454,0.7241835834068844,0.44836716681376876,22,125
312,312,Navitoclax,BI-2536,0.6566054622001335,0.608695652173913,0.6499999999999999,0.2857142857142857,20,50
313,313,Sapitinib,Alpelisib,0.4380952380952381,0.0,0.5,0.0,4,49
314,314,Lapatinib,Ruxolitinib,,0.0,1.0,,0,29
315,315,PD173074,Trametinib,0.16574074074074074,0.0,0.5,0.0,3,51
316,316,Olaparib,Docetaxel,,0.0,1.0,,0,52
317,317,Irinotecan,LGK974,,0.0,1.0,,0,29
318,318,Luminespib,Sapitinib,0.5997474747474747,0.4,0.6560283687943262,0.3697478991596639,3,50
319,319,Erlotinib,Crizotinib,0.748917748917749,0.33333333333333337,0.6,0.2926829268292682,5,29
320,320,Cisplatin,NU7441,,0.0,1.0,,0,49
321,321,Vorinostat,BI-2536,0.11215453753563509,0.0,0.4782608695652174,-0.05633802816901423,4,50
322,322,OSI-027,Camptothecin,0.125,0.0,0.5,0.0,1,49
323,323,MK-2206,PF-4708671,0.5317028985507246,0.6666666666666666,0.75,0.6575342465753424,2,50
324,324,Olaparib,AZD4547,0.016129032258064516,0.0,0.5,0.0,1,44
325,325,Temozolomide,Olaparib,0.5592948717948718,0.6666666666666666,0.75,0.6575342465753424,2,50
326,326,SCH772984,Crizotinib,0.2763163919413919,0.0,0.4927536231884058,-0.022408963585434316,4,73
327,327,Afatinib,Crizotinib,0.25,0.0,0.5,0.0,1,44
328,328,PD173074,Afatinib,0.5342261904761905,0.4,0.625,0.379746835443038,4,49
329,329,MK-2206,Navitoclax,0.3134035124557569,0.38709677419354843,0.6545454545454545,0.30044182621502213,15,125
330,330,Cisplatin,LGK974,,0.0,1.0,,0,29
331,331,Sorafenib,MK-1775,,0.0,1.0,,0,29
332,332,SB216763,5-Fluorouracil,,0.0,1.0,,0,44
333,333,SCH772984,Lapatinib,0.6877122877122877,0.6,0.7083333333333333,0.39267015706806285,9,29
334,334,Paclitaxel,MK-1775,,0.0,1.0,,0,29
335,335,Lapatinib,Dasatinib,0.5616666666666666,0.4,0.6466666666666666,0.34375,3,28
336,336,Irinotecan,Cisplatin,0.045454545454545456,0.0,0.5,0.0,1,29
337,337,Olaparib,MK-1775,,0.0,1.0,,0,123
338,338,Crizotinib,AZD8055,,0.0,1.0,,0,94
339,339,AZD8055,Olaparib,0.011627906976744186,0.0,0.5,0.0,1,44
340,340,Sapitinib,AZD6482,0.775204678362573,0.0,0.5,0.0,5,49
341,341,Olaparib,KU-55933,0.4150143678160919,0.75,0.8641304347826086,0.7282608695652174,4,50
