cell_line_names,anchor_names,library_names,labels
PANC-04-03,Dasatinib,Gemcitabine,0
PANC-04-03,Paclitaxel,Erlotinib,0
MDA-MB-453,Cisplatin,NU7441,0
PANC-04-03,Irinotecan,SCH772984,0
NCI-H747,Palbociclib,Oxaliplatin,0
CAL-85-1,Cisplatin,Uprosertib,0
SW1116,Navitoclax,LGK974,0
MDA-MB-330,Temozolomide,Olaparib,0
SNU-C5,SCH772984,Dabrafenib,0
CAL-51,MK-1775,Linsitinib,0
OCUB-M,Linsitinib,Bortezomib,0
HT-115,AZD4547,SCH772984,1
HCC1143,Olaparib,PF-4708671,0
CAL-148,Trametinib,SCH772984,0
CAL-51,Temozolomide,Doramapimod,0
T47D,Bortezomib,Gemcitabine,0
HCC1428,MK-2206,Tozasertib,0
MDA-MB-330,Palbociclib,Bortezomib,0
HCC38,Crizotinib,AZD8055,0
NCI-H716,BMS-754807,MK-1775,0
HT-115,BMS-754807,LGK974,0
BxPC-3,Dasatinib,Linsitinib,1
SW1990,Trametinib,AZD7762,0
HCC1143,Temozolomide,AZD7762,0
MDST8,LGK974,Trametinib,0
HCC1599,Vorinostat,Axitinib,0
BxPC-3,Galunisertib,Navitoclax,0
HCC2157,Linsitinib,Gemcitabine,0
CAL-85-1,Luminespib,Navitoclax,0
ZR-75-1,Vorinostat,SCH772984,0
OCUB-M,AZD7762,Afatinib,0
COLO-824,Trametinib,Paclitaxel,0
DAN-G,Galunisertib,Erlotinib,0
GP5d,Taselisib,5-Fluorouracil,0
HCC1599,Vorinostat,PF-4708671,0
SUIT-2,MK-1775,MK-2206,1
YAPC,Galunisertib,Dactolisib,0
BT-483,Trametinib,PF-4708671,0
COLO-678,Afatinib,BMS-754807,0
LS-123,Oxaliplatin,LGK974,0
HCC1954,OSI-027,Luminespib,0
HPAC,Gemcitabine,Irinotecan,0
MIA-PaCa-2,Lapatinib,OSI-027,0
SW1116,5-Fluorouracil,AZD8055,0
HPAC,Erlotinib,Sorafenib,0
C2BBe1,SCH772984,AZD8055,0
CaR-1,Linsitinib,MK-2206,1
PA-TU-8988T,Olaparib,Taselisib,0
YAPC,Taselisib,Erlotinib,1
SW948,Crizotinib,Sapitinib,1
CAL-148,Docetaxel,Pictilisib,0
HDQ-P1,Taselisib,OSI-027,0
MDA-MB-330,Crizotinib,RO-3306,0
KP-4,Cisplatin,MK-2206,0
YAPC,Paclitaxel,Taselisib,0
NCI-H747,Crizotinib,Camptothecin,0
MDST8,SB216763,AZD4547,0
MDA-MB-453,Navitoclax,SB216763,0
T84,LGK974,Olaparib,0
SNU-1040,MK-1775,AZD8055,0
MDA-MB-468,Taselisib,Alpelisib,0
HT-115,5-Fluorouracil,Dabrafenib,0
ZR-75-1,Linsitinib,Wee1 Inhibitor,0
MDA-MB-330,Palbociclib,Luminespib,0
HCC1143,Sapitinib,Docetaxel,0
HCC70,AZD7762,Temozolomide,0
ZR-75-30,Palbociclib,Axitinib,0
CAL-148,Temozolomide,Gemcitabine,0
MDST8,5-Fluorouracil,Vinorelbine,0
SNU-81,Taselisib,LGK974,0
BT-549,OSI-027,Palbociclib,0
CAL-51,PD173074,PF-4708671,0
T47D,AZD7762,Taselisib,0
HCC1500,Palbociclib,OSI-027,0
LS-180,Palbociclib,Olaparib,0
LS-180,AZD4547,Navitoclax,0
MDA-MB-453,5-Fluorouracil,Uprosertib,0
HCC1569,Olaparib,RO-3306,0
HCC38,Axitinib,Luminespib,0
COLO-824,Luminespib,AZD6482,0
BT-483,Palbociclib,NU7441,0
YAPC,Olaparib,SCH772984,0
MDA-MB-468,5-Fluorouracil,OSI-027,0
HCC1143,Temozolomide,OSI-027,0
MDA-MB-415,Olaparib,Temozolomide,0
JIMT-1,Lapatinib,Taselisib,0
BT-483,Trametinib,Alpelisib,0
T47D,Palbociclib,5-Fluorouracil,0
HCC1500,Sapitinib,MK-1775,0
HCC2157,Sapitinib,JQ1,1
COLO-824,Vorinostat,Luminespib,0
MFM-223,Bortezomib,Tozasertib,0
YAPC,Irinotecan,OSI-027,0
CAL-85-1,Trametinib,OSI-027,0
MFM-223,PD173074,Sapitinib,0
PANC-04-03,Paclitaxel,Palbociclib,0
HT-29,AZD7762,SB505124,0
SUIT-2,Crizotinib,Navitoclax,0
MDA-MB-157,OSI-027,MK-1775,0
SUIT-2,Cisplatin,Lapatinib,0
MDA-MB-453,Cisplatin,Ribociclib,0
SNU-81,Navitoclax,Olaparib,0
PA-TU-8988T,Erlotinib,Navitoclax,0
ZR-75-30,Lapatinib,Cisplatin,0
MDA-MB-157,Crizotinib,Linsitinib,0
MDA-MB-415,Crizotinib,Alisertib,0
HCC1500,Taselisib,Doramapimod,0
ZR-75-30,PD173074,Nilotinib,0
MDST8,SCH772984,MK-2206,0
DU-4475,Lapatinib,AZD8055,0
HCC2157,PD173074,Ribociclib,0
LS-123,MK-2206,Taselisib,0
JIMT-1,AZD7762,RO-3306,0
NCI-H747,SB216763,Linsitinib,0
BT-549,Navitoclax,Palbociclib,0
COLO-320-HSR,Camptothecin,MK-2206,0
MDA-MB-157,AZD7762,5-Fluorouracil,1
NCI-H747,Navitoclax,Taselisib,0
OCUB-M,AZD7762,Alpelisib,0
HCC1569,Gemcitabine,Nilotinib,0
MIA-PaCa-2,Linsitinib,5-Fluorouracil,0
HCC202,Pictilisib,Palbociclib,0
MDA-MB-231,OSI-027,MK-2206,0
MZ1-PC,Cisplatin,Irinotecan,0
ZR-75-30,OSI-027,Afatinib,0
UACC-893,Docetaxel,Alisertib,0
NCI-H747,SB216763,Navitoclax,0
HT-29,Palbociclib,BMS-754807,0
ZR-75-30,Olaparib,OSI-027,0
GP5d,Navitoclax,LGK974,0
MDA-MB-231,Taselisib,Lapatinib,0
HCC38,Sapitinib,Linsitinib,0
PANC-04-03,OSI-027,Dasatinib,0
ZR-75-1,Palbociclib,Trametinib,0
CAPAN-2,Crizotinib,Olaparib,0
SNU-1040,Olaparib,SB505124,0
HCC1599,Pictilisib,AZD6482,0
HCC202,Pictilisib,Cisplatin,0
CW-2,Afatinib,SB505124,0
HCC1143,Bortezomib,Taselisib,0
SW1116,AZD7762,5-Fluorouracil,0
HCC1500,MK-2206,Palbociclib,0
NCI-H508,Sapitinib,Crizotinib,0
HCC1428,Vorinostat,Bortezomib,0
CAPAN-2,Linsitinib,Erlotinib,1
OCUB-M,Bortezomib,AZD6482,0
ZR-75-1,Sapitinib,Cisplatin,0
HCC2998,Sapitinib,AZD4547,0
SNU-1040,AZD4547,Crizotinib,0
HDQ-P1,Lapatinib,Vorinostat,0
DU-4475,Lapatinib,Wee1 Inhibitor,0
MDA-MB-468,Temozolomide,OSI-027,0
PANC-08-13,Taselisib,Oxaliplatin,0
HCC1143,Cisplatin,SB216763,0
CAL-148,Pictilisib,5-Fluorouracil,0
JIMT-1,Gemcitabine,AZD6482,0
LS-513,Palbociclib,BMS-754807,0
HCC1569,AZD7762,Luminespib,0
MFM-223,Palbociclib,SB216763,0
HCC70,5-Fluorouracil,AZD8055,0
BT-549,Sapitinib,Paclitaxel,0
HCC1395,Navitoclax,Temozolomide,0
HCC1500,Luminespib,AZD7762,0
PANC-04-03,5-Fluorouracil,Ruxolitinib,0
HT-115,SCH772984,5-Fluorouracil,0
BT-549,PD173074,NU7441,0
MDA-MB-415,Bortezomib,Docetaxel,0
DAN-G,Erlotinib,Palbociclib,1
OCUB-M,Palbociclib,GSK269962A,0
BT-549,Axitinib,Trametinib,0
BT-483,Cisplatin,MK-1775,0
HCC1806,Lapatinib,Crizotinib,0
NCI-H508,LGK974,AZD8055,0
MDA-MB-231,Lapatinib,AZD8055,0
T47D,AZD7762,NU7441,0
HCC1428,Olaparib,Camptothecin,0
MDA-MB-415,PD173074,ZM447439,0
SNU-407,Crizotinib,Navitoclax,0
HT-115,Navitoclax,Linsitinib,1
CAL-148,Temozolomide,Ribociclib,0
COLO-824,Sapitinib,Lapatinib,0
SNU-C1,Camptothecin,AZD4547,0
HDQ-P1,OSI-027,Wee1 Inhibitor,0
HDQ-P1,Gemcitabine,AZD8055,0
MDA-MB-453,Palbociclib,KU-55933,0
HCC1954,Linsitinib,AZD6482,0
HCC1500,MK-2206,Camptothecin,0
LS-123,MK-2206,SB505124,0
MDA-MB-468,Taselisib,5-Fluorouracil,0
HuP-T4,Linsitinib,AZD7762,0
HCC1500,MK-1775,BI-2536,0
MDA-MB-330,MK-2206,PD173074,0
LS-123,Navitoclax,5-Fluorouracil,0
SNU-81,MK-2206,Vinorelbine,0
HCC1806,PD173074,Trametinib,0
T47D,Gemcitabine,Afatinib,0
PA-TU-8988T,Paclitaxel,Trametinib,0
DU-4475,MK-2206,Palbociclib,0
OCUB-M,OSI-027,AZD6482,0
C2BBe1,Vinorelbine,MK-1775,0
SW1116,Sapitinib,LGK974,0
HDQ-P1,MK-2206,GSK269962A,0
CAL-85-1,Docetaxel,Paclitaxel,0
MDA-MB-468,Linsitinib,Wee1 Inhibitor,0
SW948,Crizotinib,AZD7762,0
HCC2998,Oxaliplatin,Linsitinib,0
UACC-893,MK-1775,OSI-027,0
HDQ-P1,Olaparib,Bortezomib,0
DU-4475,PD173074,Uprosertib,0
T84,LGK974,SCH772984,0
HCC1954,Gemcitabine,Sapitinib,0
HCC2998,AZD7762,Dabrafenib,0
SUIT-2,Paclitaxel,Crizotinib,0
PL4,AZD7762,SCH772984,0
CAL-85-1,Vorinostat,PD173074,0
CAL-148,OSI-027,PD173074,0
UACC-893,Trametinib,Olaparib,0
HCC2157,Trametinib,BI-2536,0
MDA-MB-468,Gemcitabine,Palbociclib,0
HPAC,Trametinib,AZD7762,0
HCC70,Taselisib,Tozasertib,0
SNU-407,BMS-754807,AZD8055,0
BxPC-3,Olaparib,Cisplatin,0
UACC-893,Taselisib,Sorafenib,0
CAL-51,Lapatinib,Olaparib,0
HCC1954,Vorinostat,Ribociclib,0
HDQ-P1,Pictilisib,Axitinib,0
BxPC-3,Dactolisib,5-Fluorouracil,0
PA-TU-8988T,Navitoclax,Galunisertib,0
DU-4475,Gemcitabine,Venetoclax,1
MDA-MB-468,PD173074,Alpelisib,0
HCC1395,Linsitinib,Axitinib,0
SNU-81,Dabrafenib,SB216763,0
COLO-678,SCH772984,Trametinib,0
HCC2157,Lapatinib,Doramapimod,0
UACC-893,5-Fluorouracil,Ribociclib,0
HCC1395,Luminespib,Uprosertib,0
LS-180,Sapitinib,AZD7762,0
MDA-MB-330,Sapitinib,BI-2536,0
HCC1954,Cisplatin,AZD6482,0
OCUB-M,MK-1775,Bortezomib,0
CFPAC-1,Ruxolitinib,Dactolisib,0
BxPC-3,Trametinib,OSI-027,0
NCI-H747,5-Fluorouracil,Navitoclax,0
CAL-85-1,Cisplatin,Axitinib,0
HCC1428,Luminespib,Doramapimod,0
MDA-MB-157,OSI-027,PF-4708671,0
HCC70,Crizotinib,JQ1,0
BT-549,Docetaxel,AZD6482,0
COLO-824,Luminespib,Entinostat,0
SW1990,AZD7762,OSI-027,0
OCUB-M,5-Fluorouracil,Alpelisib,0
MDA-MB-453,Lapatinib,Bortezomib,0
SUIT-2,Ruxolitinib,Navitoclax,0
HCC1806,PD173074,MK-1775,0
KP-4,Galunisertib,Palbociclib,0
BT-483,Docetaxel,Palbociclib,0
MZ1-PC,Sorafenib,5-Fluorouracil,0
CAPAN-2,Irinotecan,Oxaliplatin,0
BxPC-3,Cisplatin,Taselisib,0
HCC1143,MK-2206,AZD8055,0
ZR-75-1,Sapitinib,PD173074,0
UACC-893,Bortezomib,Linsitinib,0
PA-TU-8988T,OSI-027,Trametinib,0
CFPAC-1,Irinotecan,Oxaliplatin,0
MDA-MB-415,Taselisib,AZD7762,0
HCC2998,SB216763,AZD7762,0
T47D,Bortezomib,Cisplatin,0
OCUB-M,Gemcitabine,BI-2536,0
LS-513,Olaparib,Camptothecin,0
HCC1395,Vorinostat,JQ1,0
MDA-MB-157,Navitoclax,Olaparib,0
MDA-MB-468,MK-2206,Alisertib,0
CAL-51,Temozolomide,Cisplatin,0
LS-123,LGK974,Dabrafenib,0
T84,SB216763,Dabrafenib,0
ZR-75-1,Linsitinib,Luminespib,0
HCC1500,Docetaxel,MK-2206,0
GP5d,Taselisib,Linsitinib,0
SUIT-2,SCH772984,Irinotecan,0
CAPAN-2,Taselisib,Lapatinib,0
HDQ-P1,Lapatinib,JQ1,0
HCC1954,Olaparib,Trametinib,0
PA-TU-8988T,Ruxolitinib,Dasatinib,0
SNU-407,MK-2206,SCH772984,1
SW1116,LGK974,5-Fluorouracil,0
SUIT-2,Palbociclib,Cisplatin,0
KP-1N,Taselisib,Sorafenib,0
HCC1599,Sapitinib,BI-2536,0
NCI-H716,Palbociclib,AZD4547,0
MDA-MB-415,Temozolomide,AZD8055,0
MDA-MB-415,Axitinib,Gemcitabine,0
NCI-H716,SCH772984,Sapitinib,0
HDQ-P1,Temozolomide,PF-4708671,0
YAPC,Trametinib,Cisplatin,0
HCC70,PD173074,NU7441,0
BT-483,Palbociclib,JQ1,0
JIMT-1,Trametinib,Doramapimod,0
HCC1143,Bortezomib,Nilotinib,0
CAL-148,Gemcitabine,Cisplatin,0
HDQ-P1,PD173074,MK-1775,0
HCC1428,Gemcitabine,Pictilisib,0
MFM-223,Navitoclax,5-Fluorouracil,0
HCC1428,Luminespib,Docetaxel,0
HCC1806,Docetaxel,OSI-027,0
HCC1569,OSI-027,AZD6482,0
SNU-81,Oxaliplatin,AZD7762,0
DAN-G,LGK974,Erlotinib,0
COLO-678,LGK974,BMS-754807,0
T84,SB216763,SCH772984,0
BT-549,Olaparib,Afatinib,0
HCC1954,Crizotinib,Luminespib,0
HCC1806,Temozolomide,AZD8055,0
CAL-51,Navitoclax,Sapitinib,0
ZR-75-30,Sapitinib,Trametinib,0
HDQ-P1,Lapatinib,Entinostat,0
T84,Palbociclib,Navitoclax,0
HCC2998,Dabrafenib,Afatinib,0
MFM-223,Cisplatin,Camptothecin,0
CAL-51,Taselisib,Temozolomide,0
COLO-824,Crizotinib,Docetaxel,0
HT-115,Camptothecin,Oxaliplatin,0
LS-123,SB216763,Olaparib,0
MDA-MB-231,Lapatinib,Palbociclib,0
BT-549,Cisplatin,AZD7762,0
DAN-G,Dasatinib,Taselisib,1
SNU-C5,AZD4547,Palbociclib,0
HCC1806,Navitoclax,Alpelisib,0
COLO-320-HSR,Camptothecin,5-Fluorouracil,0
HCC1954,Axitinib,GSK269962A,0
HT-29,Crizotinib,MK-2206,0
CAL-51,Gemcitabine,5-Fluorouracil,0
CAL-148,PD173074,Gemcitabine,0
HCC1806,PD173074,MK-2206,0
CAPAN-2,Erlotinib,Linsitinib,0
T84,Palbociclib,Linsitinib,0
SW1990,Erlotinib,Navitoclax,0
MDA-MB-157,Palbociclib,AZD8055,0
ZR-75-30,Gemcitabine,Taselisib,0
BT-483,Trametinib,Cisplatin,0
PANC-08-13,Lapatinib,SCH772984,0
MZ1-PC,Lapatinib,Crizotinib,0
CFPAC-1,Oxaliplatin,Irinotecan,0
ZR-75-30,AZD7762,BI-2536,0
OCUB-M,5-Fluorouracil,MK-1775,0
HDQ-P1,Temozolomide,Lapatinib,0
LS-180,MK-2206,AZD8055,1
MDA-MB-415,Lapatinib,AZD6482,0
SNU-C5,Palbociclib,Taselisib,0
MDA-MB-453,Bortezomib,Linsitinib,0
NCI-H716,AZD7762,SCH772984,0
SNU-C5,Palbociclib,Oxaliplatin,0
BxPC-3,Oxaliplatin,OSI-027,0
MDA-MB-453,Docetaxel,Linsitinib,0
CAL-51,Olaparib,Taselisib,0
MFM-223,5-Fluorouracil,Afatinib,0
T47D,PD173074,Venetoclax,0
HT-115,Dabrafenib,AZD4547,0
CFPAC-1,Linsitinib,MK-2206,0
JIMT-1,Palbociclib,Lapatinib,0
BT-549,Cisplatin,Taselisib,0
GP5d,MK-2206,Vinorelbine,0
CFPAC-1,Cisplatin,Palbociclib,0
LS-513,Olaparib,AZD7762,0
MDA-MB-231,MK-1775,Paclitaxel,0
HCC1569,AZD7762,Dabrafenib,0
HCC70,OSI-027,Palbociclib,0
NCI-H716,BMS-754807,Vinorelbine,0
HPAC,OSI-027,MK-2206,0
UACC-893,Vorinostat,Crizotinib,0
UACC-893,5-Fluorouracil,Entinostat,0
HCC1500,Axitinib,Tozasertib,0
LS-123,Olaparib,Trametinib,0
HCC1569,Cisplatin,GSK269962A,0
CaR-1,5-Fluorouracil,Crizotinib,0
OCUB-M,Sapitinib,Sorafenib,0
COLO-320-HSR,LGK974,Afatinib,0
COLO-320-HSR,Trametinib,BMS-754807,0
BT-483,Docetaxel,Doramapimod,0
HPAC,OSI-027,Taselisib,0
DU-4475,Taselisib,BI-2536,0
NCI-H716,Crizotinib,Navitoclax,0
KP-1N,Galunisertib,Cisplatin,0
HCC1569,AZD7762,Vorinostat,0
MZ1-PC,Dactolisib,Irinotecan,0
HCC1954,AZD7762,KU-55933,0
CFPAC-1,Linsitinib,Taselisib,0
COLO-678,Linsitinib,Vinorelbine,0
CAL-148,PD173074,Linsitinib,0
HCC1428,Sapitinib,GSK269962A,0
SNU-81,MK-1775,Trametinib,0
COLO-824,Gemcitabine,Sapitinib,0
OCUB-M,Bortezomib,Uprosertib,0
DU-4475,Cisplatin,Afatinib,0
COLO-824,Crizotinib,Alisertib,0
LS-180,MK-1775,AZD8055,0
HCC2157,Gemcitabine,Venetoclax,0
CAL-148,Sapitinib,Wee1 Inhibitor,0
HCC1599,Linsitinib,Pictilisib,0
ZR-75-30,Olaparib,NU7441,0
HuP-T4,Dasatinib,Sorafenib,0
CAL-85-1,Sapitinib,PD173074,0
COLO-824,Taselisib,Axitinib,0
CAL-148,Bortezomib,KU-55933,0
ZR-75-1,Gemcitabine,Lapatinib,0
HCC1395,Pictilisib,NU7441,0
UACC-893,Luminespib,KU-55933,0
SUIT-2,Erlotinib,Crizotinib,0
YAPC,MK-2206,Irinotecan,0
HCC1599,Bortezomib,Afatinib,0
HDQ-P1,Navitoclax,Axitinib,1
HDQ-P1,Lapatinib,Sapitinib,0
CAL-148,Vorinostat,Gemcitabine,0
CAL-85-1,OSI-027,Gemcitabine,0
HCC1954,MK-2206,Trametinib,0
ZR-75-1,Crizotinib,Uprosertib,0
MIA-PaCa-2,Navitoclax,Trametinib,0
MDA-MB-415,Luminespib,Vorinostat,0
YAPC,Taselisib,MK-1775,0
CFPAC-1,Taselisib,5-Fluorouracil,0
HCC1143,MK-1775,Pictilisib,0
SNU-407,Camptothecin,Taselisib,0
T47D,Olaparib,Alisertib,0
HCC1599,Taselisib,Dabrafenib,0
SW948,SB216763,BMS-754807,1
SNU-C5,AZD4547,Vinorelbine,0
MDA-MB-468,Docetaxel,Lapatinib,0
MDA-MB-468,Luminespib,Bortezomib,0
OCUB-M,Vorinostat,Temozolomide,0
MDA-MB-468,MK-2206,Venetoclax,0
BxPC-3,Paclitaxel,Taselisib,1
LS-513,Dabrafenib,Camptothecin,0
HCC1395,MK-2206,Lapatinib,0
HuP-T4,Olaparib,AZD7762,0
PA-TU-8988T,Galunisertib,Dactolisib,0
OCUB-M,Navitoclax,Alpelisib,0
MZ1-PC,Olaparib,MK-2206,0
DAN-G,Irinotecan,Olaparib,0
CAPAN-2,Oxaliplatin,Sorafenib,1
HDQ-P1,Linsitinib,Wee1 Inhibitor,0
NCI-H716,Crizotinib,Afatinib,0
YAPC,Irinotecan,Navitoclax,1
SW1990,Linsitinib,Cisplatin,0
MDA-MB-468,Bortezomib,Luminespib,0
HCC70,Navitoclax,Axitinib,0
SW948,SCH772984,Camptothecin,0
HCC1143,Taselisib,Nilotinib,0
BT-549,Luminespib,Ribociclib,0
SNU-81,Olaparib,LGK974,0
HCC2157,Temozolomide,SB216763,0
LS-123,Linsitinib,Navitoclax,0
MFM-223,Bortezomib,KU-55933,0
PANC-04-03,Crizotinib,Palbociclib,0
CFPAC-1,MK-2206,Lapatinib,1
DU-4475,OSI-027,Axitinib,0
CAL-51,Olaparib,Temozolomide,1
MFM-223,AZD7762,Crizotinib,0
MDA-MB-415,Luminespib,AZD7762,0
COLO-320-HSR,Vinorelbine,SB505124,0
HuP-T4,Lapatinib,MK-1775,0
KP-1N,Dactolisib,Linsitinib,1
CAL-85-1,Navitoclax,GSK269962A,0
MDST8,Olaparib,Oxaliplatin,0
HCC70,Palbociclib,Alisertib,0
T47D,Navitoclax,Paclitaxel,1
UACC-893,Sapitinib,Taselisib,0
HPAC,Ruxolitinib,LGK974,0
HCC1806,5-Fluorouracil,Gemcitabine,0
T47D,Lapatinib,Sorafenib,0
BT-483,Crizotinib,Sapitinib,0
PANC-08-13,Crizotinib,MK-2206,0
HCC70,Vorinostat,BI-2536,0
ZR-75-30,AZD7762,NU7441,0
HCC1599,MK-1775,ZM447439,0
HDQ-P1,Lapatinib,RO-3306,0
SNU-1040,Olaparib,SB216763,0
UACC-893,Vorinostat,Afatinib,1
OCUB-M,PD173074,AZD8055,0
HCC1428,Luminespib,PF-4708671,0
MDST8,BMS-754807,Linsitinib,0
SNU-81,SB505124,SB216763,0
CAL-148,Vorinostat,Linsitinib,0
HCC1395,Gemcitabine,MK-2206,0
BxPC-3,Linsitinib,Dasatinib,0
BT-483,Taselisib,Olaparib,0
HCC1806,Trametinib,Linsitinib,0
BT-549,Bortezomib,MK-2206,0
HCC2998,SB505124,AZD4547,0
MIA-PaCa-2,Lapatinib,Navitoclax,1
T84,MK-2206,Vinorelbine,1
CFPAC-1,Oxaliplatin,Palbociclib,0
MDA-MB-453,Temozolomide,Tozasertib,0
HCC1395,Gemcitabine,Luminespib,0
CAL-148,5-Fluorouracil,Nilotinib,0
HCC1954,Taselisib,Crizotinib,0
LS-123,AZD7762,SB505124,0
SW1116,AZD8055,Linsitinib,0
HuP-T4,AZD7762,Dactolisib,0
PANC-04-03,Olaparib,5-Fluorouracil,0
SUIT-2,AZD7762,Paclitaxel,0
HCC1954,Crizotinib,Sapitinib,0
SNU-C1,MK-2206,Sapitinib,1
PL4,Lapatinib,MK-1775,0
MFM-223,Sapitinib,KU-55933,0
HCC1954,Pictilisib,AZD8055,0
HCC38,Vorinostat,Doramapimod,0
COLO-678,AZD4547,Trametinib,0
OCUB-M,Bortezomib,Cisplatin,0
HCC70,Crizotinib,RO-3306,0
MDA-MB-453,Luminespib,Navitoclax,0
HCC38,Olaparib,Linsitinib,0
MDA-MB-453,Palbociclib,Linsitinib,0
HCC70,Lapatinib,JQ1,0
HCC1806,Vorinostat,PD173074,0
OCUB-M,Bortezomib,Venetoclax,0
HCC1599,Sapitinib,Cisplatin,0
SW948,MK-1775,BMS-754807,0
HCC1395,Sapitinib,Sorafenib,0
HCC38,Navitoclax,Luminespib,0
MDA-MB-157,Cisplatin,Entinostat,0
MDST8,Linsitinib,Afatinib,0
MDA-MB-415,Navitoclax,5-Fluorouracil,1
DU-4475,Trametinib,GSK269962A,0
MDST8,Dabrafenib,MK-1775,0
COLO-205,Sapitinib,SCH772984,0
CW-2,Camptothecin,Sapitinib,0
COLO-824,Temozolomide,Alisertib,0
HCC1599,Cisplatin,Alpelisib,0
HCC1143,Palbociclib,AZD8055,0
HDQ-P1,Olaparib,Uprosertib,0
C2BBe1,Crizotinib,Camptothecin,0
PA-TU-8988T,Cisplatin,Taselisib,0
ZR-75-1,Bortezomib,Taselisib,0
BxPC-3,Gemcitabine,Erlotinib,0
MDA-MB-231,Taselisib,Olaparib,0
SW948,Navitoclax,SB216763,0
MDA-MB-330,OSI-027,Gemcitabine,0
CW-2,Linsitinib,Oxaliplatin,0
T47D,Linsitinib,Trametinib,0
SNU-1040,SB216763,Trametinib,0
CAL-51,Axitinib,Luminespib,0
SW1990,AZD7762,MK-1775,0
