cell_line_names,anchor_names,library_names,labels
BxPC-3,Dasatinib,Linsitinib,1
SNU-C2B,AZD4547,Palbociclib,0
SW1990,Trametinib,AZD7762,0
HCC1143,Temozolomide,AZD7762,0
EFM-19,5-Fluorouracil,Axitinib,0
BxPC-3,Galunisertib,Navitoclax,0
HCC2157,Linsitinib,Gemcitabine,0
CAPAN-1,Irinotecan,Dactolisib,0
KP-3,Palbociclib,Oxaliplatin,0
CAL-85-1,Luminespib,Navitoclax,0
OCUB-M,AZD7762,Afatinib,0
COLO-824,Trametinib,Paclitaxel,0
CAMA-1,Olaparib,Trametinib,0
SUIT-2,MK-1775,MK-2206,1
BT-483,Trametinib,PF-4708671,0
LS-123,Oxaliplatin,LGK974,0
HCC1954,OSI-027,Luminespib,0
HPAC,Gemcitabine,Irinotecan,0
MIA-PaCa-2,Lapatinib,OSI-027,0
HPAC,Erlotinib,Sorafenib,0
C2BBe1,SCH772984,AZD8055,0
MDA-MB-175-VII,Olaparib,MK-2206,0
CaR-1,Linsitinib,MK-2206,1
PA-TU-8988T,Olaparib,Taselisib,0
CAL-148,Docetaxel,Pictilisib,0
KP-4,Cisplatin,MK-2206,0
NCI-H747,Crizotinib,Camptothecin,0
MDA-MB-453,Navitoclax,SB216763,0
MDA-MB-468,Taselisib,Alpelisib,0
HT-115,5-Fluorouracil,Dabrafenib,0
BT-20,Axitinib,BI-2536,0
HCC1143,Sapitinib,Docetaxel,0
HCC1187,Gemcitabine,Paclitaxel,0
SNU-C2B,Taselisib,BMS-754807,0
ZR-75-30,Palbociclib,Axitinib,0
CAL-148,Temozolomide,Gemcitabine,0
CAMA-1,MK-2206,RO-3306,0
HCT-116,5-Fluorouracil,AZD8055,0
MRK-nu-1,AZD7762,Vorinostat,0
KP-3,Sorafenib,Linsitinib,0
HCT-116,MK-1775,Palbociclib,0
PANC-10-05,5-Fluorouracil,Linsitinib,0
HCC1937,Trametinib,5-Fluorouracil,0
SW620,Navitoclax,Sapitinib,0
CAPAN-1,LGK974,Trametinib,0
SNU-175,Afatinib,Trametinib,0
SNU-C2B,Vinorelbine,Navitoclax,1
CAL-51,PD173074,PF-4708671,0
EFM-19,Temozolomide,Venetoclax,0
HCC1500,Palbociclib,OSI-027,0
CAMA-1,Cisplatin,Docetaxel,0
MDA-MB-453,5-Fluorouracil,Uprosertib,0
HCC1569,Olaparib,RO-3306,0
PSN1,5-Fluorouracil,Olaparib,0
COLO-824,Luminespib,AZD6482,0
HuP-T3,Lapatinib,Paclitaxel,0
BT-483,Palbociclib,NU7441,0
MDA-MB-175-VII,Axitinib,Olaparib,0
MDA-MB-468,5-Fluorouracil,OSI-027,0
CAMA-1,AZD7762,NU7441,0
HCC1143,Temozolomide,OSI-027,0
BT-20,Trametinib,Sapitinib,1
JIMT-1,Lapatinib,Taselisib,0
BT-483,Trametinib,Alpelisib,0
HCC1937,Gemcitabine,PF-4708671,0
HCC1500,Sapitinib,MK-1775,0
HCC2157,Sapitinib,JQ1,1
COLO-824,Vorinostat,Luminespib,0
MRK-nu-1,Taselisib,Alisertib,0
CAL-85-1,Trametinib,OSI-027,0
HT-29,AZD7762,SB505124,0
SUIT-2,Crizotinib,Navitoclax,0
MDA-MB-157,OSI-027,MK-1775,0
SUIT-2,Cisplatin,Lapatinib,0
MDA-MB-453,Cisplatin,Ribociclib,0
PA-TU-8988T,Erlotinib,Navitoclax,0
ZR-75-30,Lapatinib,Cisplatin,0
PANC-10-05,MK-2206,Navitoclax,0
MDA-MB-157,Crizotinib,Linsitinib,0
PANC-10-05,Crizotinib,Taselisib,0
HCC1187,Axitinib,PD173074,0
HCC1500,Taselisib,Doramapimod,0
ZR-75-30,PD173074,Nilotinib,0
DU-4475,Lapatinib,AZD8055,0
HCC2157,PD173074,Ribociclib,0
MRK-nu-1,MK-1775,AZD8055,0
LS-123,MK-2206,Taselisib,0
JIMT-1,AZD7762,RO-3306,0
NCI-H747,SB216763,Linsitinib,0
HCC2218,AZD7762,Bortezomib,0
MDA-MB-157,AZD7762,5-Fluorouracil,1
MDA-MB-175-VII,Trametinib,AZD8055,1
NCI-H747,Navitoclax,Taselisib,0
OCUB-M,AZD7762,Alpelisib,0
HCC1569,Gemcitabine,Nilotinib,0
MIA-PaCa-2,Linsitinib,5-Fluorouracil,0
HCC202,Pictilisib,Palbociclib,0
AU565,Sapitinib,Dabrafenib,0
MZ1-PC,Cisplatin,Irinotecan,0
PSN1,SCH772984,Irinotecan,0
PANC-03-27,Ruxolitinib,Taselisib,0
ZR-75-30,OSI-027,Afatinib,0
AU565,5-Fluorouracil,PD173074,0
UACC-893,Docetaxel,Alisertib,0
NCI-H747,SB216763,Navitoclax,0
HT-29,Palbociclib,BMS-754807,0
ZR-75-30,Olaparib,OSI-027,0
CAMA-1,OSI-027,Wee1 Inhibitor,0
SW837,LGK974,AZD4547,0
CAPAN-2,Crizotinib,Olaparib,0
EFM-192A,Bortezomib,Olaparib,0
HCC202,Pictilisib,Cisplatin,0
UACC-812,Cisplatin,MK-2206,0
CW-2,Afatinib,SB505124,0
PANC-10-05,Cisplatin,Erlotinib,0
HCC1143,Bortezomib,Taselisib,0
HCC1500,MK-2206,Palbociclib,0
HCC1428,Vorinostat,Bortezomib,0
CAPAN-2,Linsitinib,Erlotinib,1
OCUB-M,Bortezomib,AZD6482,0
UACC-812,AZD7762,Linsitinib,0
HCC2998,Sapitinib,AZD4547,0
HCC2218,OSI-027,KU-55933,0
DU-4475,Lapatinib,Wee1 Inhibitor,0
MDA-MB-468,Temozolomide,OSI-027,0
PANC-08-13,Taselisib,Oxaliplatin,0
HCC1143,Cisplatin,SB216763,0
CAMA-1,Cisplatin,Entinostat,0
CAL-148,Pictilisib,5-Fluorouracil,0
SW620,MK-1775,LGK974,0
JIMT-1,Gemcitabine,AZD6482,0
LS-513,Palbociclib,BMS-754807,0
AU565,Crizotinib,NU7441,0
CAMA-1,Navitoclax,Docetaxel,0
HCC1569,AZD7762,Luminespib,0
HuP-T3,Galunisertib,Olaparib,0
HCC2218,Olaparib,Tozasertib,0
PSN1,Palbociclib,Crizotinib,0
HCC1500,Luminespib,AZD7762,0
KP-2,Ruxolitinib,AZD7762,0
HT-115,SCH772984,5-Fluorouracil,0
KP-2,Palbociclib,OSI-027,0
OCUB-M,Palbociclib,GSK269962A,0
BT-20,Bortezomib,MK-2206,0
MRK-nu-1,Linsitinib,Nilotinib,0
BT-483,Cisplatin,MK-1775,0
HCC1806,Lapatinib,Crizotinib,0
SW620,Taselisib,Vinorelbine,0
HCC1428,Olaparib,Camptothecin,0
PSN1,Dasatinib,Taselisib,1
HuP-T3,Trametinib,OSI-027,0
SNU-407,Crizotinib,Navitoclax,0
HT-115,Navitoclax,Linsitinib,1
CAL-148,Temozolomide,Ribociclib,0
COLO-824,Sapitinib,Lapatinib,0
SNU-C1,Camptothecin,AZD4547,0
SNU-C2B,SCH772984,Taselisib,0
MDA-MB-453,Palbociclib,KU-55933,0
AU565,OSI-027,Alisertib,0
HCC1954,Linsitinib,AZD6482,0
HCC1500,MK-2206,Camptothecin,0
HCC2218,Temozolomide,Navitoclax,0
LS-123,MK-2206,SB505124,0
MDA-MB-468,Taselisib,5-Fluorouracil,0
HuP-T4,Linsitinib,AZD7762,0
HCC1500,MK-1775,BI-2536,0
LS-123,Navitoclax,5-Fluorouracil,0
BT-20,PD173074,MK-2206,0
PANC-03-27,Erlotinib,Dactolisib,0
KP-3,5-Fluorouracil,Galunisertib,0
HCC1806,PD173074,Trametinib,0
HCC2218,Temozolomide,ZM447439,0
PA-TU-8988T,Paclitaxel,Trametinib,0
DU-4475,MK-2206,Palbociclib,0
CAMA-1,Navitoclax,PD173074,0
OCUB-M,OSI-027,AZD6482,0
C2BBe1,Vinorelbine,MK-1775,0
HCC1187,Pictilisib,Alpelisib,0
HCC1187,Luminespib,GSK269962A,0
EFM-192A,Navitoclax,Entinostat,0
SNU-175,BMS-754807,Sapitinib,0
CAL-85-1,Docetaxel,Paclitaxel,0
MDA-MB-175-VII,Vorinostat,Alpelisib,0
MDA-MB-468,Linsitinib,Wee1 Inhibitor,0
MRK-nu-1,Gemcitabine,Nilotinib,0
KP-2,SCH772984,5-Fluorouracil,0
EFM-19,Lapatinib,Doramapimod,0
HCC2998,Oxaliplatin,Linsitinib,0
UACC-893,MK-1775,OSI-027,0
DU-4475,PD173074,Uprosertib,0
HCC1954,Gemcitabine,Sapitinib,0
EFM-19,Lapatinib,Trametinib,0
HCC2998,AZD7762,Dabrafenib,0
EFM-19,MK-2206,AZD6482,0
SUIT-2,Paclitaxel,Crizotinib,0
KP-3,Crizotinib,OSI-027,0
Hs-578-T,Docetaxel,Taselisib,0
PL4,AZD7762,SCH772984,0
CAL-85-1,Vorinostat,PD173074,0
CAL-148,OSI-027,PD173074,0
UACC-893,Trametinib,Olaparib,0
MRK-nu-1,Vorinostat,PF-4708671,0
HCC2157,Trametinib,BI-2536,0
MDA-MB-175-VII,Palbociclib,RO-3306,0
CAMA-1,5-Fluorouracil,Sapitinib,0
MDA-MB-468,Gemcitabine,Palbociclib,0
HPAC,Trametinib,AZD7762,0
SNU-407,BMS-754807,AZD8055,0
BxPC-3,Olaparib,Cisplatin,0
UACC-893,Taselisib,Sorafenib,0
CAL-51,Lapatinib,Olaparib,0
HCC1954,Vorinostat,Ribociclib,0
BT-20,MK-1775,Crizotinib,0
KP-3,MK-2206,Gemcitabine,0
BxPC-3,Dactolisib,5-Fluorouracil,0
PA-TU-8988T,Navitoclax,Galunisertib,0
DU-4475,Gemcitabine,Venetoclax,1
MDA-MB-468,PD173074,Alpelisib,0
KP-3,Dasatinib,Palbociclib,0
UACC-812,Olaparib,Linsitinib,0
HCC2157,Lapatinib,Doramapimod,0
HCT-116,MK-2206,5-Fluorouracil,0
PANC-10-05,Crizotinib,AZD7762,0
UACC-893,5-Fluorouracil,Ribociclib,0
HCC1954,Cisplatin,AZD6482,0
OCUB-M,MK-1775,Bortezomib,0
Hs-578-T,Taselisib,5-Fluorouracil,0
BxPC-3,Trametinib,OSI-027,0
NCI-H747,5-Fluorouracil,Navitoclax,0
CAL-85-1,Cisplatin,Axitinib,0
HCC1428,Luminespib,Doramapimod,0
MDA-MB-157,OSI-027,PF-4708671,0
COLO-824,Luminespib,Entinostat,0
SW1990,AZD7762,OSI-027,0
OCUB-M,5-Fluorouracil,Alpelisib,0
MDA-MB-453,Lapatinib,Bortezomib,0
SUIT-2,Ruxolitinib,Navitoclax,0
KP-3,Irinotecan,Dasatinib,0
HCC1806,PD173074,MK-1775,0
KP-4,Galunisertib,Palbociclib,0
BT-483,Docetaxel,Palbociclib,0
MZ1-PC,Sorafenib,5-Fluorouracil,0
CAPAN-2,Irinotecan,Oxaliplatin,0
EFM-192A,Axitinib,Camptothecin,0
BxPC-3,Cisplatin,Taselisib,0
HCC1937,Gemcitabine,Linsitinib,0
HCC1143,MK-2206,AZD8055,0
LS-411N,5-Fluorouracil,Sapitinib,0
PA-TU-8902,Cisplatin,Palbociclib,0
UACC-893,Bortezomib,Linsitinib,0
PA-TU-8988T,OSI-027,Trametinib,0
HCC1187,Crizotinib,Camptothecin,0
HCC2998,SB216763,AZD7762,0
OCUB-M,Gemcitabine,BI-2536,0
LS-513,Olaparib,Camptothecin,0
MDA-MB-157,Navitoclax,Olaparib,0
MDA-MB-468,MK-2206,Alisertib,0
SNU-175,AZD8055,Olaparib,0
CAL-51,Temozolomide,Cisplatin,0
LS-123,LGK974,Dabrafenib,0
PANC-10-05,Galunisertib,SCH772984,0
HCC1187,Docetaxel,Tozasertib,0
HCC1937,Cisplatin,Nilotinib,0
HCC1500,Docetaxel,MK-2206,0
HCC1187,Navitoclax,Taselisib,1
PANC-03-27,Taselisib,MK-2206,0
SUIT-2,SCH772984,Irinotecan,0
CAPAN-2,Taselisib,Lapatinib,0
HCC1954,Olaparib,Trametinib,0
PA-TU-8988T,Ruxolitinib,Dasatinib,0
SNU-407,MK-2206,SCH772984,1
SUIT-2,Palbociclib,Cisplatin,0
KP-1N,Taselisib,Sorafenib,0
NCI-H716,Palbociclib,AZD4547,0
NCI-H716,SCH772984,Sapitinib,0
BT-483,Palbociclib,JQ1,0
JIMT-1,Trametinib,Doramapimod,0
LS-411N,SCH772984,5-Fluorouracil,0
HCC1143,Bortezomib,Nilotinib,0
MDA-MB-175-VII,5-Fluorouracil,KU-55933,0
CAL-148,Gemcitabine,Cisplatin,0
BT-20,Olaparib,GSK269962A,0
HCC1428,Gemcitabine,Pictilisib,0
EFM-19,Lapatinib,MK-1775,0
HCC1428,Luminespib,Docetaxel,0
DiFi,Trametinib,Oxaliplatin,0
HCC1806,Docetaxel,OSI-027,0
Hs-578-T,Axitinib,Pictilisib,0
Hs-578-T,Olaparib,Bortezomib,0
SW620,Trametinib,Linsitinib,0
HCC1569,OSI-027,AZD6482,0
HCC2218,Linsitinib,Entinostat,1
MRK-nu-1,Cisplatin,Dabrafenib,0
HCC1954,Crizotinib,Luminespib,0
BT-20,Lapatinib,AZD7762,0
HCC1806,Temozolomide,AZD8055,0
CAL-51,Navitoclax,Sapitinib,0
ZR-75-30,Sapitinib,Trametinib,0
HCC2998,Dabrafenib,Afatinib,0
PSN1,Dasatinib,LGK974,0
CAL-51,Taselisib,Temozolomide,0
COLO-824,Crizotinib,Docetaxel,0
HT-115,Camptothecin,Oxaliplatin,0
LS-123,SB216763,Olaparib,0
DiFi,AZD4547,LGK974,0
HCC1806,Navitoclax,Alpelisib,0
AU565,Navitoclax,AZD7762,0
EFM-19,Trametinib,Uprosertib,0
HCC1954,Axitinib,GSK269962A,0
AU565,Docetaxel,PD173074,0
HT-29,Crizotinib,MK-2206,0
CAL-51,Gemcitabine,5-Fluorouracil,0
CAL-148,PD173074,Gemcitabine,0
MRK-nu-1,MK-2206,Paclitaxel,0
HCC1806,PD173074,MK-2206,0
CAPAN-2,Erlotinib,Linsitinib,0
HCC1187,Vorinostat,RO-3306,0
SW1990,Erlotinib,Navitoclax,0
MDA-MB-157,Palbociclib,AZD8055,0
ZR-75-30,Gemcitabine,Taselisib,0
BT-483,Trametinib,Cisplatin,0
PANC-08-13,Lapatinib,SCH772984,0
MZ1-PC,Lapatinib,Crizotinib,0
EFM-192A,Temozolomide,Alpelisib,0
ZR-75-30,AZD7762,BI-2536,0
OCUB-M,5-Fluorouracil,MK-1775,0
CAPAN-1,Linsitinib,Palbociclib,0
AU565,Luminespib,Olaparib,0
MDA-MB-453,Bortezomib,Linsitinib,0
NCI-H716,AZD7762,SCH772984,0
HCC2218,Lapatinib,Afatinib,0
HCC1187,PD173074,Axitinib,0
HCT-116,BMS-754807,5-Fluorouracil,0
SNU-175,LGK974,Linsitinib,0
HCC1937,AZD7762,JQ1,0
BxPC-3,Oxaliplatin,OSI-027,0
MDA-MB-453,Docetaxel,Linsitinib,0
CAL-51,Olaparib,Taselisib,0
EFM-19,5-Fluorouracil,AZD6482,0
MDA-MB-175-VII,AZD7762,SB216763,0
HT-115,Dabrafenib,AZD4547,0
SNU-175,BMS-754807,AZD7762,1
EFM-192A,Axitinib,5-Fluorouracil,0
JIMT-1,Palbociclib,Lapatinib,0
PSN1,Palbociclib,Taselisib,1
MDA-MB-175-VII,Gemcitabine,Bortezomib,0
PANC-10-05,OSI-027,Galunisertib,0
BT-20,MK-1775,Luminespib,0
LS-513,Olaparib,AZD7762,0
HCC2218,Olaparib,MK-1775,0
HCC1569,AZD7762,Dabrafenib,0
SNU-175,5-Fluorouracil,Vinorelbine,0
NCI-H716,BMS-754807,Vinorelbine,0
HPAC,OSI-027,MK-2206,0
UACC-893,Vorinostat,Crizotinib,0
UACC-893,5-Fluorouracil,Entinostat,0
HCC1500,Axitinib,Tozasertib,0
HCC1937,Cisplatin,Dabrafenib,0
LS-123,Olaparib,Trametinib,0
HCC1569,Cisplatin,GSK269962A,0
CaR-1,5-Fluorouracil,Crizotinib,0
OCUB-M,Sapitinib,Sorafenib,0
BT-483,Docetaxel,Doramapimod,0
HCC2218,Axitinib,MK-2206,0
HCC2218,Sapitinib,Alpelisib,0
HPAC,OSI-027,Taselisib,0
EFM-19,Temozolomide,Pictilisib,0
DU-4475,Taselisib,BI-2536,0
NCI-H716,Crizotinib,Navitoclax,0
KP-1N,Galunisertib,Cisplatin,0
PANC-03-27,AZD7762,MK-1775,0
HCC1937,Axitinib,PF-4708671,0
HCC1569,AZD7762,Vorinostat,0
MRK-nu-1,5-Fluorouracil,Alisertib,0
SW620,Vinorelbine,Afatinib,0
MZ1-PC,Dactolisib,Irinotecan,0
HCC1954,AZD7762,KU-55933,0
KP-3,Dactolisib,Linsitinib,0
EFM-192A,Taselisib,Alpelisib,0
CAL-148,PD173074,Linsitinib,0
HCC1428,Sapitinib,GSK269962A,0
COLO-824,Gemcitabine,Sapitinib,0
HCC1187,Docetaxel,MK-2206,0
OCUB-M,Bortezomib,Uprosertib,0
CCK-81,Linsitinib,AZD7762,0
DU-4475,Cisplatin,Afatinib,0
HCC1187,AZD7762,Taselisib,0
HCC2218,Linsitinib,Pictilisib,0
COLO-824,Crizotinib,Alisertib,0
HCC2218,Linsitinib,Luminespib,0
HCC2157,Gemcitabine,Venetoclax,0
CAL-148,Sapitinib,Wee1 Inhibitor,0
DiFi,Vinorelbine,Navitoclax,0
AU565,Navitoclax,MK-1775,0
ZR-75-30,Olaparib,NU7441,0
AU565,AZD7762,PD173074,0
HCT-116,LGK974,SB216763,0
HuP-T4,Dasatinib,Sorafenib,0
CAL-85-1,Sapitinib,PD173074,0
COLO-824,Taselisib,Axitinib,0
CAL-148,Bortezomib,KU-55933,0
UACC-893,Luminespib,KU-55933,0
SUIT-2,Erlotinib,Crizotinib,0
PANC-10-05,Erlotinib,Oxaliplatin,0
BT-20,MK-1775,Palbociclib,0
HCC1937,Vorinostat,MK-1775,0
CAL-148,Vorinostat,Gemcitabine,0
CAL-85-1,OSI-027,Gemcitabine,0
HCC1954,MK-2206,Trametinib,0
MIA-PaCa-2,Navitoclax,Trametinib,0
BT-20,Olaparib,Tozasertib,0
MRK-nu-1,Axitinib,Lapatinib,0
HCC1143,MK-1775,Pictilisib,0
SNU-407,Camptothecin,Taselisib,0
EFM-192A,PD173074,Wee1 Inhibitor,0
HCC2218,Bortezomib,RO-3306,0
MDA-MB-468,Docetaxel,Lapatinib,0
BT-20,Sapitinib,SCH772984,0
MDA-MB-468,Luminespib,Bortezomib,0
MDA-MB-175-VII,Vorinostat,Olaparib,0
OCUB-M,Vorinostat,Temozolomide,0
MDA-MB-175-VII,PD173074,Paclitaxel,0
MDA-MB-468,MK-2206,Venetoclax,0
BxPC-3,Paclitaxel,Taselisib,1
HuP-T3,MK-2206,Olaparib,0
LS-513,Dabrafenib,Camptothecin,0
HuP-T4,Olaparib,AZD7762,0
PA-TU-8988T,Galunisertib,Dactolisib,0
OCUB-M,Navitoclax,Alpelisib,0
MZ1-PC,Olaparib,MK-2206,0
HuP-T3,MK-1775,Paclitaxel,0
EFM-192A,Crizotinib,Alisertib,0
EFM-192A,MK-2206,Nilotinib,0
CAPAN-2,Oxaliplatin,Sorafenib,1
NCI-H716,Crizotinib,Afatinib,0
SW1990,Linsitinib,Cisplatin,0
MDA-MB-468,Bortezomib,Luminespib,0
PANC-03-27,SCH772984,Palbociclib,0
EFM-19,Temozolomide,Alpelisib,0
PA-TU-8902,Paclitaxel,Sorafenib,0
HCC1143,Taselisib,Nilotinib,0
HCC2157,Temozolomide,SB216763,0
LS-123,Linsitinib,Navitoclax,0
HuP-T3,Dasatinib,Sorafenib,0
DU-4475,OSI-027,Axitinib,0
CAL-51,Olaparib,Temozolomide,1
LS-411N,5-Fluorouracil,SB216763,0
HuP-T4,Lapatinib,MK-1775,0
KP-1N,Dactolisib,Linsitinib,1
EFM-19,Taselisib,RO-3306,0
CAL-85-1,Navitoclax,GSK269962A,0
Hs-578-T,Navitoclax,OSI-027,0
UACC-893,Sapitinib,Taselisib,0
HPAC,Ruxolitinib,LGK974,0
HCC1806,5-Fluorouracil,Gemcitabine,0
CCK-81,Navitoclax,Dabrafenib,0
BT-483,Crizotinib,Sapitinib,0
PANC-10-05,Lapatinib,Sorafenib,1
PANC-08-13,Crizotinib,MK-2206,0
Hs-578-T,Cisplatin,Afatinib,0
CAPAN-1,5-Fluorouracil,Lapatinib,0
ZR-75-30,AZD7762,NU7441,0
MRK-nu-1,Pictilisib,Nilotinib,0
HCC1187,Navitoclax,Lapatinib,1
HCC1937,Palbociclib,Linsitinib,0
Hs-578-T,Crizotinib,Taselisib,0
HCC2218,5-Fluorouracil,Doramapimod,0
HCC1187,Docetaxel,MK-1775,0
UACC-893,Vorinostat,Afatinib,1
BT-20,Luminespib,AZD7762,0
OCUB-M,PD173074,AZD8055,0
HCC1428,Luminespib,PF-4708671,0
SW620,5-Fluorouracil,Crizotinib,0
CAL-148,Vorinostat,Linsitinib,0
BxPC-3,Linsitinib,Dasatinib,0
BT-483,Taselisib,Olaparib,0
HCC1806,Trametinib,Linsitinib,0
KP-3,LGK974,Irinotecan,0
HCC2998,SB505124,AZD4547,0
MIA-PaCa-2,Lapatinib,Navitoclax,1
MDA-MB-453,Temozolomide,Tozasertib,0
CAL-148,5-Fluorouracil,Nilotinib,0
CAPAN-1,Cisplatin,Irinotecan,0
PANC-03-27,Lapatinib,LGK974,0
HCC1954,Taselisib,Crizotinib,0
KP-3,Galunisertib,Oxaliplatin,0
Hs-578-T,AZD7762,Taselisib,1
LS-123,AZD7762,SB505124,0
HuP-T4,AZD7762,Dactolisib,0
SUIT-2,AZD7762,Paclitaxel,0
HCC1954,Crizotinib,Sapitinib,0
SNU-C1,MK-2206,Sapitinib,1
PL4,Lapatinib,MK-1775,0
HCC2218,Trametinib,Taselisib,1
HCC1954,Pictilisib,AZD8055,0
KP-3,Ruxolitinib,Navitoclax,0
OCUB-M,Bortezomib,Cisplatin,0
CAPAN-1,Olaparib,Ruxolitinib,0
MDA-MB-453,Luminespib,Navitoclax,0
HCT-116,SB505124,Sapitinib,0
KP-3,AZD7762,OSI-027,0
HCC1937,Olaparib,Trametinib,0
MDA-MB-453,Palbociclib,Linsitinib,0
SNU-C2B,Palbociclib,Sapitinib,0
