cell,drug1_db,drug2_db,synergy
PSN1,5-Fluorouracil,Olaparib,0
HuP-T3,Lapatinib,Paclitaxel,0
BT-483,Palbociclib,NU7441,0
YAPC,Olaparib,SCH772984,0
MDA-MB-175-VII,Axitinib,Olaparib,0
BT-474,Gemcitabine,Camptothecin,0
CAMA-1,AZD7762,NU7441,0
BT-20,Trametinib,Sapitinib,1
MDA-MB-415,Olaparib,Temozolomide,0
MDA-MB-361,Axitinib,Docetaxel,0
HCC1500,Sapitinib,MK-1775,0
Hs-766T,Cisplatin,Lapatinib,0
COLO-824,Vorinostat,Luminespib,0
CAL-85-1,Trametinib,OSI-027,0
MFM-223,PD173074,Sapitinib,0
PANC-04-03,Paclitaxel,Palbociclib,0
HT-29,AZD7762,SB505124,0
SUIT-2,Crizotinib,Navitoclax,0
MDA-MB-157,OSI-027,MK-1775,0
SUIT-2,Cisplatin,Lapatinib,0
SNU-81,Navitoclax,Olaparib,0
PA-TU-8988T,Erlotinib,Navitoclax,0
ZR-75-30,Lapatinib,Cisplatin,0
PANC-10-05,MK-2206,Navitoclax,0
HCC1419,5-Fluorouracil,Doramapimod,0
MDA-MB-157,Crizotinib,Linsitinib,0
PANC-10-05,Crizotinib,Taselisib,0
HCC1500,Taselisib,Doramapimod,0
ZR-75-30,PD173074,Nilotinib,0
HCC2157,PD173074,Ribociclib,0
MRK-nu-1,MK-1775,AZD8055,0
LS-123,MK-2206,Taselisib,0
NCI-H747,SB216763,Linsitinib,0
HCC2218,AZD7762,Bortezomib,0
MDA-MB-175-VII,Trametinib,AZD8055,1
HCC1569,Gemcitabine,Nilotinib,0
EVSA-T,PD173074,Gemcitabine,1
AU565,Sapitinib,Dabrafenib,0
MDA-MB-231,OSI-027,MK-2206,0
PSN1,SCH772984,Irinotecan,0
HT55,LGK974,Olaparib,0
ZR-75-30,OSI-027,Afatinib,0
AU565,5-Fluorouracil,PD173074,0
LoVo,AZD4547,Trametinib,0
NCI-H747,SB216763,Navitoclax,0
HT-29,Palbociclib,BMS-754807,0
ZR-75-30,Olaparib,OSI-027,0
MDA-MB-231,Taselisib,Lapatinib,0
CAMA-1,OSI-027,Wee1 Inhibitor,0
SW837,LGK974,AZD4547,0
CAPAN-2,Crizotinib,Olaparib,0
RCM-1,Sapitinib,5-Fluorouracil,0
SNU-1040,Olaparib,SB505124,0
EFM-192A,Bortezomib,Olaparib,0
HCC1599,Pictilisib,AZD6482,0
UACC-812,Cisplatin,MK-2206,0
HCC1500,MK-2206,Palbociclib,0
HCC1428,Vorinostat,Bortezomib,0
ZR-75-1,Sapitinib,Cisplatin,0
UACC-812,AZD7762,Linsitinib,0
HCC2998,Sapitinib,AZD4547,0
SNU-1040,AZD4547,Crizotinib,0
HDQ-P1,Lapatinib,Vorinostat,0
DU-4475,Lapatinib,Wee1 Inhibitor,0
PANC-08-13,Taselisib,Oxaliplatin,0
HCC1143,Cisplatin,SB216763,0
CAMA-1,Cisplatin,Entinostat,0
BT-474,OSI-027,Afatinib,0
SW620,MK-1775,LGK974,0
BT-474,Linsitinib,KU-55933,0
LS-513,Palbociclib,BMS-754807,0
SW48,SB216763,Afatinib,0
AU565,Crizotinib,NU7441,0
RKO,BMS-754807,Camptothecin,0
CAMA-1,Navitoclax,Docetaxel,0
HCC70,5-Fluorouracil,AZD8055,0
SK-CO-1,BMS-754807,Camptothecin,0
HCC1395,Navitoclax,Temozolomide,0
HCC1500,Luminespib,AZD7762,0
KP-2,Ruxolitinib,AZD7762,0
PANC-04-03,5-Fluorouracil,Ruxolitinib,0
KP-2,Palbociclib,OSI-027,0
DAN-G,Erlotinib,Palbociclib,1
BT-20,Bortezomib,MK-2206,0
BT-549,Axitinib,Trametinib,0
SW620,Taselisib,Vinorelbine,0
T47D,AZD7762,NU7441,0
HCC1428,Olaparib,Camptothecin,0
SU8686,Taselisib,SCH772984,0
MDA-MB-415,PD173074,ZM447439,0
PSN1,Dasatinib,Taselisib,1
HuP-T3,Trametinib,OSI-027,0
SNU-407,Crizotinib,Navitoclax,0
HT-115,Navitoclax,Linsitinib,1
KM12,AZD7762,Sapitinib,0
SNU-C2B,SCH772984,Taselisib,0
HDQ-P1,OSI-027,Wee1 Inhibitor,0
HDQ-P1,Gemcitabine,AZD8055,0
MDA-MB-453,Palbociclib,KU-55933,0
LS-123,MK-2206,SB505124,0
HuP-T4,Linsitinib,AZD7762,0
HCC1500,MK-1775,BI-2536,0
BT-20,PD173074,MK-2206,0
PANC-03-27,Erlotinib,Dactolisib,0
KP-3,5-Fluorouracil,Galunisertib,0
T47D,Gemcitabine,Afatinib,0
DU-4475,MK-2206,Palbociclib,0
CAMA-1,Navitoclax,PD173074,0
C2BBe1,Vinorelbine,MK-1775,0
HCC1187,Pictilisib,Alpelisib,0
HCC1187,Luminespib,GSK269962A,0
EFM-192A,Navitoclax,Entinostat,0
SW1116,Sapitinib,LGK974,0
RKO,Linsitinib,Oxaliplatin,0
HDQ-P1,MK-2206,GSK269962A,0
CAL-85-1,Docetaxel,Paclitaxel,0
MDA-MB-175-VII,Vorinostat,Alpelisib,0
MDA-MB-468,Linsitinib,Wee1 Inhibitor,0
MRK-nu-1,Gemcitabine,Nilotinib,0
CAL-120,Vorinostat,Venetoclax,0
HCT-15,Vinorelbine,Camptothecin,0
SW948,Crizotinib,AZD7762,0
UACC-893,MK-1775,OSI-027,0
HDQ-P1,Olaparib,Bortezomib,0
MCF7,Vorinostat,Trametinib,0
HCC1954,Gemcitabine,Sapitinib,0
CAL-120,Olaparib,Sorafenib,0
HCC2998,AZD7762,Dabrafenib,0
EFM-19,MK-2206,AZD6482,0
MCF7,Olaparib,5-Fluorouracil,0
SUIT-2,Paclitaxel,Crizotinib,0
Hs-578-T,Docetaxel,Taselisib,0
CAL-85-1,Vorinostat,PD173074,0
CAL-148,OSI-027,PD173074,0
MCF7,Vorinostat,Doramapimod,0
HCC2157,Trametinib,BI-2536,0
CAL-120,Trametinib,Sapitinib,0
HPAC,Trametinib,AZD7762,0
HCC70,Taselisib,Tozasertib,0
UACC-893,Taselisib,Sorafenib,0
HDQ-P1,Pictilisib,Axitinib,0
SU8686,Dactolisib,Galunisertib,0
KP-3,MK-2206,Gemcitabine,0
BxPC-3,Dactolisib,5-Fluorouracil,0
PA-TU-8988T,Navitoclax,Galunisertib,0
MDA-MB-468,PD173074,Alpelisib,0
KP-3,Dasatinib,Palbociclib,0
COLO-678,SCH772984,Trametinib,0
PANC-10-05,Crizotinib,AZD7762,0
UACC-893,5-Fluorouracil,Ribociclib,0
BT-474,Palbociclib,MK-2206,0
MDA-MB-330,Sapitinib,BI-2536,0
OCUB-M,MK-1775,Bortezomib,0
EVSA-T,Vorinostat,5-Fluorouracil,0
HCC1419,PD173074,Crizotinib,0
CFPAC-1,Ruxolitinib,Dactolisib,0
BxPC-3,Trametinib,OSI-027,0
NCI-H747,5-Fluorouracil,Navitoclax,0
MDA-MB-157,OSI-027,PF-4708671,0
SW1990,AZD7762,OSI-027,0
MDA-MB-453,Lapatinib,Bortezomib,0
SUIT-2,Ruxolitinib,Navitoclax,0
BT-474,Navitoclax,Docetaxel,0
HCC1806,PD173074,MK-1775,0
KP-4,Galunisertib,Palbociclib,0
BT-483,Docetaxel,Palbociclib,0
HCT-15,SB216763,Afatinib,0
MZ1-PC,Sorafenib,5-Fluorouracil,0
CAPAN-2,Irinotecan,Oxaliplatin,0
EVSA-T,Cisplatin,Sorafenib,0
EFM-192A,Axitinib,Camptothecin,0
SW1463,MK-1775,Linsitinib,0
HCC1937,Gemcitabine,Linsitinib,0
EVSA-T,Axitinib,Olaparib,0
HCC1143,MK-2206,AZD8055,0
PA-TU-8902,Cisplatin,Palbociclib,0
CFPAC-1,Irinotecan,Oxaliplatin,0
MDA-MB-436,Docetaxel,Alpelisib,0
MDA-MB-415,Taselisib,AZD7762,0
HCC2998,SB216763,AZD7762,0
T47D,Bortezomib,Cisplatin,0
OCUB-M,Gemcitabine,BI-2536,0
MDA-MB-361,Olaparib,Pictilisib,0
LS-513,Olaparib,Camptothecin,0
BT-474,Cisplatin,Lapatinib,0
HCC1395,Vorinostat,JQ1,0
MDA-MB-157,Navitoclax,Olaparib,0
SNU-175,AZD8055,Olaparib,0
CAL-51,Temozolomide,Cisplatin,0
LS-123,LGK974,Dabrafenib,0
T84,SB216763,Dabrafenib,0
PANC-10-05,Galunisertib,SCH772984,0
HT55,Taselisib,Trametinib,0
ZR-75-1,Linsitinib,Luminespib,0
HCC1500,Docetaxel,MK-2206,0
SW1463,MK-2206,Navitoclax,0
GP5d,Taselisib,Linsitinib,0
PANC-03-27,Taselisib,MK-2206,0
SUIT-2,SCH772984,Irinotecan,0
CAPAN-2,Taselisib,Lapatinib,0
HDQ-P1,Lapatinib,JQ1,0
PA-TU-8988T,Ruxolitinib,Dasatinib,0
SW1116,LGK974,5-Fluorouracil,0
CAL-120,Pictilisib,SB216763,0
HCC1419,Axitinib,Uprosertib,0
SUIT-2,Palbociclib,Cisplatin,0
KP-1N,Taselisib,Sorafenib,0
HCC1599,Sapitinib,BI-2536,0
MDA-MB-415,Temozolomide,AZD8055,0
CAL-120,Linsitinib,Uprosertib,0
MDA-MB-415,Axitinib,Gemcitabine,0
NCI-H716,SCH772984,Sapitinib,0
HDQ-P1,Temozolomide,PF-4708671,0
YAPC,Trametinib,Cisplatin,0
JIMT-1,Trametinib,Doramapimod,0
HCC1143,Bortezomib,Nilotinib,0
MDA-MB-175-VII,5-Fluorouracil,KU-55933,0
EVSA-T,Olaparib,ZM447439,0
EVSA-T,Crizotinib,Sorafenib,0
HDQ-P1,PD173074,MK-1775,0
HCC1428,Gemcitabine,Pictilisib,0
CAL-120,Olaparib,Pictilisib,0
EFM-19,Lapatinib,MK-1775,0
HCC1428,Luminespib,Docetaxel,0
DiFi,Trametinib,Oxaliplatin,0
MDA-MB-436,Vorinostat,OSI-027,0
SK-CO-1,SB505124,Oxaliplatin,0
Hs-578-T,Axitinib,Pictilisib,0
Hs-578-T,Olaparib,Bortezomib,0
SW620,Trametinib,Linsitinib,0
SNU-81,Oxaliplatin,AZD7762,0
DAN-G,LGK974,Erlotinib,0
T84,SB216763,SCH772984,0
Hs-766T,Crizotinib,AZD7762,0
HCC1954,Crizotinib,Luminespib,0
BT-20,Lapatinib,AZD7762,0
HCC1806,Temozolomide,AZD8055,0
CAL-51,Navitoclax,Sapitinib,0
KM12,Dabrafenib,MK-2206,0
T84,Palbociclib,Navitoclax,0
MFM-223,Cisplatin,Camptothecin,0
CAL-51,Taselisib,Temozolomide,0
COLO-824,Crizotinib,Docetaxel,0
HT-115,Camptothecin,Oxaliplatin,0
LS-123,SB216763,Olaparib,0
DiFi,AZD4547,LGK974,0
MDA-MB-231,Lapatinib,Palbociclib,0
KM12,Navitoclax,AZD4547,0
DAN-G,Dasatinib,Taselisib,1
HCC1806,Navitoclax,Alpelisib,0
AU565,Navitoclax,AZD7762,0
COLO-320-HSR,Camptothecin,5-Fluorouracil,0
EFM-19,Trametinib,Uprosertib,0
HCC1954,Axitinib,GSK269962A,0
AU565,Docetaxel,PD173074,0
HCC1419,Luminespib,Ribociclib,0
HT-29,Crizotinib,MK-2206,0
CAL-148,PD173074,Gemcitabine,0
MRK-nu-1,MK-2206,Paclitaxel,0
HCC1806,PD173074,MK-2206,0
LoVo,SCH772984,MK-1775,0
CAPAN-2,Erlotinib,Linsitinib,0
T84,Palbociclib,Linsitinib,0
HCC1419,5-Fluorouracil,Wee1 Inhibitor,0
SW1990,Erlotinib,Navitoclax,0
BT-483,Trametinib,Cisplatin,0
PANC-08-13,Lapatinib,SCH772984,0
CFPAC-1,Oxaliplatin,Irinotecan,0
ZR-75-30,AZD7762,BI-2536,0
CAPAN-1,Linsitinib,Palbociclib,0
LS-180,MK-2206,AZD8055,1
MDA-MB-415,Lapatinib,AZD6482,0
AU565,Luminespib,Olaparib,0
BT-474,Sapitinib,Uprosertib,0
HCC1419,PD173074,Nilotinib,0
MDA-MB-436,MK-1775,Sapitinib,0
HCC1419,Sapitinib,Nilotinib,0
HCT-116,BMS-754807,5-Fluorouracil,0
SNU-175,LGK974,Linsitinib,0
BxPC-3,Oxaliplatin,OSI-027,0
MDA-MB-453,Docetaxel,Linsitinib,0
CAL-51,Olaparib,Taselisib,0
MFM-223,5-Fluorouracil,Afatinib,0
EFM-19,5-Fluorouracil,AZD6482,0
CL-11,SCH772984,AZD4547,0
MDA-MB-175-VII,AZD7762,SB216763,0
HT-115,Dabrafenib,AZD4547,0
CFPAC-1,Linsitinib,MK-2206,0
EFM-192A,Axitinib,5-Fluorouracil,0
MDA-MB-175-VII,Gemcitabine,Bortezomib,0
CFPAC-1,Cisplatin,Palbociclib,0
PANC-10-05,OSI-027,Galunisertib,0
LS-513,Olaparib,AZD7762,0
HCC2218,Olaparib,MK-1775,0
SW1417,Vinorelbine,MK-1775,0
AsPC-1,MK-1775,Lapatinib,0
HCC1569,AZD7762,Dabrafenib,0
LoVo,Palbociclib,BMS-754807,0
SNU-175,5-Fluorouracil,Vinorelbine,0
NCI-H716,BMS-754807,Vinorelbine,0
HPAC,OSI-027,MK-2206,0
UACC-893,Vorinostat,Crizotinib,0
UACC-893,5-Fluorouracil,Entinostat,0
CL-11,SB216763,Camptothecin,0
HCC1569,Cisplatin,GSK269962A,0
CaR-1,5-Fluorouracil,Crizotinib,0
MCF7,Pictilisib,Camptothecin,0
HCC2218,Sapitinib,Alpelisib,0
DU-4475,Taselisib,BI-2536,0
NCI-H716,Crizotinib,Navitoclax,0
PANC-03-27,AZD7762,MK-1775,0
HCC1569,AZD7762,Vorinostat,0
HCT-15,Navitoclax,AZD4547,0
LoVo,Taselisib,Linsitinib,0
SW620,Vinorelbine,Afatinib,0
MZ1-PC,Dactolisib,Irinotecan,0
HCC1954,AZD7762,KU-55933,0
HCT-15,Oxaliplatin,BMS-754807,0
CFPAC-1,Linsitinib,Taselisib,0
LoVo,SCH772984,Palbociclib,0
COLO-678,Linsitinib,Vinorelbine,0
EFM-192A,Taselisib,Alpelisib,0
HCC1419,Temozolomide,Cisplatin,0
BT-474,5-Fluorouracil,AZD7762,0
CAL-148,PD173074,Linsitinib,0
HCC1428,Sapitinib,GSK269962A,0
SNU-81,MK-1775,Trametinib,0
COLO-824,Gemcitabine,Sapitinib,0
HCC1187,Docetaxel,MK-2206,0
OCUB-M,Bortezomib,Uprosertib,0
CCK-81,Linsitinib,AZD7762,0
DU-4475,Cisplatin,Afatinib,0
EVSA-T,Trametinib,Sapitinib,0
LS-180,MK-1775,AZD8055,0
HCC2218,Linsitinib,Luminespib,0
CAL-148,Sapitinib,Wee1 Inhibitor,0
AU565,Navitoclax,MK-1775,0
HCT-116,LGK974,SB216763,0
CAL-148,Bortezomib,KU-55933,0
ZR-75-1,Gemcitabine,Lapatinib,0
UACC-893,Luminespib,KU-55933,0
SUIT-2,Erlotinib,Crizotinib,0
YAPC,MK-2206,Irinotecan,0
HCC1599,Bortezomib,Afatinib,0
HDQ-P1,Navitoclax,Axitinib,1
HDQ-P1,Lapatinib,Sapitinib,0
EVSA-T,Crizotinib,ZM447439,0
MIA-PaCa-2,Navitoclax,Trametinib,0
MDA-MB-415,Luminespib,Vorinostat,0
HT55,Palbociclib,SB505124,0
HCC1143,MK-1775,Pictilisib,0
SNU-407,Camptothecin,Taselisib,0
MDA-MB-361,Trametinib,MK-2206,0
HCC1599,Taselisib,Dabrafenib,0
EVSA-T,Taselisib,Temozolomide,0
SW948,SB216763,BMS-754807,1
CAL-120,Lapatinib,SCH772984,0
BT-20,Sapitinib,SCH772984,0
MDA-MB-361,MK-1775,AZD8055,0
OCUB-M,Vorinostat,Temozolomide,0
MDA-MB-175-VII,PD173074,Paclitaxel,0
MDA-MB-468,MK-2206,Venetoclax,0
HCC1419,Pictilisib,Camptothecin,0
BxPC-3,Paclitaxel,Taselisib,1
LS-513,Dabrafenib,Camptothecin,0
HCC1395,MK-2206,Lapatinib,0
HuP-T4,Olaparib,AZD7762,0
PA-TU-8988T,Galunisertib,Dactolisib,0
OCUB-M,Navitoclax,Alpelisib,0
MDA-MB-361,Axitinib,Gemcitabine,0
CAPAN-2,Oxaliplatin,Sorafenib,1
HDQ-P1,Linsitinib,Wee1 Inhibitor,0
NCI-H716,Crizotinib,Afatinib,0
YAPC,Irinotecan,Navitoclax,1
SW1990,Linsitinib,Cisplatin,0
PANC-03-27,SCH772984,Palbociclib,0
HCC70,Navitoclax,Axitinib,0
MCF7,Taselisib,Alpelisib,0
PA-TU-8902,Paclitaxel,Sorafenib,0
EVSA-T,Olaparib,PF-4708671,0
HCC1143,Taselisib,Nilotinib,0
BT-549,Luminespib,Ribociclib,0
SNU-81,Olaparib,LGK974,0
MFM-223,Bortezomib,KU-55933,0
PANC-04-03,Crizotinib,Palbociclib,0
CFPAC-1,MK-2206,Lapatinib,1
DU-4475,OSI-027,Axitinib,0
CAL-51,Olaparib,Temozolomide,1
MFM-223,AZD7762,Crizotinib,0
MDA-MB-415,Luminespib,AZD7762,0
COLO-320-HSR,Vinorelbine,SB505124,0
LS-411N,5-Fluorouracil,SB216763,0
HuP-T4,Lapatinib,MK-1775,0
EFM-19,Taselisib,RO-3306,0
CAL-85-1,Navitoclax,GSK269962A,0
MDST8,Olaparib,Oxaliplatin,0
RKO,BMS-754807,Dabrafenib,0
T47D,Navitoclax,Paclitaxel,1
Hs-578-T,Navitoclax,OSI-027,0
HPAC,Ruxolitinib,LGK974,0
HCC1419,Olaparib,Dabrafenib,0
HCC1806,5-Fluorouracil,Gemcitabine,0
T47D,Lapatinib,Sorafenib,0
CCK-81,Navitoclax,Dabrafenib,0
PANC-10-05,Lapatinib,Sorafenib,1
PANC-08-13,Crizotinib,MK-2206,0
Hs-578-T,Cisplatin,Afatinib,0
MDA-MB-361,5-Fluorouracil,Wee1 Inhibitor,0
SW48,Palbociclib,LGK974,0
CAPAN-1,5-Fluorouracil,Lapatinib,0
ZR-75-30,AZD7762,NU7441,0
MRK-nu-1,Pictilisib,Nilotinib,0
HCC1599,MK-1775,ZM447439,0
HCC1187,Navitoclax,Lapatinib,1
HCC1937,Palbociclib,Linsitinib,0
Hs-578-T,Crizotinib,Taselisib,0
AsPC-1,LGK974,5-Fluorouracil,0
HCC2218,5-Fluorouracil,Doramapimod,0
UACC-893,Vorinostat,Afatinib,1
SK-CO-1,SCH772984,Taselisib,0
BT-20,Luminespib,AZD7762,0
SNU-81,SB505124,SB216763,0
SW620,5-Fluorouracil,Crizotinib,0
EVSA-T,AZD7762,Doramapimod,0
CAL-148,Vorinostat,Linsitinib,0
EVSA-T,Navitoclax,Crizotinib,0
BxPC-3,Linsitinib,Dasatinib,0
BT-483,Taselisib,Olaparib,0
HCC1806,Trametinib,Linsitinib,0
KP-3,LGK974,Irinotecan,0
BT-549,Bortezomib,MK-2206,0
HCC2998,SB505124,AZD4547,0
CAL-148,5-Fluorouracil,Nilotinib,0
KP-3,Galunisertib,Oxaliplatin,0
LS-123,AZD7762,SB505124,0
SW1116,AZD8055,Linsitinib,0
HuP-T4,AZD7762,Dactolisib,0
SW48,AZD7762,Crizotinib,0
PANC-04-03,Olaparib,5-Fluorouracil,0
SUIT-2,AZD7762,Paclitaxel,0
PL4,Lapatinib,MK-1775,0
MFM-223,Sapitinib,KU-55933,0
KP-3,Ruxolitinib,Navitoclax,0
HCC38,Vorinostat,Doramapimod,0
COLO-678,AZD4547,Trametinib,0
OCUB-M,Bortezomib,Cisplatin,0
SW1417,Linsitinib,AZD7762,0
LoVo,5-Fluorouracil,Crizotinib,0
SW48,Crizotinib,Taselisib,0
KP-3,AZD7762,OSI-027,0
MDA-MB-436,OSI-027,Wee1 Inhibitor,0
MDA-MB-453,Palbociclib,Linsitinib,0
HCC70,Lapatinib,JQ1,0
MDA-MB-175-VII,Docetaxel,Sorafenib,0
AsPC-1,Irinotecan,LGK974,0
