cell_line_names,anchor_names,library_names,labels
SUIT-2,Galunisertib,MK-2206,0
KP-1N,MK-2206,Erlotinib,0
MRK-nu-1,AZD7762,Docetaxel,0
HCC1569,Gemcitabine,ZM447439,0
MDA-MB-361,Trametinib,OSI-027,0
SK-CO-1,Camptothecin,Olaparib,1
EFM-192A,Olaparib,Afatinib,0
HCC1806,Bortezomib,Cisplatin,0
MCF7,Temozolomide,BI-2536,0
MDA-MB-453,Temozolomide,NU7441,0
HCC1806,MK-1775,5-Fluorouracil,0
MDST8,Trametinib,Sapitinib,0
SW48,MK-2206,Taselisib,0
HuP-T4,Taselisib,Lapatinib,0
HCC1395,5-Fluorouracil,Docetaxel,0
HPAC,AZD7762,Dactolisib,0
COLO-824,Lapatinib,MK-1775,0
SW620,Linsitinib,Dabrafenib,0
MDST8,Afatinib,BMS-754807,0
SNU-C2B,Oxaliplatin,Olaparib,0
SW1990,Paclitaxel,Ruxolitinib,0
MDA-MB-415,MK-1775,AZD7762,0
SNU-C5,Camptothecin,Vinorelbine,0
CAL-85-1,Bortezomib,Palbociclib,0
Hs-766T,Trametinib,OSI-027,0
BT-474,Olaparib,Alisertib,0
MDA-MB-175-VII,Docetaxel,Luminespib,0
EFM-192A,Taselisib,Navitoclax,1
HCC1599,5-Fluorouracil,PD173074,0
MDA-MB-468,OSI-027,Gemcitabine,0
MDA-MB-157,Taselisib,Luminespib,0
NCI-H716,Sapitinib,Dabrafenib,0
ZR-75-30,5-Fluorouracil,Gemcitabine,0
HDQ-P1,MK-2206,SB216763,0
EFM-19,OSI-027,Tozasertib,0
MDA-MB-175-VII,PD173074,Venetoclax,0
PANC-04-03,LGK974,Palbociclib,0
MDA-MB-231,OSI-027,Vorinostat,0
HCC1428,Gemcitabine,Venetoclax,0
MDA-MB-415,Axitinib,Cisplatin,0
SNU-175,Linsitinib,Dabrafenib,0
CAL-148,Temozolomide,Linsitinib,0
PANC-04-03,Dasatinib,Gemcitabine,0
PANC-10-05,Galunisertib,Olaparib,0
PANC-04-03,Paclitaxel,Erlotinib,0
KP-2,Galunisertib,Ruxolitinib,0
EFM-19,Vorinostat,Navitoclax,0
MDA-MB-453,Cisplatin,NU7441,0
PANC-04-03,Irinotecan,SCH772984,0
SW837,SB216763,AZD8055,0
MCF7,OSI-027,Olaparib,0
HCC1187,Docetaxel,Sapitinib,0
KP-2,MK-2206,Linsitinib,0
NCI-H747,Palbociclib,Oxaliplatin,0
CAL-85-1,Cisplatin,Uprosertib,0
MDA-MB-175-VII,MK-1775,Docetaxel,0
SW1116,Navitoclax,LGK974,0
MDA-MB-330,Temozolomide,Olaparib,0
SNU-175,Taselisib,Vinorelbine,0
SNU-C5,SCH772984,Dabrafenib,0
HT55,SB505124,Vinorelbine,0
MCF7,Vorinostat,KU-55933,0
MCF7,Palbociclib,Wee1 Inhibitor,0
PA-TU-8902,MK-2206,Erlotinib,0
PANC-10-05,LGK974,Ruxolitinib,0
CAL-51,MK-1775,Linsitinib,0
OCUB-M,Linsitinib,Bortezomib,0
HT-115,AZD4547,SCH772984,1
HCC1143,Olaparib,PF-4708671,0
CAL-148,Trametinib,SCH772984,0
CAL-51,Temozolomide,Doramapimod,0
T47D,Bortezomib,Gemcitabine,0
HCC1419,MK-2206,PD173074,0
HCC1428,MK-2206,Tozasertib,0
MDA-MB-330,Palbociclib,Bortezomib,0
HCC38,Crizotinib,AZD8055,0
EFM-192A,OSI-027,AZD7762,0
BT-20,MK-2206,Wee1 Inhibitor,0
NCI-H716,BMS-754807,MK-1775,0
MDA-MB-361,Trametinib,Sapitinib,0
HT-115,BMS-754807,LGK974,0
HCC1937,Docetaxel,Sapitinib,0
CAL-120,Trametinib,Dabrafenib,0
HuP-T3,Gemcitabine,Taselisib,0
BxPC-3,Dasatinib,Linsitinib,1
SNU-C2B,AZD4547,Palbociclib,0
SW1990,Trametinib,AZD7762,0
HCC1143,Temozolomide,AZD7762,0
MDST8,LGK974,Trametinib,0
EFM-19,5-Fluorouracil,Axitinib,0
HCC1599,Vorinostat,Axitinib,0
BxPC-3,Galunisertib,Navitoclax,0
HCC2157,Linsitinib,Gemcitabine,0
CAPAN-1,Irinotecan,Dactolisib,0
PANC-02-03,Palbociclib,Crizotinib,0
KP-3,Palbociclib,Oxaliplatin,0
CAL-85-1,Luminespib,Navitoclax,0
ZR-75-1,Vorinostat,SCH772984,0
OCUB-M,AZD7762,Afatinib,0
COLO-824,Trametinib,Paclitaxel,0
CAMA-1,Olaparib,Trametinib,0
SW1463,SB216763,Taselisib,0
DAN-G,Galunisertib,Erlotinib,0
GP5d,Taselisib,5-Fluorouracil,0
CL-11,LGK974,Navitoclax,0
HCC1599,Vorinostat,PF-4708671,0
HCC1419,Olaparib,Wee1 Inhibitor,0
CAL-120,OSI-027,Bortezomib,0
SUIT-2,MK-1775,MK-2206,1
YAPC,Galunisertib,Dactolisib,0
BT-483,Trametinib,PF-4708671,0
COLO-678,Afatinib,BMS-754807,0
LS-123,Oxaliplatin,LGK974,0
HCC1954,OSI-027,Luminespib,0
HPAC,Gemcitabine,Irinotecan,0
MIA-PaCa-2,Lapatinib,OSI-027,0
SW1116,5-Fluorouracil,AZD8055,0
HPAC,Erlotinib,Sorafenib,0
SW48,Oxaliplatin,BMS-754807,0
C2BBe1,SCH772984,AZD8055,0
MDA-MB-175-VII,Olaparib,MK-2206,0
CaR-1,Linsitinib,MK-2206,1
PA-TU-8988T,Olaparib,Taselisib,0
SU8686,Paclitaxel,Irinotecan,0
Hs-766T,LGK974,Sorafenib,0
YAPC,Taselisib,Erlotinib,1
SW948,Crizotinib,Sapitinib,1
CAL-148,Docetaxel,Pictilisib,0
MCF7,PD173074,Nilotinib,1
CAL-120,5-Fluorouracil,GSK269962A,0
HDQ-P1,Taselisib,OSI-027,0
MDA-MB-330,Crizotinib,RO-3306,0
KP-4,Cisplatin,MK-2206,0
YAPC,Paclitaxel,Taselisib,0
NCI-H747,Crizotinib,Camptothecin,0
MDST8,SB216763,AZD4547,0
MDA-MB-453,Navitoclax,SB216763,0
T84,LGK974,Olaparib,0
SNU-1040,MK-1775,AZD8055,0
MDA-MB-468,Taselisib,Alpelisib,0
HT-115,5-Fluorouracil,Dabrafenib,0
ZR-75-1,Linsitinib,Wee1 Inhibitor,0
BT-20,Axitinib,BI-2536,0
MDA-MB-330,Palbociclib,Luminespib,0
HCC1143,Sapitinib,Docetaxel,0
HCC1187,Gemcitabine,Paclitaxel,0
MDA-MB-436,Linsitinib,Entinostat,0
SNU-C2B,Taselisib,BMS-754807,0
HCC70,AZD7762,Temozolomide,0
ZR-75-30,Palbociclib,Axitinib,0
CAL-148,Temozolomide,Gemcitabine,0
CAMA-1,MK-2206,RO-3306,0
HCT-116,5-Fluorouracil,AZD8055,0
MRK-nu-1,AZD7762,Vorinostat,0
MDST8,5-Fluorouracil,Vinorelbine,0
KP-3,Sorafenib,Linsitinib,0
HCT-116,MK-1775,Palbociclib,0
PANC-10-05,5-Fluorouracil,Linsitinib,0
EVSA-T,Bortezomib,Sorafenib,0
SNU-81,Taselisib,LGK974,0
HCC1937,Trametinib,5-Fluorouracil,0
SW620,Navitoclax,Sapitinib,0
CAPAN-1,LGK974,Trametinib,0
SNU-175,Afatinib,Trametinib,0
BT-549,OSI-027,Palbociclib,0
SNU-C2B,Vinorelbine,Navitoclax,1
CAL-51,PD173074,PF-4708671,0
EFM-19,Temozolomide,Venetoclax,0
T47D,AZD7762,Taselisib,0
HCC1500,Palbociclib,OSI-027,0
LS-180,Palbociclib,Olaparib,0
LS-180,AZD4547,Navitoclax,0
CAMA-1,Cisplatin,Docetaxel,0
MDA-MB-361,Bortezomib,Doramapimod,0
MDA-MB-453,5-Fluorouracil,Uprosertib,0
HCC1569,Olaparib,RO-3306,0
HCC38,Axitinib,Luminespib,0
PSN1,5-Fluorouracil,Olaparib,0
COLO-824,Luminespib,AZD6482,0
HuP-T3,Lapatinib,Paclitaxel,0
BT-483,Palbociclib,NU7441,0
YAPC,Olaparib,SCH772984,0
MDA-MB-175-VII,Axitinib,Olaparib,0
MDA-MB-468,5-Fluorouracil,OSI-027,0
BT-474,Gemcitabine,Camptothecin,0
CAMA-1,AZD7762,NU7441,0
HCC1143,Temozolomide,OSI-027,0
BT-20,Trametinib,Sapitinib,1
MDA-MB-415,Olaparib,Temozolomide,0
JIMT-1,Lapatinib,Taselisib,0
BT-483,Trametinib,Alpelisib,0
SW1417,Crizotinib,Vinorelbine,0
MDA-MB-361,Axitinib,Docetaxel,0
T47D,Palbociclib,5-Fluorouracil,0
HCC1937,Gemcitabine,PF-4708671,0
HCC1419,Linsitinib,Trametinib,0
HCC1500,Sapitinib,MK-1775,0
HCC2157,Sapitinib,JQ1,1
Hs-766T,Cisplatin,Lapatinib,0
COLO-824,Vorinostat,Luminespib,0
MFM-223,Bortezomib,Tozasertib,0
MRK-nu-1,Taselisib,Alisertib,0
YAPC,Irinotecan,OSI-027,0
CAL-85-1,Trametinib,OSI-027,0
MFM-223,PD173074,Sapitinib,0
PANC-04-03,Paclitaxel,Palbociclib,0
HT-29,AZD7762,SB505124,0
SUIT-2,Crizotinib,Navitoclax,0
MDA-MB-157,OSI-027,MK-1775,0
SUIT-2,Cisplatin,Lapatinib,0
AsPC-1,Gemcitabine,Palbociclib,0
MDA-MB-453,Cisplatin,Ribociclib,0
SNU-81,Navitoclax,Olaparib,0
PA-TU-8988T,Erlotinib,Navitoclax,0
MDA-MB-361,AZD7762,Gemcitabine,1
ZR-75-30,Lapatinib,Cisplatin,0
PANC-10-05,MK-2206,Navitoclax,0
HCC1419,5-Fluorouracil,Doramapimod,0
MDA-MB-157,Crizotinib,Linsitinib,0
PANC-10-05,Crizotinib,Taselisib,0
HCC1187,Axitinib,PD173074,0
MDA-MB-415,Crizotinib,Alisertib,0
HCC1500,Taselisib,Doramapimod,0
ZR-75-30,PD173074,Nilotinib,0
MDST8,SCH772984,MK-2206,0
DU-4475,Lapatinib,AZD8055,0
HCC2157,PD173074,Ribociclib,0
MRK-nu-1,MK-1775,AZD8055,0
LS-123,MK-2206,Taselisib,0
JIMT-1,AZD7762,RO-3306,0
NCI-H747,SB216763,Linsitinib,0
BT-549,Navitoclax,Palbociclib,0
COLO-320-HSR,Camptothecin,MK-2206,0
HCC2218,AZD7762,Bortezomib,0
MDA-MB-157,AZD7762,5-Fluorouracil,1
MDA-MB-175-VII,Trametinib,AZD8055,1
NCI-H747,Navitoclax,Taselisib,0
OCUB-M,AZD7762,Alpelisib,0
HCC1569,Gemcitabine,Nilotinib,0
EVSA-T,PD173074,Gemcitabine,1
MIA-PaCa-2,Linsitinib,5-Fluorouracil,0
HCC202,Pictilisib,Palbociclib,0
MCF7,MK-2206,Entinostat,0
AU565,Sapitinib,Dabrafenib,0
MDA-MB-231,OSI-027,MK-2206,0
MZ1-PC,Cisplatin,Irinotecan,0
PSN1,SCH772984,Irinotecan,0
PANC-03-27,Ruxolitinib,Taselisib,0
HT55,LGK974,Olaparib,0
ZR-75-30,OSI-027,Afatinib,0
MDA-MB-436,Linsitinib,RO-3306,0
AU565,5-Fluorouracil,PD173074,0
LoVo,AZD4547,Trametinib,0
UACC-893,Docetaxel,Alisertib,0
NCI-H747,SB216763,Navitoclax,0
HT-29,Palbociclib,BMS-754807,0
ZR-75-30,Olaparib,OSI-027,0
GP5d,Navitoclax,LGK974,0
MDA-MB-231,Taselisib,Lapatinib,0
HCC38,Sapitinib,Linsitinib,0
CAMA-1,OSI-027,Wee1 Inhibitor,0
PANC-04-03,OSI-027,Dasatinib,0
ZR-75-1,Palbociclib,Trametinib,0
SW837,LGK974,AZD4547,0
CAPAN-2,Crizotinib,Olaparib,0
RCM-1,Sapitinib,5-Fluorouracil,0
SNU-1040,Olaparib,SB505124,0
EFM-192A,Bortezomib,Olaparib,0
PANC-02-03,Taselisib,Crizotinib,0
HCC1599,Pictilisib,AZD6482,0
HCC202,Pictilisib,Cisplatin,0
UACC-812,Cisplatin,MK-2206,0
CW-2,Afatinib,SB505124,0
PANC-10-05,Cisplatin,Erlotinib,0
BT-474,Luminespib,Doramapimod,0
HCC1143,Bortezomib,Taselisib,0
CL-11,MK-2206,5-Fluorouracil,0
SW1116,AZD7762,5-Fluorouracil,0
HCC1500,MK-2206,Palbociclib,0
NCI-H508,Sapitinib,Crizotinib,0
HCC1428,Vorinostat,Bortezomib,0
CAPAN-2,Linsitinib,Erlotinib,1
OCUB-M,Bortezomib,AZD6482,0
ZR-75-1,Sapitinib,Cisplatin,0
UACC-812,AZD7762,Linsitinib,0
HCC2998,Sapitinib,AZD4547,0
HCC2218,OSI-027,KU-55933,0
SNU-1040,AZD4547,Crizotinib,0
HDQ-P1,Lapatinib,Vorinostat,0
DU-4475,Lapatinib,Wee1 Inhibitor,0
MDA-MB-468,Temozolomide,OSI-027,0
PANC-08-13,Taselisib,Oxaliplatin,0
HCC1143,Cisplatin,SB216763,0
HCC1419,Axitinib,Venetoclax,0
CAMA-1,Cisplatin,Entinostat,0
CAL-148,Pictilisib,5-Fluorouracil,0
BT-474,OSI-027,Afatinib,0
SW620,MK-1775,LGK974,0
JIMT-1,Gemcitabine,AZD6482,0
BT-474,Linsitinib,KU-55933,0
LS-513,Palbociclib,BMS-754807,0
SW48,SB216763,Afatinib,0
AU565,Crizotinib,NU7441,0
RKO,BMS-754807,Camptothecin,0
CAMA-1,Navitoclax,Docetaxel,0
HCC1569,AZD7762,Luminespib,0
MFM-223,Palbociclib,SB216763,0
HCC70,5-Fluorouracil,AZD8055,0
HuP-T3,Galunisertib,Olaparib,0
HCC2218,Olaparib,Tozasertib,0
SK-CO-1,BMS-754807,Camptothecin,0
PSN1,Palbociclib,Crizotinib,0
BT-549,Sapitinib,Paclitaxel,0
HCC1395,Navitoclax,Temozolomide,0
HCC1500,Luminespib,AZD7762,0
KP-2,Ruxolitinib,AZD7762,0
PANC-04-03,5-Fluorouracil,Ruxolitinib,0
HT-115,SCH772984,5-Fluorouracil,0
KP-2,Palbociclib,OSI-027,0
BT-549,PD173074,NU7441,0
MDA-MB-415,Bortezomib,Docetaxel,0
DAN-G,Erlotinib,Palbociclib,1
OCUB-M,Palbociclib,GSK269962A,0
AsPC-1,OSI-027,Lapatinib,0
BT-20,Bortezomib,MK-2206,0
BT-549,Axitinib,Trametinib,0
MRK-nu-1,Linsitinib,Nilotinib,0
BT-483,Cisplatin,MK-1775,0
HCC1806,Lapatinib,Crizotinib,0
NCI-H508,LGK974,AZD8055,0
MDA-MB-231,Lapatinib,AZD8055,0
SW620,Taselisib,Vinorelbine,0
T47D,AZD7762,NU7441,0
HCC1428,Olaparib,Camptothecin,0
SU8686,Taselisib,SCH772984,0
MDA-MB-415,PD173074,ZM447439,0
PSN1,Dasatinib,Taselisib,1
HuP-T3,Trametinib,OSI-027,0
SNU-407,Crizotinib,Navitoclax,0
HT-115,Navitoclax,Linsitinib,1
CAL-148,Temozolomide,Ribociclib,0
COLO-824,Sapitinib,Lapatinib,0
SNU-C1,Camptothecin,AZD4547,0
KM12,AZD7762,Sapitinib,0
SNU-C2B,SCH772984,Taselisib,0
HDQ-P1,OSI-027,Wee1 Inhibitor,0
HDQ-P1,Gemcitabine,AZD8055,0
MDA-MB-453,Palbociclib,KU-55933,0
AU565,OSI-027,Alisertib,0
HCC1954,Linsitinib,AZD6482,0
HCC1500,MK-2206,Camptothecin,0
HCC2218,Temozolomide,Navitoclax,0
LS-123,MK-2206,SB505124,0
MDA-MB-468,Taselisib,5-Fluorouracil,0
HuP-T4,Linsitinib,AZD7762,0
HCC1500,MK-1775,BI-2536,0
MDA-MB-330,MK-2206,PD173074,0
LS-123,Navitoclax,5-Fluorouracil,0
BT-20,PD173074,MK-2206,0
PANC-03-27,Erlotinib,Dactolisib,0
SNU-81,MK-2206,Vinorelbine,0
KP-3,5-Fluorouracil,Galunisertib,0
HCC1806,PD173074,Trametinib,0
T47D,Gemcitabine,Afatinib,0
HCC2218,Temozolomide,ZM447439,0
PA-TU-8988T,Paclitaxel,Trametinib,0
LoVo,MK-2206,BMS-754807,0
DU-4475,MK-2206,Palbociclib,0
CAMA-1,Navitoclax,PD173074,0
OCUB-M,OSI-027,AZD6482,0
C2BBe1,Vinorelbine,MK-1775,0
HCC1187,Pictilisib,Alpelisib,0
HCC1187,Luminespib,GSK269962A,0
EFM-192A,Navitoclax,Entinostat,0
SW1116,Sapitinib,LGK974,0
RKO,Linsitinib,Oxaliplatin,0
HDQ-P1,MK-2206,GSK269962A,0
MDA-MB-361,Linsitinib,Sorafenib,0
SNU-175,BMS-754807,Sapitinib,0
CAL-85-1,Docetaxel,Paclitaxel,0
MDA-MB-175-VII,Vorinostat,Alpelisib,0
MDA-MB-468,Linsitinib,Wee1 Inhibitor,0
MRK-nu-1,Gemcitabine,Nilotinib,0
BT-474,Crizotinib,SB216763,0
KP-2,SCH772984,5-Fluorouracil,0
CAL-120,Vorinostat,Venetoclax,0
HCT-15,Vinorelbine,Camptothecin,0
SW948,Crizotinib,AZD7762,0
EFM-19,Lapatinib,Doramapimod,0
HCC2998,Oxaliplatin,Linsitinib,0
UACC-893,MK-1775,OSI-027,0
HDQ-P1,Olaparib,Bortezomib,0
DU-4475,PD173074,Uprosertib,0
T84,LGK974,SCH772984,0
MCF7,Vorinostat,Trametinib,0
HCC1954,Gemcitabine,Sapitinib,0
EFM-19,Lapatinib,Trametinib,0
CAL-120,Olaparib,Sorafenib,0
HCC2998,AZD7762,Dabrafenib,0
EFM-19,MK-2206,AZD6482,0
MCF7,Olaparib,5-Fluorouracil,0
SUIT-2,Paclitaxel,Crizotinib,0
KP-3,Crizotinib,OSI-027,0
Hs-578-T,Docetaxel,Taselisib,0
PL4,AZD7762,SCH772984,0
CAL-85-1,Vorinostat,PD173074,0
CAL-148,OSI-027,PD173074,0
UACC-893,Trametinib,Olaparib,0
MCF7,Vorinostat,Doramapimod,0
MRK-nu-1,Vorinostat,PF-4708671,0
HCC1419,Linsitinib,NU7441,0
HCC2157,Trametinib,BI-2536,0
CAL-120,Trametinib,Sapitinib,0
MDA-MB-175-VII,Palbociclib,RO-3306,0
CAMA-1,5-Fluorouracil,Sapitinib,0
MDA-MB-468,Gemcitabine,Palbociclib,0
HPAC,Trametinib,AZD7762,0
HCC70,Taselisib,Tozasertib,0
SNU-407,BMS-754807,AZD8055,0
BxPC-3,Olaparib,Cisplatin,0
UACC-893,Taselisib,Sorafenib,0
CAL-51,Lapatinib,Olaparib,0
HCC1954,Vorinostat,Ribociclib,0
BT-20,MK-1775,Crizotinib,0
HDQ-P1,Pictilisib,Axitinib,0
SU8686,Dactolisib,Galunisertib,0
KP-3,MK-2206,Gemcitabine,0
BxPC-3,Dactolisib,5-Fluorouracil,0
PA-TU-8988T,Navitoclax,Galunisertib,0
DU-4475,Gemcitabine,Venetoclax,1
MDA-MB-468,PD173074,Alpelisib,0
KP-3,Dasatinib,Palbociclib,0
HCC1395,Linsitinib,Axitinib,0
SNU-81,Dabrafenib,SB216763,0
COLO-678,SCH772984,Trametinib,0
UACC-812,Olaparib,Linsitinib,0
HCC2157,Lapatinib,Doramapimod,0
HCT-116,MK-2206,5-Fluorouracil,0
PANC-10-05,Crizotinib,AZD7762,0
UACC-893,5-Fluorouracil,Ribociclib,0
HCC1395,Luminespib,Uprosertib,0
LS-180,Sapitinib,AZD7762,0
BT-474,Palbociclib,MK-2206,0
MDA-MB-330,Sapitinib,BI-2536,0
HCC1954,Cisplatin,AZD6482,0
OCUB-M,MK-1775,Bortezomib,0
EVSA-T,Vorinostat,5-Fluorouracil,0
HCC1419,PD173074,Crizotinib,0
Hs-578-T,Taselisib,5-Fluorouracil,0
SW1463,Trametinib,Camptothecin,0
CFPAC-1,Ruxolitinib,Dactolisib,0
BxPC-3,Trametinib,OSI-027,0
MDA-MB-436,Gemcitabine,Venetoclax,0
NCI-H747,5-Fluorouracil,Navitoclax,0
CAL-85-1,Cisplatin,Axitinib,0
HCC1428,Luminespib,Doramapimod,0
CL-11,Linsitinib,5-Fluorouracil,0
MDA-MB-157,OSI-027,PF-4708671,0
HCC70,Crizotinib,JQ1,0
BT-549,Docetaxel,AZD6482,0
COLO-824,Luminespib,Entinostat,0
SW1990,AZD7762,OSI-027,0
OCUB-M,5-Fluorouracil,Alpelisib,0
MDA-MB-453,Lapatinib,Bortezomib,0
SK-CO-1,SB505124,BMS-754807,0
SUIT-2,Ruxolitinib,Navitoclax,0
KP-3,Irinotecan,Dasatinib,0
BT-474,Navitoclax,Docetaxel,0
HCC1806,PD173074,MK-1775,0
KP-4,Galunisertib,Palbociclib,0
BT-483,Docetaxel,Palbociclib,0
HCT-15,SB216763,Afatinib,0
MZ1-PC,Sorafenib,5-Fluorouracil,0
CAPAN-2,Irinotecan,Oxaliplatin,0
EVSA-T,Cisplatin,Sorafenib,0
EFM-192A,Axitinib,Camptothecin,0
SW1463,MK-1775,Linsitinib,0
BxPC-3,Cisplatin,Taselisib,0
HCC1937,Gemcitabine,Linsitinib,0
EVSA-T,Axitinib,Olaparib,0
HCC1143,MK-2206,AZD8055,0
MCF7,Cisplatin,BI-2536,0
ZR-75-1,Sapitinib,PD173074,0
LS-411N,5-Fluorouracil,Sapitinib,0
PA-TU-8902,Cisplatin,Palbociclib,0
UACC-893,Bortezomib,Linsitinib,0
PA-TU-8988T,OSI-027,Trametinib,0
CFPAC-1,Irinotecan,Oxaliplatin,0
MDA-MB-436,Docetaxel,Alpelisib,0
MDA-MB-415,Taselisib,AZD7762,0
HCC1187,Crizotinib,Camptothecin,0
HCC2998,SB216763,AZD7762,0
T47D,Bortezomib,Cisplatin,0
KM12,Vinorelbine,Dabrafenib,0
OCUB-M,Gemcitabine,BI-2536,0
MDA-MB-361,Olaparib,Pictilisib,0
LS-513,Olaparib,Camptothecin,0
BT-474,Cisplatin,Lapatinib,0
HCC1395,Vorinostat,JQ1,0
MDA-MB-157,Navitoclax,Olaparib,0
MDA-MB-468,MK-2206,Alisertib,0
SNU-175,AZD8055,Olaparib,0
CAL-51,Temozolomide,Cisplatin,0
LS-123,LGK974,Dabrafenib,0
T84,SB216763,Dabrafenib,0
PANC-10-05,Galunisertib,SCH772984,0
HCC1187,Docetaxel,Tozasertib,0
HCC1937,Cisplatin,Nilotinib,0
HT55,Taselisib,Trametinib,0
ZR-75-1,Linsitinib,Luminespib,0
HCC1500,Docetaxel,MK-2206,0
HCC1187,Navitoclax,Taselisib,1
SW1463,MK-2206,Navitoclax,0
GP5d,Taselisib,Linsitinib,0
PANC-03-27,Taselisib,MK-2206,0
SUIT-2,SCH772984,Irinotecan,0
CAPAN-2,Taselisib,Lapatinib,0
HDQ-P1,Lapatinib,JQ1,0
HCC1954,Olaparib,Trametinib,0
PA-TU-8988T,Ruxolitinib,Dasatinib,0
CL-11,Oxaliplatin,Linsitinib,0
SNU-407,MK-2206,SCH772984,1
