,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,ExactMolWt,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,FractionCSP3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MaxPartialCharge,MinAbsEStateIndex,MinAbsPartialCharge,MinEStateIndex,MinPartialCharge,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRadicalElectrons,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,RingCount,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,qed
Gemcitabine,2.4191219777016335,506.83126955905954,13.499635521070495,9.032488305270316,9.032488305270316,8.374245891192093,5.04475346305023,5.04475346305023,3.8710878934285597,3.8710878934285597,2.663557921514029,2.663557921514029,1.7228616480990466,1.7228616480990466,36.65498847704244,18.681894674262168,0.0,5.817862777835028,4.567099647791355,12.263210640074686,0.0,0.0,0.0,4.9839785209472085,15.57705782580294,263.071762272,1.6111111111111112,2.2777777777777777,2.7777777777777777,0.5555555555555556,-1.5800000000000003,18,252.11199999999994,10211.95767024135,12.866060785008983,4.264616604979354,1.8546532535041431,99.43404632324699,13.700872071050643,0.393564363221731,13.700872071050643,0.35131379854975847,0.11405562379272616,0.35131379854975847,-3.7132752267573697,-0.393564363221731,-1.2886000000000004,54.859000000000016,263.2,4,7,0,1,1,0,1,1,7,3,9,0,2,0,1,1,100,20.683585220643646,11.92182916558333,6.103966387748303,6.22790117073487,0.0,11.61227256629805,4.567099647791355,4.794537184071822,13.764808616296849,0.0,0.0,6.06636706846161,6.196843571613076,6.606881964512918,2,23.7307478388311,5.817862777835028,0.0,9.551078168738563,0.0,24.358363114326053,12.340549441675103,22.74749122234998,0.0,0.0,11.423410875365658,14.598692873184667,0.0,0.0,44.501476866524065,4.736862953800049,0.0,6.22790117073487,17.057747824146507,0.0,0.0,0.0,110.60000000000001,32.70181783824641,0.0,14.718198223733937,18.10387760351054,4.209688995968758,-3.827330850550096,1.1522751322751323,-4.687900132275134,-0.787293477576215,0.0,0,2,2,1,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6120873727300362
SB505124,1.897989094820071,938.3545914642867,17.604083527755577,14.882132168251946,14.882132168251946,11.914834803611855,8.362076558222283,8.362076558222283,7.291266111484548,7.291266111484548,4.204695289144865,4.204695289144865,2.8488151303508307,2.8488151303508307,0.0,0.0,0.0,12.207932775496607,0.0,45.66259163565857,0.0,0.0,43.321939610460284,30.73916864096629,14.457704428547306,335.163376912,1.0,1.8,2.56,0.3,-2.82,25,314.23900000000003,732349.4740294788,15.692856440774952,5.618746211579336,2.8616400933114594,146.60495990639652,5.5235373493533215,0.4535950550901609,5.5235373493533215,0.23080067581468153,0.09011518959435638,0.23080067581468153,-0.09011518959435638,-0.4535950550901609,4.473320000000005,96.81470000000004,335.40700000000004,1,5,0,1,1,1,2,3,4,1,5,0,2,0,0,0,128,14.457704428547306,5.824404497999927,11.49902366656781,6.792942306099827,0.0,0.0,4.9839785209472085,4.9839785209472085,0.0,0.0,26.83757866753348,37.255572541998674,16.672369955942237,17.081783984545382,4,9.473725907600098,0.0,0.0,14.951935562841626,0.0,33.10993926815928,6.792942306099827,47.91653490361804,0.0,34.144259142810185,9.473725907600098,0.0,11.49902366656781,0.0,21.744877868941455,5.41499046939678,6.923737199690624,32.28954409192026,36.39820241076966,0.0,22.645235476242377,0.0,60.03,10.940131884167553,0.0,13.04735725308642,0.0,4.548619640757539,2.449068680713027,11.919780529106603,0.0,8.678375345502197,0.0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7502633657850957
Vorinostat,2.032661268153765,392.93736710495426,13.924438962994,10.893102209495101,10.893102209495101,9.21954535281284,6.499645471923349,6.499645471923349,4.363395035452541,4.363395035452541,2.7399240433905256,2.7399240433905256,1.7255431762256637,1.7255431762256637,0.0,9.589074368143644,0.0,11.814359458703011,12.841643245852019,31.3706727663876,0.0,5.480096598121202,30.33183534230805,5.316788604006331,5.20725302477729,264.1473925,0.8947368421052632,1.4736842105263157,2.0526315789473686,0.42857142857142855,-1.88,19,244.16499999999996,18362.67235241125,15.178411214953275,9.103589516578463,7.205209337695133,112.52198085364748,11.59141463182814,0.32609847921656915,11.59141463182814,0.24282861814920875,0.013241895523641967,0.24282861814920875,-0.3594253181225928,-0.32609847921656915,2.4710999999999994,72.70290000000003,264.3249999999999,3,5,0,0,0,1,0,1,3,3,5,0,8,0,0,0,104,5.316788604006331,0.0,0.0,11.814359458703011,0.0,0.0,14.796327392920933,5.480096598121202,0.0,0.0,31.04074445123685,24.97437738277524,18.52902952053558,0.0,1,14.796327392920933,17.501745733386574,0.0,5.480096598121202,0.0,38.524929737556064,5.316788604006331,30.33183534230805,0.0,0.0,10.796885202127534,5.687386274683562,0.0,0.0,17.0216124834803,9.589074368143644,0.0,38.524929737556064,30.33183534230805,0.0,0.0,0.0,78.43,0.0,0.0,22.32211625455416,11.122017013037416,2.4104883776367503,-0.34618342259895085,9.359749944038676,4.131811833331945,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.3832200999836572
Dabrafenib,1.8543520189628482,1512.3966074924404,25.543241116511005,18.804679790089647,20.4376729519451,16.380865845904957,10.241726976507504,12.541386805029624,8.57022660728696,11.188543385132084,4.861436867417773,7.78116212646452,3.226049135509026,5.531793052489419,38.05782342674661,17.198627079678577,4.39041504767482,22.62070923692873,15.578698885402527,24.26546827384644,29.666363586471032,6.06636706846161,25.49330646352396,14.951935562841626,5.733667477162185,519.10105154,0.9714285714285714,1.6285714285714286,2.257142857142857,0.17391304347826086,-3.509999999999999,35,499.4140000000002,47379897.87806724,24.609405400366068,8.930450213513243,4.842300406739031,203.50889639034105,15.679012188208617,0.36777454449082114,15.679012188208617,0.2673565397400692,0.02134790026155642,0.2673565397400692,-4.77700240623874,-0.36777454449082114,5.364900000000002,128.8129,519.5740000000002,3,7,0,0,0,2,2,4,7,2,12,0,5,0,0,0,182,5.733667477162185,11.63444168209179,10.71270431656367,5.948339280986494,10.023291153407584,0.0,4.722094864452088,36.54097769019503,0.0,11.336785877934737,32.903945735995094,30.33183534230805,17.17528553270685,26.96001315493455,4,21.589042127353395,32.99580258701238,0.0,14.951935562841626,0.0,31.081685543986428,10.455762341614273,71.12069927083479,0.0,21.828454675095216,10.455762341614273,24.80697069869452,0.0,11.336785877934737,23.369732547170564,15.438281622804364,17.451662523137685,25.778835295924637,53.55689652636212,0.0,21.828454675095216,0.0,110.85999999999999,71.22642016692589,1.2901277743203696,12.01484220372809,0.6791621769167315,5.4558860837956065,-3.5472644771556965,8.204879660459271,1.460109724153389,5.82617242642842,-4.77700240623874,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.3670492157866047
Uprosertib,1.7612264733619198,999.6819256832391,20.421920772951363,14.678447110665028,16.190305002701937,13.29493275328225,8.218353336788047,8.9742822828065,6.1214237976599595,6.871909510867271,4.145628029085384,4.702976318456743,2.7568079674043386,3.251740572141302,23.583462240591256,13.575367279421462,0.0,23.945254688631803,21.84346429198378,12.13273413692322,23.01138064368148,7.04767198267719,0.0,10.415470412307368,33.35269819468056,428.06183755200004,1.3214285714285714,2.0714285714285716,2.6785714285714284,0.2222222222222222,-2.4199999999999986,28,413.1260000000001,1994854.8206801554,20.31775754729731,8.29937512281869,4.187803132237924,168.76074306492612,13.366838611542727,0.43879953254008386,13.366838611542727,0.28685884313467735,0.013375810864086013,0.28685884313467735,-0.962859267592173,-0.43879953254008386,3.5649000000000015,101.30060000000002,429.25400000000013,3,6,0,0,0,1,2,3,5,2,10,0,6,0,0,0,148,15.467607018221862,0.0,17.394689100966232,5.219429240918773,5.907179729351506,0.0,9.476340119217006,8.78083009534964,5.098681808301038,0.0,17.667306958694127,35.71794714177874,25.700636286199337,22.476856371899856,3,17.992518216474807,29.10905950981654,0.0,15.097273347452553,12.781339459839375,12.462662452073971,6.544756405912575,63.66251499278284,0.0,11.257379486545457,11.050456081168516,8.78083009534964,0.0,23.20187978046503,28.274261707858265,13.4684936056032,11.63444168209179,16.118236094643258,34.87946278251286,10.242062554660098,11.257379486545457,0.0,86.08,33.27026148246803,12.211834473145418,12.521696953472745,7.055615506167941,7.117965272760641,-2.496058820972587,4.446964731280184,1.6671995259207006,0.08292860817166359,1.6771478231408232,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6276675785601484
GSK269962A,1.0900613289281635,1677.4409083156925,28.89032981031536,23.025123454710776,23.025123454710776,20.568014581162373,13.640569624104277,13.640569624104277,9.599865393630317,9.599865393630317,6.86223364253044,6.86223364253044,4.6984981765439775,4.6984981765439775,0.0,4.794537184071822,0.0,11.725042507186533,53.06700951698998,44.114245697663726,0.0,60.794147187767564,11.49083684748198,30.497981891002116,24.57329527545568,570.2339160600001,1.0714285714285714,1.9047619047619047,2.6666666666666665,0.27586206896551724,-5.01,42,540.3700000000003,6047680557.443069,27.174169208457023,12.243681053304407,6.013461001442041,240.70950819186424,12.897805361745068,0.4922639728983455,12.897805361745068,0.2551643273607723,0.1593123069023461,0.2551643273607723,-0.24300256346130555,-0.4922639728983455,3.839000000000002,154.57159999999976,570.61,3,13,0,1,1,2,3,5,12,2,13,0,10,0,1,1,216,29.82814459036002,23.62260634869699,17.336195270683415,5.879988336435371,5.907179729351506,0.0,9.694446914922299,14.596995978787767,0.0,0.0,6.06636706846161,53.63526612471117,49.56259752695407,24.927308218255174,6,23.634164982365316,28.445830217102618,0.0,29.748292934787138,0.0,13.4684936056032,50.50537119244499,66.35759867946456,0.0,28.897344495851566,20.524181988768614,11.50524905251859,17.37901200300318,0.0,75.11038777541512,11.281619359712625,0.0,17.28172587545944,65.42318612466092,0.0,22.55173392808091,0.0,155.67999999999998,23.917581975825364,0.0,24.189446305197137,10.438174641781464,8.783882048026381,2.040248360661881,15.980507656690254,1.6167309992842007,7.366761345866653,0.0,0,0,0,1,0,5,0,0,0,0,1,1,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,2,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2514867782064573
KU-55933,1.583891878422536,1057.2875241187648,18.216967702877945,14.5130345952721,16.146027757127552,13.275989583278102,8.838349359021972,10.471342520877423,6.378707838583887,8.514683636393954,4.601831925687968,7.21613930251456,3.279190489535589,5.662999006052939,0.0,4.794537184071822,0.0,5.428790391900541,24.85819354976129,23.548447779039922,14.686450426553325,35.65650403570545,12.13273413692322,35.23174507315853,9.154013890853395,395.064985404,0.8518518518518519,1.5925925925925926,2.4074074074074074,0.19047619047619047,-2.1499999999999986,27,378.3690000000001,2979401.871240159,16.982887192164096,7.110004367878112,3.2877465569550632,165.0796355566465,12.36362269407814,0.440234638550464,12.36362269407814,0.19962083304809838,0.03777079659024074,0.19962083304809838,-0.03777079659024074,-0.440234638550464,4.759200000000003,108.13400000000001,395.50500000000005,0,4,0,2,2,2,1,3,6,0,6,0,2,0,1,1,136,14.053923621703873,5.760247418874442,11.31297259376155,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,47.78923817262867,18.19910120538483,50.36763234251647,13.213763929025836,5,9.154013890853395,29.407952100643243,0.0,0.0,0.0,19.5819339020711,31.203186471701464,64.82063119212685,0.0,11.323698910571437,10.32870012275102,5.884182201861009,0.0,23.52376989878223,26.303276740850986,4.736862953800049,0.0,0.0,83.39092563935077,0.0,11.323698910571437,0.0,42.68,11.592044131166016,3.4950108274995535,19.25709982933332,0.0,0.9267778145208706,1.236656168640296,17.72412458234858,0.0,2.768286646491358,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48753390702796584
Oxaliplatin,0.0,190.81835015416888,11.137828201504695,8.010279201069922,10.28248725616204,6.447264862732148,4.332642069414507,4.332642069414507,3.1077483237813674,3.1077483237813674,1.9489127783717195,1.9489127783717195,1.1308704672844427,1.1308704672844427,11.938610575903699,0.0,0.0,33.14894871966704,0.0,12.841643245852019,12.841643245852019,0.0,0.0,0.0,31.26946411214942,397.060148028,0.9333333333333333,1.2,1.3333333333333333,0.75,-0.4516883116883115,15,383.176,864.4997417727726,16.959473294699688,8.824483560509332,8.536836805481366,102.27322701889209,9.099537037037036,2.0,9.099537037037036,2.0,0.0,0.675828777536699,-1.8240740740740737,-0.675828777536699,1.5551000000000001,49.95900000000001,397.288,4,6,1,0,1,0,0,0,2,2,7,0,0,1,0,1,90,21.68038974400578,0.0,0.0,0.0,0.0,33.00387763727482,0.0,9.589074368143644,12.083681658295921,0.0,25.683286491704038,0.0,0.0,0.0,1,40.86739621919618,11.938610575903699,0.0,0.0,0.0,37.76696814999996,0.0,11.46733495432437,0.0,0.0,0.0,0.0,0.0,0.0,34.235347023881026,30.654341429514766,0.0,25.683286491704038,0.0,0.0,11.46733495432437,0.0,122.20000000000002,0.0,0.0,18.199074074074073,14.782407407407407,14.580925925925925,-3.6481481481481475,-0.15972222222222276,4.2454629629629625,0.0,0.0,2,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6024053311132676
MK-1775,1.4975485220918543,1475.3063340990172,26.15612529163336,21.42475016428944,21.42475016428944,17.74053330630734,12.347299294487778,12.347299294487778,9.820872767674631,9.820872767674631,6.547659389897677,6.547659389897677,4.43990239227844,4.43990239227844,5.601050810983688,9.901064578912528,0.0,12.104023300964581,28.49353148890251,31.866411898333865,16.566032781441823,42.80439864674514,12.13273413692322,50.84390691080061,4.9839785209472085,500.26482226400003,1.0810810810810811,1.8108108108108107,2.4864864864864864,0.3333333333333333,-4.02,37,468.35100000000034,241184185.4197905,24.66458181684164,9.794347261520059,4.979011598970955,215.0476193986597,13.181203874242083,0.3841413089660012,13.181203874242083,0.2780221867196085,0.24218418332006086,0.2780221867196085,-1.1383826488870756,-0.3841413089660012,2.8860000000000015,145.79649999999987,500.6070000000003,2,10,0,1,1,1,3,4,10,2,10,0,7,0,1,1,192,20.223135460547994,10.987275025448483,11.465039998602755,5.948339280986494,5.559266895052007,0.0,4.794537184071822,19.331562912184786,4.9839785209472085,6.578935683598497,12.142387175295491,57.29334879282809,43.7506417446305,12.238684400761036,5,5.106527394840706,28.35651326558614,0.0,29.215451163982472,0.0,25.99328161627751,43.4433959411843,77.36410091524903,0.0,5.817862777835028,15.775965229908817,17.323111830353618,0.0,0.0,67.54867616515067,12.145807216896262,0.0,19.54140239422971,66.11090602534854,0.0,16.85126421306755,0.0,104.33999999999999,3.1620780280490015,0.0,31.601287188464937,14.099735554206662,1.548159684407397,0.8312475482964197,13.51975479705862,3.1732618383033246,11.502504045779315,2.1453046487676537,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,7,1,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.37351787019809934
AZD4547,1.3335104062904206,1079.6288082975368,24.078775022443736,20.221101879033956,20.221101879033956,16.42738658866908,11.61856739339471,11.61856739339471,8.87407989978903,8.87407989978903,6.0189273025824,6.0189273025824,4.3931627391407515,4.3931627391407515,0.0,4.794537184071822,0.0,5.907179729351506,23.464995927827946,54.374945485474,0.0,14.219595082555067,48.53093654769288,39.578324954846465,9.473725907600098,463.25833991599995,1.0,1.6470588235294117,2.264705882352941,0.38461538461538464,-3.519999999999999,34,430.3180000000003,56288124.991182044,23.63192079581026,10.60684026405123,5.879628369866464,200.19955620330106,12.719074287652617,0.49661419735069684,12.719074287652617,0.2563624799002267,0.17668607413376547,0.2563624799002267,-0.17668607413376547,-0.49661419735069684,3.6510000000000025,134.20959999999997,463.5820000000003,3,8,0,1,1,2,1,3,6,3,8,0,8,0,1,1,180,25.007212846463236,11.49902366656781,5.817862777835028,0.0,5.907179729351506,0.0,9.893218992372859,0.0,5.098681808301038,0.0,0.0,68.65077154769992,54.25069436827331,14.219595082555067,4,14.268263091671919,17.412428781870098,0.0,15.514152220608405,0.0,38.7727993035292,37.52580622923703,65.35176752593533,0.0,11.49902366656781,25.007212846463236,11.50524905251859,11.49902366656781,0.0,55.49733289862971,12.841643245852019,0.0,35.462842561695524,48.53093654769288,0.0,0.0,0.0,91.51000000000002,10.674555640650214,0.0,15.071670504599744,13.678938298031223,3.777886532331662,1.8602314142826695,16.336907180689337,1.5310344252385544,6.286976097930175,3.2817999062464187,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,1,0,2,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47241433668398136
RO-3306,1.5507871725421754,961.3190305643665,16.355160383312146,12.599781535474314,14.232774697329766,11.775989583278102,7.4034602266056435,9.099609618788264,5.2210588911994105,7.283952955487528,3.5343074093407334,5.343127073592342,2.389065855396072,3.8370833501677635,0.0,4.794537184071822,0.0,5.907179729351506,16.61754468938067,16.46637642377805,16.639032143092415,17.533629449547814,53.920652356531065,15.293171857589208,0.0,351.0500040360001,1.2083333333333333,2.1666666666666665,3.0416666666666665,0.05555555555555555,-2.439999999999999,24,338.352,681674.1331678752,15.109088053984662,6.5858728780864215,3.2460661316667205,146.88926628980093,12.123173107205847,0.3005453575082845,12.123173107205847,0.26361873995025553,0.10072851054001797,0.26361873995025553,-0.10072851054001797,-0.3005453575082845,4.056400000000003,100.9117,351.45599999999996,1,4,0,1,1,1,2,3,5,1,6,0,3,0,1,1,118,5.316788604006331,0.0,5.167651769578048,0.0,5.907179729351506,0.0,14.770920437654699,0.0,0.0,11.336785877934737,18.19910120538483,53.04688759223435,16.46021497977917,16.966593637418885,4,4.794537184071822,51.152447365170346,0.0,10.30076712495354,4.992404732635669,6.544756405912575,0.0,69.3872110205986,0.0,0.0,5.316788604006331,0.0,0.0,23.098670827325854,16.058810019876763,11.339293589984397,0.0,10.440598685398296,63.93901706783598,0.0,16.978945038914937,0.0,54.35,0.0,3.042324928327675,22.728138280663053,6.5574368734997694,1.9250302782647872,-0.10072851054001797,13.924802378929986,3.663864843027035,0.5924642611610503,0.0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.7242291485762761
Alisertib,1.5963725262913524,1574.5338937420374,26.10371904882607,19.75013767249268,20.506066618511138,17.88858044840886,11.111607338616192,11.48957181162542,8.084505867750485,8.520941648222468,5.884083746909235,6.119180849696974,4.176946971964455,4.349049995917323,11.786526128997744,9.901064578912528,4.39041504767482,29.369510503576965,38.992047402721944,5.563451491696996,26.352329219478285,42.595045982382736,6.06636706846161,10.30076712495354,31.05104905141549,518.1157110199999,1.054054054054054,1.864864864864865,2.6216216216216215,0.1111111111111111,-4.499999999999999,37,498.77200000000033,251607344.96582726,24.205760930756238,9.86545745307634,4.564058272632674,215.95769372856546,15.045488093048675,0.49594129485140137,15.045488093048675,0.33898003759253575,0.03699396200332794,0.33898003759253575,-1.0951517921345657,-0.49594129485140137,5.746100000000004,138.00899999999993,518.9320000000002,2,8,0,1,1,3,1,4,7,2,10,0,6,0,0,0,186,19.897041906447136,22.879695999310698,0.0,5.948339280986494,0.0,5.969305287951849,4.992404732635669,19.152909273641058,0.0,0.0,23.733674027155736,36.39820241076966,39.66358470359056,37.73341597778381,5,23.765205534187444,34.91765573662512,0.0,9.967957041894417,4.992404732635669,6.544756405912575,19.536383686561397,93.88780730934279,0.0,22.756403153113265,14.790514511606428,16.026140603344874,11.49902366656781,11.600939890232516,40.97506981001274,6.544756405912575,5.817220841045895,27.048343150859804,65.78655192040324,5.022633313741326,11.257379486545457,0.0,105.93,25.67877152806881,6.346660352248918,25.24551656139012,12.876497509901084,3.8513963489073806,-0.7425334796160825,14.45992637849075,1.6497288884689678,0.20423184422733476,2.8742485123571604,0,0,0,0,1,2,0,0,1,1,1,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,3,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3347159311313273
5-Fluorouracil,3.5238977189940166,312.83394095677266,6.8533711511285205,4.271811323126579,4.271811323126579,4.198377302757663,2.1745807961581027,2.1745807961581027,1.4198610557263855,1.4198610557263855,0.7739642065842111,0.7739642065842111,0.39336190970452906,0.39336190970452906,17.066231134301376,13.979489415818463,0.0,0.0,6.196843571613076,0.0,0.0,4.9839785209472085,4.9839785209472085,0.0,0.0,130.017855556,1.4444444444444444,2.111111111111111,2.5555555555555554,0.0,-1.3900000000000001,9,127.054,104.20091930659319,5.741406044678055,1.8479763724759504,1.042170728106469,48.359278684403755,11.984814814814815,0.3253471361874118,11.984814814814815,0.3253471361874118,0.7070370370370369,0.3111557027192775,-1.0011574074074068,-0.3111557027192775,-0.7977000000000001,27.641399999999997,130.07799999999997,2,4,0,0,0,0,1,1,2,2,5,0,0,0,0,0,48,4.9839785209472085,0.0,0.0,5.817220841045895,5.559266895052007,5.689743398203474,9.77851570501903,4.794537184071822,4.39041504767482,0.0,0.0,0.0,6.196843571613076,0.0,1,4.39041504767482,0.0,0.0,9.967957041894417,0.0,0.0,0.0,32.8521490740581,0.0,0.0,11.24901029325548,4.39041504767482,0.0,0.0,9.967957041894417,0.0,5.817220841045895,0.0,15.785917939756718,0.0,0.0,0.0,65.72,11.984814814814815,0.0,24.005000000000003,0.0,-1.7081944444444437,-0.9911111111111108,0.0,0.7094907407407409,0.0,0.0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.482564502908463
