cell_line_names,anchor_names,library_names,labels
HCC1428,MK-2206,Tozasertib,0
MDA-MB-330,Palbociclib,Bortezomib,0
EFM-192A,OSI-027,AZD7762,0
BT-20,MK-2206,Wee1 Inhibitor,0
NCI-H716,BMS-754807,MK-1775,0
CAL-120,Trametinib,Dabrafenib,0
HuP-T3,Gemcitabine,Taselisib,0
SNU-C2B,AZD4547,Palbociclib,0
SW1990,Trametinib,AZD7762,0
EFM-19,5-Fluorouracil,Axitinib,0
HCC1599,Vorinostat,Axitinib,0
BxPC-3,Galunisertib,Navitoclax,0
HCC2157,Linsitinib,Gemcitabine,0
CAPAN-1,Irinotecan,Dactolisib,0
PANC-02-03,Palbociclib,Crizotinib,0
KP-3,Palbociclib,Oxaliplatin,0
CAL-85-1,Luminespib,Navitoclax,0
ZR-75-1,Vorinostat,SCH772984,0
OCUB-M,AZD7762,Afatinib,0
DAN-G,Galunisertib,Erlotinib,0
GP5d,Taselisib,5-Fluorouracil,0
HCC1599,Vorinostat,PF-4708671,0
HCC1419,Olaparib,Wee1 Inhibitor,0
YAPC,Galunisertib,Dactolisib,0
COLO-678,Afatinib,BMS-754807,0
HCC1954,OSI-027,Luminespib,0
MIA-PaCa-2,Lapatinib,OSI-027,0
SW1116,5-Fluorouracil,AZD8055,0
HPAC,Erlotinib,Sorafenib,0
SW48,Oxaliplatin,BMS-754807,0
C2BBe1,SCH772984,AZD8055,0
CaR-1,Linsitinib,MK-2206,1
PA-TU-8988T,Olaparib,Taselisib,0
SU8686,Paclitaxel,Irinotecan,0
SW948,Crizotinib,Sapitinib,1
CAL-148,Docetaxel,Pictilisib,0
CAL-120,5-Fluorouracil,GSK269962A,0
HDQ-P1,Taselisib,OSI-027,0
MDA-MB-330,Crizotinib,RO-3306,0
KP-4,Cisplatin,MK-2206,0
MDST8,SB216763,AZD4547,0
MDA-MB-453,Navitoclax,SB216763,0
SNU-1040,MK-1775,AZD8055,0
MDA-MB-468,Taselisib,Alpelisib,0
HT-115,5-Fluorouracil,Dabrafenib,0
ZR-75-1,Linsitinib,Wee1 Inhibitor,0
BT-20,Axitinib,BI-2536,0
HCC1187,Gemcitabine,Paclitaxel,0
SNU-C2B,Taselisib,BMS-754807,0
HCC70,AZD7762,Temozolomide,0
ZR-75-30,Palbociclib,Axitinib,0
CAL-148,Temozolomide,Gemcitabine,0
CAMA-1,MK-2206,RO-3306,0
HCT-116,5-Fluorouracil,AZD8055,0
MDST8,5-Fluorouracil,Vinorelbine,0
HCT-116,MK-1775,Palbociclib,0
PANC-10-05,5-Fluorouracil,Linsitinib,0
EVSA-T,Bortezomib,Sorafenib,0
SNU-81,Taselisib,LGK974,0
HCC1937,Trametinib,5-Fluorouracil,0
CAL-51,PD173074,PF-4708671,0
T47D,AZD7762,Taselisib,0
HCC1500,Palbociclib,OSI-027,0
LS-180,Palbociclib,Olaparib,0
CAMA-1,Cisplatin,Docetaxel,0
MDA-MB-361,Bortezomib,Doramapimod,0
MDA-MB-453,5-Fluorouracil,Uprosertib,0
HCC1569,Olaparib,RO-3306,0
PSN1,5-Fluorouracil,Olaparib,0
COLO-824,Luminespib,AZD6482,0
HuP-T3,Lapatinib,Paclitaxel,0
YAPC,Olaparib,SCH772984,0
MDA-MB-175-VII,Axitinib,Olaparib,0
BT-474,Gemcitabine,Camptothecin,0
CAMA-1,AZD7762,NU7441,0
HCC1143,Temozolomide,OSI-027,0
MDA-MB-415,Olaparib,Temozolomide,0
BT-483,Trametinib,Alpelisib,0
MDA-MB-361,Axitinib,Docetaxel,0
T47D,Palbociclib,5-Fluorouracil,0
HCC1937,Gemcitabine,PF-4708671,0
HCC1500,Sapitinib,MK-1775,0
COLO-824,Vorinostat,Luminespib,0
MRK-nu-1,Taselisib,Alisertib,0
YAPC,Irinotecan,OSI-027,0
MFM-223,PD173074,Sapitinib,0
PANC-04-03,Paclitaxel,Palbociclib,0
MDA-MB-157,OSI-027,MK-1775,0
MDA-MB-453,Cisplatin,Ribociclib,0
PA-TU-8988T,Erlotinib,Navitoclax,0
PANC-10-05,MK-2206,Navitoclax,0
HCC1419,5-Fluorouracil,Doramapimod,0
MDA-MB-157,Crizotinib,Linsitinib,0
HCC1187,Axitinib,PD173074,0
MDA-MB-415,Crizotinib,Alisertib,0
HCC1500,Taselisib,Doramapimod,0
MDST8,SCH772984,MK-2206,0
DU-4475,Lapatinib,AZD8055,0
HCC2157,PD173074,Ribociclib,0
MRK-nu-1,MK-1775,AZD8055,0
NCI-H747,SB216763,Linsitinib,0
COLO-320-HSR,Camptothecin,MK-2206,0
MDA-MB-175-VII,Trametinib,AZD8055,1
NCI-H747,Navitoclax,Taselisib,0
OCUB-M,AZD7762,Alpelisib,0
HCC1569,Gemcitabine,Nilotinib,0
EVSA-T,PD173074,Gemcitabine,1
HCC202,Pictilisib,Palbociclib,0
MCF7,MK-2206,Entinostat,0
PANC-03-27,Ruxolitinib,Taselisib,0
ZR-75-30,OSI-027,Afatinib,0
LoVo,AZD4547,Trametinib,0
UACC-893,Docetaxel,Alisertib,0
NCI-H747,SB216763,Navitoclax,0
HT-29,Palbociclib,BMS-754807,0
MDA-MB-231,Taselisib,Lapatinib,0
ZR-75-1,Palbociclib,Trametinib,0
CAPAN-2,Crizotinib,Olaparib,0
PANC-02-03,Taselisib,Crizotinib,0
HCC1599,Pictilisib,AZD6482,0
UACC-812,Cisplatin,MK-2206,0
CW-2,Afatinib,SB505124,0
PANC-10-05,Cisplatin,Erlotinib,0
HCC1143,Bortezomib,Taselisib,0
CL-11,MK-2206,5-Fluorouracil,0
NCI-H508,Sapitinib,Crizotinib,0
HCC1428,Vorinostat,Bortezomib,0
CAPAN-2,Linsitinib,Erlotinib,1
OCUB-M,Bortezomib,AZD6482,0
ZR-75-1,Sapitinib,Cisplatin,0
UACC-812,AZD7762,Linsitinib,0
HCC2998,Sapitinib,AZD4547,0
HCC2218,OSI-027,KU-55933,0
SNU-1040,AZD4547,Crizotinib,0
DU-4475,Lapatinib,Wee1 Inhibitor,0
MDA-MB-468,Temozolomide,OSI-027,0
PANC-08-13,Taselisib,Oxaliplatin,0
HCC1143,Cisplatin,SB216763,0
HCC1419,Axitinib,Venetoclax,0
BT-474,OSI-027,Afatinib,0
BT-474,Linsitinib,KU-55933,0
LS-513,Palbociclib,BMS-754807,0
SW48,SB216763,Afatinib,0
AU565,Crizotinib,NU7441,0
RKO,BMS-754807,Camptothecin,0
HCC1569,AZD7762,Luminespib,0
MFM-223,Palbociclib,SB216763,0
HCC70,5-Fluorouracil,AZD8055,0
SK-CO-1,BMS-754807,Camptothecin,0
PSN1,Palbociclib,Crizotinib,0
KP-2,Ruxolitinib,AZD7762,0
PANC-04-03,5-Fluorouracil,Ruxolitinib,0
KP-2,Palbociclib,OSI-027,0
BT-549,PD173074,NU7441,0
MDA-MB-415,Bortezomib,Docetaxel,0
DAN-G,Erlotinib,Palbociclib,1
AsPC-1,OSI-027,Lapatinib,0
MRK-nu-1,Linsitinib,Nilotinib,0
BT-483,Cisplatin,MK-1775,0
HCC1806,Lapatinib,Crizotinib,0
NCI-H508,LGK974,AZD8055,0
MDA-MB-231,Lapatinib,AZD8055,0
SW620,Taselisib,Vinorelbine,0
T47D,AZD7762,NU7441,0
HCC1428,Olaparib,Camptothecin,0
SU8686,Taselisib,SCH772984,0
MDA-MB-415,PD173074,ZM447439,0
PSN1,Dasatinib,Taselisib,1
HT-115,Navitoclax,Linsitinib,1
CAL-148,Temozolomide,Ribociclib,0
SNU-C1,Camptothecin,AZD4547,0
HDQ-P1,Gemcitabine,AZD8055,0
MDA-MB-453,Palbociclib,KU-55933,0
HCC1500,MK-2206,Camptothecin,0
HCC2218,Temozolomide,Navitoclax,0
LS-123,MK-2206,SB505124,0
MDA-MB-468,Taselisib,5-Fluorouracil,0
HuP-T4,Linsitinib,AZD7762,0
HCC1500,MK-1775,BI-2536,0
MDA-MB-330,MK-2206,PD173074,0
LS-123,Navitoclax,5-Fluorouracil,0
BT-20,PD173074,MK-2206,0
PANC-03-27,Erlotinib,Dactolisib,0
SNU-81,MK-2206,Vinorelbine,0
KP-3,5-Fluorouracil,Galunisertib,0
HCC1806,PD173074,Trametinib,0
HCC2218,Temozolomide,ZM447439,0
PA-TU-8988T,Paclitaxel,Trametinib,0
CAMA-1,Navitoclax,PD173074,0
OCUB-M,OSI-027,AZD6482,0
C2BBe1,Vinorelbine,MK-1775,0
HCC1187,Pictilisib,Alpelisib,0
HCC1187,Luminespib,GSK269962A,0
EFM-192A,Navitoclax,Entinostat,0
HDQ-P1,MK-2206,GSK269962A,0
MDA-MB-361,Linsitinib,Sorafenib,0
CAL-85-1,Docetaxel,Paclitaxel,0
MDA-MB-175-VII,Vorinostat,Alpelisib,0
MDA-MB-468,Linsitinib,Wee1 Inhibitor,0
MRK-nu-1,Gemcitabine,Nilotinib,0
CAL-120,Vorinostat,Venetoclax,0
HCT-15,Vinorelbine,Camptothecin,0
SW948,Crizotinib,AZD7762,0
EFM-19,Lapatinib,Doramapimod,0
HCC2998,Oxaliplatin,Linsitinib,0
UACC-893,MK-1775,OSI-027,0
HDQ-P1,Olaparib,Bortezomib,0
DU-4475,PD173074,Uprosertib,0
T84,LGK974,SCH772984,0
MCF7,Vorinostat,Trametinib,0
HCC1954,Gemcitabine,Sapitinib,0
EFM-19,Lapatinib,Trametinib,0
MCF7,Olaparib,5-Fluorouracil,0
SUIT-2,Paclitaxel,Crizotinib,0
Hs-578-T,Docetaxel,Taselisib,0
PL4,AZD7762,SCH772984,0
CAL-85-1,Vorinostat,PD173074,0
UACC-893,Trametinib,Olaparib,0
MCF7,Vorinostat,Doramapimod,0
MRK-nu-1,Vorinostat,PF-4708671,0
HCC1419,Linsitinib,NU7441,0
CAMA-1,5-Fluorouracil,Sapitinib,0
HPAC,Trametinib,AZD7762,0
HCC70,Taselisib,Tozasertib,0
SNU-407,BMS-754807,AZD8055,0
BxPC-3,Olaparib,Cisplatin,0
UACC-893,Taselisib,Sorafenib,0
CAL-51,Lapatinib,Olaparib,0
SU8686,Dactolisib,Galunisertib,0
KP-3,MK-2206,Gemcitabine,0
BxPC-3,Dactolisib,5-Fluorouracil,0
DU-4475,Gemcitabine,Venetoclax,1
KP-3,Dasatinib,Palbociclib,0
HCC1395,Linsitinib,Axitinib,0
SNU-81,Dabrafenib,SB216763,0
COLO-678,SCH772984,Trametinib,0
HCC2157,Lapatinib,Doramapimod,0
HCT-116,MK-2206,5-Fluorouracil,0
PANC-10-05,Crizotinib,AZD7762,0
BT-474,Palbociclib,MK-2206,0
OCUB-M,MK-1775,Bortezomib,0
EVSA-T,Vorinostat,5-Fluorouracil,0
HCC1419,PD173074,Crizotinib,0
Hs-578-T,Taselisib,5-Fluorouracil,0
SW1463,Trametinib,Camptothecin,0
MDA-MB-436,Gemcitabine,Venetoclax,0
NCI-H747,5-Fluorouracil,Navitoclax,0
CAL-85-1,Cisplatin,Axitinib,0
MDA-MB-157,OSI-027,PF-4708671,0
HCC70,Crizotinib,JQ1,0
BT-549,Docetaxel,AZD6482,0
COLO-824,Luminespib,Entinostat,0
SW1990,AZD7762,OSI-027,0
SUIT-2,Ruxolitinib,Navitoclax,0
KP-4,Galunisertib,Palbociclib,0
HCT-15,SB216763,Afatinib,0
CAPAN-2,Irinotecan,Oxaliplatin,0
EVSA-T,Cisplatin,Sorafenib,0
EFM-192A,Axitinib,Camptothecin,0
BxPC-3,Cisplatin,Taselisib,0
HCC1937,Gemcitabine,Linsitinib,0
EVSA-T,Axitinib,Olaparib,0
HCC1143,MK-2206,AZD8055,0
MCF7,Cisplatin,BI-2536,0
LS-411N,5-Fluorouracil,Sapitinib,0
PA-TU-8902,Cisplatin,Palbociclib,0
UACC-893,Bortezomib,Linsitinib,0
PA-TU-8988T,OSI-027,Trametinib,0
CFPAC-1,Irinotecan,Oxaliplatin,0
MDA-MB-415,Taselisib,AZD7762,0
HCC2998,SB216763,AZD7762,0
T47D,Bortezomib,Cisplatin,0
KM12,Vinorelbine,Dabrafenib,0
OCUB-M,Gemcitabine,BI-2536,0
MDA-MB-361,Olaparib,Pictilisib,0
LS-513,Olaparib,Camptothecin,0
MDA-MB-468,MK-2206,Alisertib,0
SNU-175,AZD8055,Olaparib,0
CAL-51,Temozolomide,Cisplatin,0
T84,SB216763,Dabrafenib,0
HCC1937,Cisplatin,Nilotinib,0
HT55,Taselisib,Trametinib,0
HCC1500,Docetaxel,MK-2206,0
HCC1187,Navitoclax,Taselisib,1
SW1463,MK-2206,Navitoclax,0
GP5d,Taselisib,Linsitinib,0
PANC-03-27,Taselisib,MK-2206,0
CAPAN-2,Taselisib,Lapatinib,0
HDQ-P1,Lapatinib,JQ1,0
PA-TU-8988T,Ruxolitinib,Dasatinib,0
CL-11,Oxaliplatin,Linsitinib,0
SNU-407,MK-2206,SCH772984,1
CAL-120,Pictilisib,SB216763,0
HCC1419,Axitinib,Uprosertib,0
SUIT-2,Palbociclib,Cisplatin,0
KP-1N,Taselisib,Sorafenib,0
CAL-120,Linsitinib,Uprosertib,0
MDA-MB-415,Axitinib,Gemcitabine,0
YAPC,Trametinib,Cisplatin,0
SK-CO-1,Palbociclib,AZD8055,0
HCC70,PD173074,NU7441,0
JIMT-1,Trametinib,Doramapimod,0
MDA-MB-175-VII,5-Fluorouracil,KU-55933,0
EVSA-T,Olaparib,ZM447439,0
BT-20,Olaparib,GSK269962A,0
HCC1428,Gemcitabine,Pictilisib,0
CAL-120,Olaparib,Pictilisib,0
MFM-223,Navitoclax,5-Fluorouracil,0
MDA-MB-436,Vorinostat,OSI-027,0
SK-CO-1,SB505124,Oxaliplatin,0
HCC1806,Docetaxel,OSI-027,0
Hs-578-T,Olaparib,Bortezomib,0
SW620,Trametinib,Linsitinib,0
HCC1569,OSI-027,AZD6482,0
EVSA-T,Trametinib,Camptothecin,0
COLO-678,LGK974,BMS-754807,0
T84,SB216763,SCH772984,0
MRK-nu-1,Cisplatin,Dabrafenib,0
BT-549,Olaparib,Afatinib,0
Hs-766T,Crizotinib,AZD7762,0
BT-20,Lapatinib,AZD7762,0
T84,Palbociclib,Navitoclax,0
HCC2998,Dabrafenib,Afatinib,0
MFM-223,Cisplatin,Camptothecin,0
COLO-824,Crizotinib,Docetaxel,0
HT-115,Camptothecin,Oxaliplatin,0
DiFi,AZD4547,LGK974,0
MDA-MB-231,Lapatinib,Palbociclib,0
DAN-G,Dasatinib,Taselisib,1
SNU-C5,AZD4547,Palbociclib,0
AU565,Navitoclax,AZD7762,0
HCC1954,Axitinib,GSK269962A,0
AU565,Docetaxel,PD173074,0
HCC1419,Luminespib,Ribociclib,0
HT-29,Crizotinib,MK-2206,0
CAL-51,Gemcitabine,5-Fluorouracil,0
CAL-148,PD173074,Gemcitabine,0
HCC1806,PD173074,MK-2206,0
HCC1187,Vorinostat,RO-3306,0
SW1990,Erlotinib,Navitoclax,0
MDA-MB-157,Palbociclib,AZD8055,0
ZR-75-30,Gemcitabine,Taselisib,0
BT-483,Trametinib,Cisplatin,0
PANC-08-13,Lapatinib,SCH772984,0
MZ1-PC,Lapatinib,Crizotinib,0
EFM-192A,Temozolomide,Alpelisib,0
CFPAC-1,Oxaliplatin,Irinotecan,0
ZR-75-30,AZD7762,BI-2536,0
OCUB-M,5-Fluorouracil,MK-1775,0
CAPAN-1,Linsitinib,Palbociclib,0
LS-180,MK-2206,AZD8055,1
MDA-MB-415,Lapatinib,AZD6482,0
AU565,Luminespib,Olaparib,0
CAL-120,5-Fluorouracil,MK-1775,0
MDA-MB-453,Bortezomib,Linsitinib,0
MCF7,Axitinib,SCH772984,1
NCI-H716,AZD7762,SCH772984,0
BT-474,Sapitinib,Uprosertib,0
HCC2218,Lapatinib,Afatinib,0
HCT-116,BMS-754807,5-Fluorouracil,0
SNU-C5,Palbociclib,Oxaliplatin,0
MDA-MB-453,Docetaxel,Linsitinib,0
CAL-51,Olaparib,Taselisib,0
PANC-02-03,LGK974,Ruxolitinib,0
T47D,PD173074,Venetoclax,0
MDA-MB-175-VII,AZD7762,SB216763,0
HT-115,Dabrafenib,AZD4547,0
SNU-175,BMS-754807,AZD7762,1
CFPAC-1,Linsitinib,MK-2206,0
EFM-192A,Axitinib,5-Fluorouracil,0
JIMT-1,Palbociclib,Lapatinib,0
BT-549,Cisplatin,Taselisib,0
MDA-MB-175-VII,Gemcitabine,Bortezomib,0
GP5d,MK-2206,Vinorelbine,0
CFPAC-1,Cisplatin,Palbociclib,0
PANC-10-05,OSI-027,Galunisertib,0
LS-513,Olaparib,AZD7762,0
HCC2218,Olaparib,MK-1775,0
MDA-MB-231,MK-1775,Paclitaxel,0
SW1417,Vinorelbine,MK-1775,0
AsPC-1,MK-1775,Lapatinib,0
LoVo,Palbociclib,BMS-754807,0
SNU-175,5-Fluorouracil,Vinorelbine,0
MDA-MB-436,Linsitinib,Nilotinib,0
NCI-H716,BMS-754807,Vinorelbine,0
UACC-893,5-Fluorouracil,Entinostat,0
HCC1500,Axitinib,Tozasertib,0
HCC1937,Cisplatin,Dabrafenib,0
CL-11,SB216763,Camptothecin,0
HCC1569,Cisplatin,GSK269962A,0
CaR-1,5-Fluorouracil,Crizotinib,0
OCUB-M,Sapitinib,Sorafenib,0
COLO-320-HSR,Trametinib,BMS-754807,0
BT-483,Docetaxel,Doramapimod,0
MCF7,Pictilisib,Camptothecin,0
HCC2218,Axitinib,MK-2206,0
EFM-19,Temozolomide,Pictilisib,0
DU-4475,Taselisib,BI-2536,0
HCC1937,Axitinib,PF-4708671,0
MRK-nu-1,5-Fluorouracil,Alisertib,0
LoVo,Taselisib,Linsitinib,0
SW620,Vinorelbine,Afatinib,0
HCC1954,AZD7762,KU-55933,0
HCT-15,Oxaliplatin,BMS-754807,0
KP-3,Dactolisib,Linsitinib,0
COLO-678,Linsitinib,Vinorelbine,0
EFM-192A,Taselisib,Alpelisib,0
HCC1419,Temozolomide,Cisplatin,0
BT-474,5-Fluorouracil,AZD7762,0
CAL-148,PD173074,Linsitinib,0
HCC1428,Sapitinib,GSK269962A,0
SNU-81,MK-1775,Trametinib,0
COLO-824,Gemcitabine,Sapitinib,0
HCC1187,Docetaxel,MK-2206,0
OCUB-M,Bortezomib,Uprosertib,0
EVSA-T,Navitoclax,Vorinostat,0
CCK-81,Linsitinib,AZD7762,0
DU-4475,Cisplatin,Afatinib,0
HCC1187,AZD7762,Taselisib,0
LoVo,Palbociclib,Oxaliplatin,0
COLO-824,Crizotinib,Alisertib,0
LS-180,MK-1775,AZD8055,0
HCC2157,Gemcitabine,Venetoclax,0
COLO-824,Taselisib,Axitinib,0
SK-CO-1,MK-2206,Dabrafenib,0
HCC1395,Pictilisib,NU7441,0
HCC1599,Bortezomib,Afatinib,0
PANC-10-05,Erlotinib,Oxaliplatin,0
HDQ-P1,Navitoclax,Axitinib,1
BT-20,MK-1775,Palbociclib,0
HDQ-P1,Lapatinib,Sapitinib,0
EVSA-T,Crizotinib,ZM447439,0
CAL-148,Vorinostat,Gemcitabine,0
CAL-85-1,OSI-027,Gemcitabine,0
ZR-75-1,Crizotinib,Uprosertib,0
MIA-PaCa-2,Navitoclax,Trametinib,0
YAPC,Taselisib,MK-1775,0
CFPAC-1,Taselisib,5-Fluorouracil,0
HT55,Palbociclib,SB505124,0
MRK-nu-1,Axitinib,Lapatinib,0
MDA-MB-361,Trametinib,MK-2206,0
EFM-192A,PD173074,Wee1 Inhibitor,0
SW948,SB216763,BMS-754807,1
CAL-120,Lapatinib,SCH772984,0
MDA-MB-468,Docetaxel,Lapatinib,0
BT-20,Sapitinib,SCH772984,0
MDA-MB-361,MK-1775,AZD8055,0
MDA-MB-468,Luminespib,Bortezomib,0
MDA-MB-361,Temozolomide,Pictilisib,0
MDA-MB-175-VII,Vorinostat,Olaparib,0
MDA-MB-468,MK-2206,Venetoclax,0
HCC1419,Pictilisib,Camptothecin,0
HuP-T3,MK-2206,Olaparib,0
LS-513,Dabrafenib,Camptothecin,0
HuP-T4,Olaparib,AZD7762,0
PA-TU-8988T,Galunisertib,Dactolisib,0
HuP-T3,MK-1775,Paclitaxel,0
EFM-192A,Crizotinib,Alisertib,0
MDA-MB-361,Axitinib,Gemcitabine,0
CAPAN-2,Oxaliplatin,Sorafenib,1
HDQ-P1,Linsitinib,Wee1 Inhibitor,0
YAPC,Irinotecan,Navitoclax,1
SW1990,Linsitinib,Cisplatin,0
BT-474,Palbociclib,SB216763,0
MDA-MB-468,Bortezomib,Luminespib,0
EFM-19,Temozolomide,Alpelisib,0
HCC70,Navitoclax,Axitinib,0
MCF7,Taselisib,Alpelisib,0
PA-TU-8902,Paclitaxel,Sorafenib,0
HCT-15,Taselisib,Afatinib,0
SW948,SCH772984,Camptothecin,0
BT-549,Luminespib,Ribociclib,0
SNU-81,Olaparib,LGK974,0
HCC2157,Temozolomide,SB216763,0
BT-474,OSI-027,Crizotinib,0
PANC-04-03,Crizotinib,Palbociclib,0
CAL-51,Olaparib,Temozolomide,1
MFM-223,AZD7762,Crizotinib,0
LS-411N,5-Fluorouracil,SB216763,0
KP-1N,Dactolisib,Linsitinib,1
MDST8,Olaparib,Oxaliplatin,0
RKO,BMS-754807,Dabrafenib,0
T47D,Navitoclax,Paclitaxel,1
Hs-578-T,Navitoclax,OSI-027,0
UACC-893,Sapitinib,Taselisib,0
HPAC,Ruxolitinib,LGK974,0
HCC1419,Olaparib,Dabrafenib,0
HCC1806,5-Fluorouracil,Gemcitabine,0
CCK-81,Navitoclax,Dabrafenib,0
Hs-766T,SCH772984,MK-2206,0
BT-483,Crizotinib,Sapitinib,0
RCM-1,AZD7762,LGK974,0
PANC-08-13,Crizotinib,MK-2206,0
Hs-578-T,Cisplatin,Afatinib,0
HCC70,Vorinostat,BI-2536,0
CAPAN-1,5-Fluorouracil,Lapatinib,0
ZR-75-30,AZD7762,NU7441,0
MRK-nu-1,Pictilisib,Nilotinib,0
MDA-MB-361,5-Fluorouracil,Sorafenib,0
BT-474,Lapatinib,Olaparib,0
HT55,MK-2206,Linsitinib,0
HCC2218,5-Fluorouracil,Doramapimod,0
HDQ-P1,Lapatinib,RO-3306,0
HCC1187,Docetaxel,MK-1775,0
HCC1428,Luminespib,PF-4708671,0
MDST8,BMS-754807,Linsitinib,0
SNU-81,SB505124,SB216763,0
SW620,5-Fluorouracil,Crizotinib,0
EVSA-T,AZD7762,Doramapimod,0
CAL-148,Vorinostat,Linsitinib,0
HCC1395,Gemcitabine,MK-2206,0
HCC1806,Trametinib,Linsitinib,0
KP-3,LGK974,Irinotecan,0
T84,MK-2206,Vinorelbine,1
CFPAC-1,Oxaliplatin,Palbociclib,0
MDA-MB-453,Temozolomide,Tozasertib,0
CAL-148,5-Fluorouracil,Nilotinib,0
PANC-03-27,Lapatinib,LGK974,0
HCC1954,Taselisib,Crizotinib,0
KP-3,Galunisertib,Oxaliplatin,0
