cell,drug1_db,drug2_db,synergy
HCC2157,Linsitinib,Gemcitabine,0
CAPAN-1,Irinotecan,Dactolisib,0
PANC-02-03,Palbociclib,Crizotinib,0
ZR-75-1,Vorinostat,SCH772984,0
CAMA-1,Olaparib,Trametinib,0
SW1463,SB216763,Taselisib,0
DAN-G,Galunisertib,Erlotinib,0
HCC1599,Vorinostat,PF-4708671,0
CAL-120,OSI-027,Bortezomib,0
SUIT-2,MK-1775,MK-2206,1
COLO-678,Afatinib,BMS-754807,0
LS-123,Oxaliplatin,LGK974,0
HPAC,Gemcitabine,Irinotecan,0
C2BBe1,SCH772984,AZD8055,0
MDA-MB-175-VII,Olaparib,MK-2206,0
PA-TU-8988T,Olaparib,Taselisib,0
SU8686,Paclitaxel,Irinotecan,0
YAPC,Taselisib,Erlotinib,1
MCF7,PD173074,Nilotinib,1
HDQ-P1,Taselisib,OSI-027,0
MDA-MB-330,Crizotinib,RO-3306,0
KP-4,Cisplatin,MK-2206,0
YAPC,Paclitaxel,Taselisib,0
NCI-H747,Crizotinib,Camptothecin,0
MDST8,SB216763,AZD4547,0
MDA-MB-453,Navitoclax,SB216763,0
T84,LGK974,Olaparib,0
SNU-1040,MK-1775,AZD8055,0
MDA-MB-468,Taselisib,Alpelisib,0
HT-115,5-Fluorouracil,Dabrafenib,0
ZR-75-1,Linsitinib,Wee1 Inhibitor,0
BT-20,Axitinib,BI-2536,0
MDA-MB-330,Palbociclib,Luminespib,0
HCC1143,Sapitinib,Docetaxel,0
MDA-MB-436,Linsitinib,Entinostat,0
CAL-148,Temozolomide,Gemcitabine,0
MDST8,5-Fluorouracil,Vinorelbine,0
KP-3,Sorafenib,Linsitinib,0
PANC-10-05,5-Fluorouracil,Linsitinib,0
HCC1937,Trametinib,5-Fluorouracil,0
CAPAN-1,LGK974,Trametinib,0
SNU-175,Afatinib,Trametinib,0
BT-549,OSI-027,Palbociclib,0
CAL-51,PD173074,PF-4708671,0
EFM-19,Temozolomide,Venetoclax,0
LS-180,AZD4547,Navitoclax,0
MDA-MB-453,5-Fluorouracil,Uprosertib,0
BT-483,Palbociclib,NU7441,0
MDA-MB-175-VII,Axitinib,Olaparib,0
CAMA-1,AZD7762,NU7441,0
BT-20,Trametinib,Sapitinib,1
MDA-MB-415,Olaparib,Temozolomide,0
MDA-MB-361,Axitinib,Docetaxel,0
HCC1937,Gemcitabine,PF-4708671,0
HCC1500,Sapitinib,MK-1775,0
HCC2157,Sapitinib,JQ1,1
Hs-766T,Cisplatin,Lapatinib,0
YAPC,Irinotecan,OSI-027,0
CAL-85-1,Trametinib,OSI-027,0
MFM-223,PD173074,Sapitinib,0
HT-29,AZD7762,SB505124,0
MDA-MB-157,OSI-027,MK-1775,0
SUIT-2,Cisplatin,Lapatinib,0
AsPC-1,Gemcitabine,Palbociclib,0
SNU-81,Navitoclax,Olaparib,0
PA-TU-8988T,Erlotinib,Navitoclax,0
ZR-75-30,Lapatinib,Cisplatin,0
HCC1419,5-Fluorouracil,Doramapimod,0
PANC-10-05,Crizotinib,Taselisib,0
HCC1187,Axitinib,PD173074,0
MDA-MB-415,Crizotinib,Alisertib,0
ZR-75-30,PD173074,Nilotinib,0
MDST8,SCH772984,MK-2206,0
HCC2157,PD173074,Ribociclib,0
MRK-nu-1,MK-1775,AZD8055,0
LS-123,MK-2206,Taselisib,0
JIMT-1,AZD7762,RO-3306,0
NCI-H747,SB216763,Linsitinib,0
COLO-320-HSR,Camptothecin,MK-2206,0
MDA-MB-157,AZD7762,5-Fluorouracil,1
OCUB-M,AZD7762,Alpelisib,0
EVSA-T,PD173074,Gemcitabine,1
MIA-PaCa-2,Linsitinib,5-Fluorouracil,0
HCC202,Pictilisib,Palbociclib,0
AU565,Sapitinib,Dabrafenib,0
MDA-MB-231,OSI-027,MK-2206,0
MZ1-PC,Cisplatin,Irinotecan,0
PSN1,SCH772984,Irinotecan,0
PANC-03-27,Ruxolitinib,Taselisib,0
HT55,LGK974,Olaparib,0
AU565,5-Fluorouracil,PD173074,0
NCI-H747,SB216763,Navitoclax,0
ZR-75-30,Olaparib,OSI-027,0
MDA-MB-231,Taselisib,Lapatinib,0
CAPAN-2,Crizotinib,Olaparib,0
SNU-1040,Olaparib,SB505124,0
HCC202,Pictilisib,Cisplatin,0
UACC-812,Cisplatin,MK-2206,0
CW-2,Afatinib,SB505124,0
PANC-10-05,Cisplatin,Erlotinib,0
BT-474,Luminespib,Doramapimod,0
CL-11,MK-2206,5-Fluorouracil,0
SW1116,AZD7762,5-Fluorouracil,0
HCC1500,MK-2206,Palbociclib,0
NCI-H508,Sapitinib,Crizotinib,0
HCC1428,Vorinostat,Bortezomib,0
ZR-75-1,Sapitinib,Cisplatin,0
UACC-812,AZD7762,Linsitinib,0
HCC2218,OSI-027,KU-55933,0
HDQ-P1,Lapatinib,Vorinostat,0
DU-4475,Lapatinib,Wee1 Inhibitor,0
PANC-08-13,Taselisib,Oxaliplatin,0
HCC1419,Axitinib,Venetoclax,0
CAMA-1,Cisplatin,Entinostat,0
SW620,MK-1775,LGK974,0
JIMT-1,Gemcitabine,AZD6482,0
BT-474,Linsitinib,KU-55933,0
SW48,SB216763,Afatinib,0
AU565,Crizotinib,NU7441,0
RKO,BMS-754807,Camptothecin,0
CAMA-1,Navitoclax,Docetaxel,0
HuP-T3,Galunisertib,Olaparib,0
HCC2218,Olaparib,Tozasertib,0
SK-CO-1,BMS-754807,Camptothecin,0
PSN1,Palbociclib,Crizotinib,0
KP-2,Ruxolitinib,AZD7762,0
PANC-04-03,5-Fluorouracil,Ruxolitinib,0
BT-549,PD173074,NU7441,0
MDA-MB-415,Bortezomib,Docetaxel,0
DAN-G,Erlotinib,Palbociclib,1
OCUB-M,Palbociclib,GSK269962A,0
BT-549,Axitinib,Trametinib,0
MRK-nu-1,Linsitinib,Nilotinib,0
BT-483,Cisplatin,MK-1775,0
HCC1806,Lapatinib,Crizotinib,0
NCI-H508,LGK974,AZD8055,0
SW620,Taselisib,Vinorelbine,0
T47D,AZD7762,NU7441,0
SU8686,Taselisib,SCH772984,0
MDA-MB-415,PD173074,ZM447439,0
PSN1,Dasatinib,Taselisib,1
HuP-T3,Trametinib,OSI-027,0
CAL-148,Temozolomide,Ribociclib,0
COLO-824,Sapitinib,Lapatinib,0
KM12,AZD7762,Sapitinib,0
SNU-C2B,SCH772984,Taselisib,0
MDA-MB-453,Palbociclib,KU-55933,0
AU565,OSI-027,Alisertib,0
HCC1500,MK-2206,Camptothecin,0
LS-123,MK-2206,SB505124,0
PANC-03-27,Erlotinib,Dactolisib,0
SNU-81,MK-2206,Vinorelbine,0
T47D,Gemcitabine,Afatinib,0
PA-TU-8988T,Paclitaxel,Trametinib,0
DU-4475,MK-2206,Palbociclib,0
OCUB-M,OSI-027,AZD6482,0
C2BBe1,Vinorelbine,MK-1775,0
HCC1187,Pictilisib,Alpelisib,0
HCC1187,Luminespib,GSK269962A,0
SW1116,Sapitinib,LGK974,0
RKO,Linsitinib,Oxaliplatin,0
HDQ-P1,MK-2206,GSK269962A,0
SNU-175,BMS-754807,Sapitinib,0
MDA-MB-468,Linsitinib,Wee1 Inhibitor,0
CAL-120,Vorinostat,Venetoclax,0
SW948,Crizotinib,AZD7762,0
EFM-19,Lapatinib,Doramapimod,0
HCC2998,Oxaliplatin,Linsitinib,0
UACC-893,MK-1775,OSI-027,0
HDQ-P1,Olaparib,Bortezomib,0
MCF7,Vorinostat,Trametinib,0
HCC1954,Gemcitabine,Sapitinib,0
CAL-120,Olaparib,Sorafenib,0
HCC2998,AZD7762,Dabrafenib,0
EFM-19,MK-2206,AZD6482,0
MCF7,Olaparib,5-Fluorouracil,0
SUIT-2,Paclitaxel,Crizotinib,0
Hs-578-T,Docetaxel,Taselisib,0
CAL-85-1,Vorinostat,PD173074,0
UACC-893,Trametinib,Olaparib,0
MRK-nu-1,Vorinostat,PF-4708671,0
HCC1419,Linsitinib,NU7441,0
HCC2157,Trametinib,BI-2536,0
CAL-120,Trametinib,Sapitinib,0
CAMA-1,5-Fluorouracil,Sapitinib,0
MDA-MB-468,Gemcitabine,Palbociclib,0
HPAC,Trametinib,AZD7762,0
HCC70,Taselisib,Tozasertib,0
SNU-407,BMS-754807,AZD8055,0
BxPC-3,Olaparib,Cisplatin,0
UACC-893,Taselisib,Sorafenib,0
CAL-51,Lapatinib,Olaparib,0
BT-20,MK-1775,Crizotinib,0
HDQ-P1,Pictilisib,Axitinib,0
SU8686,Dactolisib,Galunisertib,0
PA-TU-8988T,Navitoclax,Galunisertib,0
MDA-MB-468,PD173074,Alpelisib,0
KP-3,Dasatinib,Palbociclib,0
HCC1395,Linsitinib,Axitinib,0
SNU-81,Dabrafenib,SB216763,0
UACC-812,Olaparib,Linsitinib,0
HCC2157,Lapatinib,Doramapimod,0
HCT-116,MK-2206,5-Fluorouracil,0
PANC-10-05,Crizotinib,AZD7762,0
UACC-893,5-Fluorouracil,Ribociclib,0
HCC1395,Luminespib,Uprosertib,0
LS-180,Sapitinib,AZD7762,0
BT-474,Palbociclib,MK-2206,0
HCC1954,Cisplatin,AZD6482,0
OCUB-M,MK-1775,Bortezomib,0
EVSA-T,Vorinostat,5-Fluorouracil,0
SW1463,Trametinib,Camptothecin,0
CFPAC-1,Ruxolitinib,Dactolisib,0
BxPC-3,Trametinib,OSI-027,0
HCC1428,Luminespib,Doramapimod,0
CL-11,Linsitinib,5-Fluorouracil,0
COLO-824,Luminespib,Entinostat,0
SW1990,AZD7762,OSI-027,0
OCUB-M,5-Fluorouracil,Alpelisib,0
SK-CO-1,SB505124,BMS-754807,0
BT-474,Navitoclax,Docetaxel,0
KP-4,Galunisertib,Palbociclib,0
HCT-15,SB216763,Afatinib,0
EVSA-T,Cisplatin,Sorafenib,0
SW1463,MK-1775,Linsitinib,0
BxPC-3,Cisplatin,Taselisib,0
HCC1937,Gemcitabine,Linsitinib,0
EVSA-T,Axitinib,Olaparib,0
MCF7,Cisplatin,BI-2536,0
LS-411N,5-Fluorouracil,Sapitinib,0
PA-TU-8902,Cisplatin,Palbociclib,0
UACC-893,Bortezomib,Linsitinib,0
PA-TU-8988T,OSI-027,Trametinib,0
HCC1187,Crizotinib,Camptothecin,0
HCC2998,SB216763,AZD7762,0
T47D,Bortezomib,Cisplatin,0
OCUB-M,Gemcitabine,BI-2536,0
BT-474,Cisplatin,Lapatinib,0
HCC1395,Vorinostat,JQ1,0
MDA-MB-157,Navitoclax,Olaparib,0
SNU-175,AZD8055,Olaparib,0
T84,SB216763,Dabrafenib,0
PANC-10-05,Galunisertib,SCH772984,0
HCC1187,Docetaxel,Tozasertib,0
HCC1937,Cisplatin,Nilotinib,0
HT55,Taselisib,Trametinib,0
ZR-75-1,Linsitinib,Luminespib,0
GP5d,Taselisib,Linsitinib,0
SUIT-2,SCH772984,Irinotecan,0
CAPAN-2,Taselisib,Lapatinib,0
HDQ-P1,Lapatinib,JQ1,0
HCC1954,Olaparib,Trametinib,0
CL-11,Oxaliplatin,Linsitinib,0
SNU-407,MK-2206,SCH772984,1
CAL-120,Pictilisib,SB216763,0
SUIT-2,Palbociclib,Cisplatin,0
KP-1N,Taselisib,Sorafenib,0
NCI-H716,Palbociclib,AZD4547,0
MDA-MB-415,Temozolomide,AZD8055,0
CAL-120,Linsitinib,Uprosertib,0
NCI-H716,SCH772984,Sapitinib,0
HDQ-P1,Temozolomide,PF-4708671,0
YAPC,Trametinib,Cisplatin,0
SK-CO-1,Palbociclib,AZD8055,0
HCC70,PD173074,NU7441,0
BT-483,Palbociclib,JQ1,0
MDA-MB-175-VII,5-Fluorouracil,KU-55933,0
EVSA-T,Crizotinib,Sorafenib,0
CAL-148,Gemcitabine,Cisplatin,0
EFM-19,Lapatinib,MK-1775,0
HCC1428,Luminespib,Docetaxel,0
DiFi,Trametinib,Oxaliplatin,0
HCC1806,Docetaxel,OSI-027,0
Hs-578-T,Axitinib,Pictilisib,0
Hs-578-T,Olaparib,Bortezomib,0
SW620,Trametinib,Linsitinib,0
HCC1569,OSI-027,AZD6482,0
EVSA-T,Trametinib,Camptothecin,0
SU8686,AZD7762,5-Fluorouracil,0
HCC2218,Linsitinib,Entinostat,1
DAN-G,LGK974,Erlotinib,0
COLO-678,LGK974,BMS-754807,0
T84,SB216763,SCH772984,0
HCT-15,LGK974,Trametinib,0
Hs-766T,Crizotinib,AZD7762,0
HCC1806,Temozolomide,AZD8055,0
ZR-75-30,Sapitinib,Trametinib,0
KM12,Dabrafenib,MK-2206,0
HCC2998,Dabrafenib,Afatinib,0
PSN1,Dasatinib,LGK974,0
MFM-223,Cisplatin,Camptothecin,0
CAL-51,Taselisib,Temozolomide,0
COLO-824,Crizotinib,Docetaxel,0
HT-115,Camptothecin,Oxaliplatin,0
DiFi,AZD4547,LGK974,0
MDA-MB-231,Lapatinib,Palbociclib,0
DAN-G,Dasatinib,Taselisib,1
HCC1806,Navitoclax,Alpelisib,0
AU565,Navitoclax,AZD7762,0
HCC1954,Axitinib,GSK269962A,0
CAL-51,Gemcitabine,5-Fluorouracil,0
CAL-148,PD173074,Gemcitabine,0
MRK-nu-1,MK-2206,Paclitaxel,0
HCC1187,Vorinostat,RO-3306,0
T84,Palbociclib,Linsitinib,0
SW1990,Erlotinib,Navitoclax,0
MDA-MB-157,Palbociclib,AZD8055,0
ZR-75-30,Gemcitabine,Taselisib,0
BT-483,Trametinib,Cisplatin,0
PANC-08-13,Lapatinib,SCH772984,0
MZ1-PC,Lapatinib,Crizotinib,0
EFM-192A,Temozolomide,Alpelisib,0
CFPAC-1,Oxaliplatin,Irinotecan,0
HDQ-P1,Temozolomide,Lapatinib,0
CAPAN-1,Linsitinib,Palbociclib,0
MDA-MB-415,Lapatinib,AZD6482,0
SNU-C5,Palbociclib,Taselisib,0
MDA-MB-453,Bortezomib,Linsitinib,0
BT-474,Sapitinib,Uprosertib,0
HCC1419,PD173074,Nilotinib,0
CAL-120,Axitinib,Dabrafenib,0
MDA-MB-436,MK-1775,Sapitinib,0
HCC1187,PD173074,Axitinib,0
HCT-116,BMS-754807,5-Fluorouracil,0
SNU-175,LGK974,Linsitinib,0
MDA-MB-453,Docetaxel,Linsitinib,0
CAL-51,Olaparib,Taselisib,0
MFM-223,5-Fluorouracil,Afatinib,0
EFM-19,5-Fluorouracil,AZD6482,0
PANC-02-03,LGK974,Ruxolitinib,0
T47D,PD173074,Venetoclax,0
CL-11,SCH772984,AZD4547,0
HT-115,Dabrafenib,AZD4547,0
SNU-175,BMS-754807,AZD7762,1
PSN1,Palbociclib,Taselisib,1
BT-549,Cisplatin,Taselisib,0
MDA-MB-175-VII,Gemcitabine,Bortezomib,0
GP5d,MK-2206,Vinorelbine,0
CFPAC-1,Cisplatin,Palbociclib,0
PANC-10-05,OSI-027,Galunisertib,0
BT-20,MK-1775,Luminespib,0
HCC2218,Olaparib,MK-1775,0
MDA-MB-231,MK-1775,Paclitaxel,0
SW1417,Vinorelbine,MK-1775,0
AsPC-1,MK-1775,Lapatinib,0
HCC1569,AZD7762,Dabrafenib,0
HCC70,OSI-027,Palbociclib,0
SNU-175,5-Fluorouracil,Vinorelbine,0
MDA-MB-436,Linsitinib,Nilotinib,0
HPAC,OSI-027,MK-2206,0
UACC-893,Vorinostat,Crizotinib,0
LS-123,Olaparib,Trametinib,0
HCC1569,Cisplatin,GSK269962A,0
CaR-1,5-Fluorouracil,Crizotinib,0
OCUB-M,Sapitinib,Sorafenib,0
COLO-320-HSR,LGK974,Afatinib,0
BT-483,Docetaxel,Doramapimod,0
HCC2218,Axitinib,MK-2206,0
HCC2218,Sapitinib,Alpelisib,0
HPAC,OSI-027,Taselisib,0
PANC-03-27,AZD7762,MK-1775,0
MRK-nu-1,5-Fluorouracil,Alisertib,0
LoVo,Taselisib,Linsitinib,0
SW620,Vinorelbine,Afatinib,0
KP-3,Dactolisib,Linsitinib,0
COLO-678,Linsitinib,Vinorelbine,0
EFM-192A,Taselisib,Alpelisib,0
BT-474,5-Fluorouracil,AZD7762,0
HCC1428,Sapitinib,GSK269962A,0
SNU-81,MK-1775,Trametinib,0
COLO-824,Gemcitabine,Sapitinib,0
OCUB-M,Bortezomib,Uprosertib,0
EVSA-T,Navitoclax,Vorinostat,0
DU-4475,Cisplatin,Afatinib,0
EVSA-T,Trametinib,Sapitinib,0
COLO-824,Crizotinib,Alisertib,0
LS-180,MK-1775,AZD8055,0
HCC2218,Linsitinib,Luminespib,0
AU565,Navitoclax,MK-1775,0
ZR-75-30,Olaparib,NU7441,0
AU565,AZD7762,PD173074,0
HCT-116,LGK974,SB216763,0
COLO-824,Taselisib,Axitinib,0
CAL-148,Bortezomib,KU-55933,0
SK-CO-1,MK-2206,Dabrafenib,0
ZR-75-1,Gemcitabine,Lapatinib,0
HCC1395,Pictilisib,NU7441,0
UACC-893,Luminespib,KU-55933,0
SUIT-2,Erlotinib,Crizotinib,0
YAPC,MK-2206,Irinotecan,0
HCC1599,Bortezomib,Afatinib,0
PANC-10-05,Erlotinib,Oxaliplatin,0
HDQ-P1,Navitoclax,Axitinib,1
HDQ-P1,Lapatinib,Sapitinib,0
EVSA-T,Crizotinib,ZM447439,0
CAL-85-1,OSI-027,Gemcitabine,0
MIA-PaCa-2,Navitoclax,Trametinib,0
MDA-MB-415,Luminespib,Vorinostat,0
BT-20,Olaparib,Tozasertib,0
YAPC,Taselisib,MK-1775,0
HT55,Palbociclib,SB505124,0
MRK-nu-1,Axitinib,Lapatinib,0
SNU-407,Camptothecin,Taselisib,0
T47D,Olaparib,Alisertib,0
MDA-MB-361,Trametinib,MK-2206,0
EVSA-T,Taselisib,Temozolomide,0
EFM-192A,PD173074,Wee1 Inhibitor,0
CAL-120,Lapatinib,SCH772984,0
SNU-C5,AZD4547,Vinorelbine,0
HCC2218,Bortezomib,RO-3306,0
AsPC-1,Oxaliplatin,Ruxolitinib,0
BT-20,Sapitinib,SCH772984,0
MDA-MB-361,MK-1775,AZD8055,0
MDA-MB-175-VII,Vorinostat,Olaparib,0
OCUB-M,Vorinostat,Temozolomide,0
MDA-MB-175-VII,PD173074,Paclitaxel,0
BxPC-3,Paclitaxel,Taselisib,1
HuP-T3,MK-2206,Olaparib,0
LS-513,Dabrafenib,Camptothecin,0
OCUB-M,Navitoclax,Alpelisib,0
MZ1-PC,Olaparib,MK-2206,0
DAN-G,Irinotecan,Olaparib,0
HuP-T3,MK-1775,Paclitaxel,0
Hs-766T,LGK974,Crizotinib,0
EFM-192A,Crizotinib,Alisertib,0
CAPAN-2,Oxaliplatin,Sorafenib,1
HDQ-P1,Linsitinib,Wee1 Inhibitor,0
NCI-H716,Crizotinib,Afatinib,0
CAL-120,OSI-027,Taselisib,0
SW1990,Linsitinib,Cisplatin,0
EFM-19,Temozolomide,Alpelisib,0
HCC70,Navitoclax,Axitinib,0
MCF7,Taselisib,Alpelisib,0
PA-TU-8902,Paclitaxel,Sorafenib,0
HCC2157,Temozolomide,SB216763,0
LS-123,Linsitinib,Navitoclax,0
BT-474,OSI-027,Crizotinib,0
MFM-223,Bortezomib,KU-55933,0
PANC-04-03,Crizotinib,Palbociclib,0
DU-4475,OSI-027,Axitinib,0
CAL-51,Olaparib,Temozolomide,1
MFM-223,AZD7762,Crizotinib,0
HuP-T4,Lapatinib,MK-1775,0
KP-1N,Dactolisib,Linsitinib,1
CAL-85-1,Navitoclax,GSK269962A,0
MDST8,Olaparib,Oxaliplatin,0
HCC70,Palbociclib,Alisertib,0
Hs-578-T,Navitoclax,OSI-027,0
HCC1806,5-Fluorouracil,Gemcitabine,0
T47D,Lapatinib,Sorafenib,0
Hs-766T,SCH772984,MK-2206,0
PANC-10-05,Lapatinib,Sorafenib,1
RCM-1,AZD7762,LGK974,0
Hs-578-T,Cisplatin,Afatinib,0
SW48,Palbociclib,LGK974,0
ZR-75-30,AZD7762,NU7441,0
MRK-nu-1,Pictilisib,Nilotinib,0
MDA-MB-361,5-Fluorouracil,Sorafenib,0
BT-474,Lapatinib,Olaparib,0
HT55,MK-2206,Linsitinib,0
HCC1937,Palbociclib,Linsitinib,0
Hs-578-T,Crizotinib,Taselisib,0
HCC2218,5-Fluorouracil,Doramapimod,0
HDQ-P1,Lapatinib,RO-3306,0
SNU-1040,Olaparib,SB216763,0
SK-CO-1,SCH772984,Taselisib,0
OCUB-M,PD173074,AZD8055,0
SW1417,LGK974,Trametinib,0
HCC1428,Luminespib,PF-4708671,0
MCF7,Crizotinib,Doramapimod,0
MDST8,BMS-754807,Linsitinib,0
SW620,5-Fluorouracil,Crizotinib,0
SK-CO-1,LGK974,Afatinib,0
HCC1395,Gemcitabine,MK-2206,0
BT-483,Taselisib,Olaparib,0
HCC1806,Trametinib,Linsitinib,0
KP-3,LGK974,Irinotecan,0
HCC2998,SB505124,AZD4547,0
MIA-PaCa-2,Lapatinib,Navitoclax,1
T84,MK-2206,Vinorelbine,1
CFPAC-1,Oxaliplatin,Palbociclib,0
MDA-MB-453,Temozolomide,Tozasertib,0
CAL-148,5-Fluorouracil,Nilotinib,0
CAPAN-1,Cisplatin,Irinotecan,0
KP-3,Galunisertib,Oxaliplatin,0
LS-123,AZD7762,SB505124,0
SW1116,AZD8055,Linsitinib,0
SW48,AZD7762,Crizotinib,0
PANC-04-03,Olaparib,5-Fluorouracil,0
SNU-C1,MK-2206,Sapitinib,1
PL4,Lapatinib,MK-1775,0
MFM-223,Sapitinib,KU-55933,0
HCC1954,Pictilisib,AZD8055,0
OCUB-M,Bortezomib,Cisplatin,0
HCC70,Crizotinib,RO-3306,0
LoVo,5-Fluorouracil,Crizotinib,0
SW48,Crizotinib,Taselisib,0
KP-3,AZD7762,OSI-027,0
HCC38,Olaparib,Linsitinib,0
HCC1937,Olaparib,Trametinib,0
HT55,AZD8055,AZD4547,0
MDA-MB-453,Palbociclib,Linsitinib,0
HCC70,Lapatinib,JQ1,0
MDA-MB-175-VII,Docetaxel,Sorafenib,0
HCC1806,Vorinostat,PD173074,0
HCC1599,Sapitinib,Cisplatin,0
PANC-02-03,Taselisib,Sorafenib,0
HCC1395,Sapitinib,Sorafenib,0
MDA-MB-157,Cisplatin,Entinostat,0
MDST8,Linsitinib,Afatinib,0
